Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,4.1e-05,16.807427,[146 134] ; [ 8 35],[133.49845201 146.50154799] ; [20.50154799 22.49845201],1
b4,1,0.715758,0.132594,[179 112] ; [27 19],[177.88130564 113.11869436] ; [28.11869436 17.88130564],0
d4,1,0.749627,0.101845,[256  33] ; [40  6],[255.35522388  33.64477612] ; [40.64477612  5.35522388],0
a8,1,0.795497,0.067174,[ 42 223] ; [ 6 36],[ 41.43322476 223.56677524] ; [ 6.56677524 35.43322476],0
s1,1,0.797828,0.065617,[ 15 271] ; [ 2 44],[ 14.64457831 271.35542169] ; [ 2.35542169 43.64457831],0
p11,1,0.807727,0.059224,[223  68] ; [36 10],[223.64688427  67.35311573] ; [35.35311573 10.64688427],0
r2,1,0.819656,0.051978,[283   5] ; [44  1],[282.81081081   5.18918919] ; [44.18918919  0.81081081],0
n4,1,0.862598,0.029953,[224  66] ; [35 11],[223.54166667  66.45833333] ; [35.45833333 10.54166667],0
n1,1,0.876422,0.024182,[19 37] ; [4 7],[19.2238806 36.7761194] ; [3.7761194 7.2238806],0
v3,1,0.88614,0.020504,[112 166] ; [17 24],[112.4200627 165.5799373] ; [16.5799373 24.4200627],0
a1,1,0.890819,0.018842,[ 14 277] ; [ 2 44],[ 13.81602374 277.18397626] ; [ 2.18397626 43.81602374],0
