Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,98.752956,[ 22 148] ; [84 36],[ 62.13793103 107.86206897] ; [43.86206897 76.13793103],1
s3,1,0.69504,0.153684,[ 65 101] ; [45 77],[ 63.40277778 102.59722222] ; [46.59722222 75.40277778],0
p3,1,0.722098,0.126491,[ 27 144] ; [ 21 100],[ 28.10958904 142.89041096] ; [ 19.89041096 101.10958904],0
a8,1,0.725407,0.12337,[ 20 144] ; [12 99],[ 19.08363636 144.91636364] ; [12.91636364 98.08363636],0
n4,1,0.773468,0.082853,[105  65] ; [78 45],[106.1774744  63.8225256] ; [76.8225256 46.1774744],0
p2,1,0.797311,0.065961,[109  61] ; [80 42],[110.03424658  59.96575342] ; [78.96575342 43.03424658],0
s6,1,0.846806,0.037324,[ 67 102] ; [47 75],[ 66.20618557 102.79381443] ; [47.79381443 74.20618557],0
p12,1,0.893192,0.018028,[  5 163] ; [  4 119],[  5.19587629 162.80412371] ; [  3.80412371 119.19587629],0
p1,1,0.901757,0.015238,[  9 159] ; [  7 116],[  9.2371134 158.7628866] ; [  6.7628866 116.2371134],0
n3,1,0.916865,0.010896,[37 20] ; [29 15],[37.24752475 19.75247525] ; [28.75247525 15.24752475],0
s2,1,0.920484,0.009965,[ 48 121] ; [34 88],[ 47.62199313 121.37800687] ; [34.37800687 87.62199313],0
n1,1,0.932673,0.007137,[18 40] ; [14 30],[18.19607843 39.80392157] ; [13.80392157 30.19607843],0
p11,1,0.95401,0.003326,[109  62] ; [78 45],[108.76530612  62.23469388] ; [78.23469388 44.76530612],0
