Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.002505,9.136712,[ 1 20] ; [55 89],[ 7.12727273 13.87272727] ; [48.87272727 95.12727273],0
a3,1,0.752194,0.099697,[29 17] ; [149  97],[28.04109589 17.95890411] ; [149.95890411  96.04109589],0
a7,1,0.772239,0.083779,[31 15] ; [161  86],[30.14334471 15.85665529] ; [161.85665529  85.14334471],0
r4,1,0.792556,0.069165,[43  3] ; [230  19],[42.56949153  3.43050847] ; [230.43050847  18.56949153],0
a4,1,0.795932,0.066882,[13 33] ; [ 65 181],[12.28767123 33.71232877] ; [ 65.71232877 180.28767123],0
p3,1,0.799873,0.064268,[19 27] ; [107 140],[19.78156997 26.21843003] ; [106.21843003 140.78156997],0
u1,1,0.809409,0.058172,[ 2 44] ; [  9 240],[ 1.71525424 44.28474576] ; [  9.28474576 239.71525424],0
b1,1,0.8161,0.054086,[18 28] ; [102 147],[18.71186441 27.28813559] ; [101.28813559 147.71186441],0
n3,1,0.865739,0.028586,[7 3] ; [45 17],[7.22222222 2.77777778] ; [44.77777778 17.22222222],0
p10,1,0.89107,0.018756,[34 11] ; [182  62],[33.63321799 11.36678201] ; [182.36678201  61.63321799],0
d5,1,0.94919,0.004061,[26 20] ; [142 107],[26.19661017 19.80338983] ; [141.80338983 107.19661017],0
p1,1,0.950605,0.003838,[ 4 42] ; [ 22 223],[ 4.10996564 41.89003436] ; [ 21.89003436 223.10996564],0
a6,1,0.982295,0.000492,[27 19] ; [146 102],[27.06802721 18.93197279] ; [145.93197279 102.06802721],0
