Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.4e-05,18.853901,[363  22] ; [62 16],[353.40172786  31.59827214] ; [71.59827214  6.40172786],1
p3,1,0.460095,0.545664,[222 162] ; [41 36],[219.07158351 164.92841649] ; [43.92841649 33.07158351],0
u1,1,0.460463,0.544769,[103 283] ; [24 54],[105.65086207 280.34913793] ; [21.34913793 56.65086207],0
a1,1,0.508467,0.43722,[ 22 364] ; [ 3 75],[ 20.79741379 365.20258621] ; [ 4.20258621 73.79741379],0
s2,1,0.519476,0.414933,[220 162] ; [48 30],[222.55652174 159.44347826] ; [45.44347826 32.55652174],0
s6,1,0.526788,0.400584,[270 108] ; [57 19],[272.25991189 105.74008811] ; [54.74008811 21.25991189],0
v4,1,0.548075,0.360777,[373  10] ; [75  3],[372.19956616  10.80043384] ; [75.80043384  2.19956616],0
s5,1,0.553916,0.350348,[145 226] ; [30 40],[147.22222222 223.77777778] ; [27.77777778 42.22222222],0
u4,1,0.568405,0.325358,[ 15 370] ; [ 2 76],[ 14.13606911 370.86393089] ; [ 2.86393089 75.13606911],0
u2,1,0.589779,0.290689,[46 27] ; [6 5],[45.19047619 27.80952381] ; [6.80952381 4.19047619],0
s3,1,0.598128,0.277828,[229 150] ; [49 28],[231.05701754 147.94298246] ; [46.94298246 30.05701754],0
p1,1,0.720293,0.128212,[ 35 350] ; [ 8 69],[ 35.83333333 349.16666667] ; [ 7.16666667 69.83333333],0
a6,1,0.802545,0.062527,[284 100] ; [58 19],[284.87635575  99.12364425] ; [57.12364425 19.87635575],0
a8,1,0.833747,0.044057,[ 49 296] ; [ 9 59],[ 48.4503632 296.5496368] ; [ 9.5496368 58.4503632],0
n2,1,0.856914,0.032509,[48 18] ; [22  9],[47.62886598 18.37113402] ; [22.37113402  8.62886598],0
s8,1,0.859019,0.03155,[205 177] ; [41 37],[204.28695652 177.71304348] ; [41.71304348 36.28695652],0
r1,1,0.909793,0.012837,[326  57] ; [66 12],[325.67462039  57.32537961] ; [66.32537961 11.67462039],0
a7,1,0.957309,0.002866,[298  88] ; [60 18],[297.81896552  88.18103448] ; [60.18103448 17.81896552],0
u3,1,0.968176,0.001592,[46 27] ; [7 4],[46.05952381 26.94047619] ; [6.94047619 4.05952381],0
b4,1,0.987845,0.000232,[228 158] ; [46 32],[227.93965517 158.06034483] ; [46.06034483 31.93965517],0
d4,1,0.998093,6e-06,[379   5] ; [76  1],[379.0021692   4.9978308] ; [75.9978308  1.0021692],0
