Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.318255,[ 5 28] ; [62 37],[16.75 16.25] ; [50.25 48.75],1
n6,1,0.130927,2.281481,[19 14] ; [71 28],[22.5 10.5] ; [67.5 31.5],0
b5,1,0.179707,1.800048,[17 16] ; [64 35],[20.25 12.75] ; [60.75 38.25],0
v3,1,0.192128,1.701223,[ 5 28] ; [25 70],[ 7.734375 25.265625] ; [22.265625 72.734375],0
a2,1,0.218037,1.517241,[ 2 31] ; [14 85],[ 4. 29.] ; [12. 87.],0
a8,1,0.238721,1.388132,[ 4 27] ; [ 6 89],[ 2.46031746 28.53968254] ; [ 7.53968254 87.46031746],0
a7,1,0.243773,1.358643,[15 18] ; [56 42],[17.88549618 15.11450382] ; [53.11450382 44.88549618],0
d1,1,0.30023,1.073171,[10 23] ; [40 59],[12.5 20.5] ; [37.5 61.5],0
s5,1,0.306361,1.046299,[ 5 28] ; [22 71],[ 7.07142857 25.92857143] ; [19.92857143 73.07142857],0
s4,1,0.353741,0.859992,[ 4 29] ; [19 80],[ 5.75 27.25] ; [17.25 81.75],0
d2,1,0.367272,0.812873,[12 21] ; [44 53],[14.21538462 18.78461538] ; [41.78461538 55.21538462],0
s6,1,0.391369,0.734683,[12 21] ; [44 54],[14.10687023 18.89312977] ; [41.89312977 56.10687023],0
n3,1,0.408501,0.68316,[8 7] ; [23 12],[9.3 5.7] ; [21.7 13.3],0
p12,1,0.410648,0.676923,[ 1 32] ; [ 1 98],[ 0.5 32.5] ; [ 1.5 97.5],0
p11,1,0.415977,0.661654,[17 16] ; [59 40],[19. 14.] ; [57. 42.],0
p7,1,0.432314,0.616599,[ 9 24] ; [34 64],[10.83206107 22.16793893] ; [32.16793893 65.83206107],0
u2,1,0.432878,0.61509,[8 9] ; [11 20],[ 6.72916667 10.27083333] ; [12.27083333 18.72916667],0
p5,1,0.436688,0.604971,[ 2 31] ; [ 3 95],[ 1.25954198 31.74045802] ; [ 3.74045802 94.25954198],0
v1,1,0.497905,0.459398,[10 23] ; [35 60],[11.6015625 21.3984375] ; [33.3984375 61.6015625],0
u1,1,0.501116,0.452571,[ 1 32] ; [ 6 93],[ 1.75 31.25] ; [ 5.25 93.75],0
a1,1,0.585441,0.297521,[ 2 31] ; [ 9 90],[ 2.75 30.25] ; [ 8.25 90.75],0
b2,1,0.603034,0.270445,[ 8 15] ; [23 33],[ 9.02531646 13.97468354] ; [21.97468354 34.02531646],0
b3,1,0.603034,0.270445,[ 8 15] ; [23 33],[ 9.02531646 13.97468354] ; [21.97468354 34.02531646],0
n4,1,0.605839,0.266279,[19 14] ; [62 37],[20.25 12.75] ; [60.75 38.25],0
p4,1,0.676053,0.174603,[11 22] ; [37 62],[12. 21.] ; [36. 63.],0
s1,1,0.742411,0.108019,[ 1 32] ; [ 2 96],[ 0.75572519 32.24427481] ; [ 2.24427481 95.75572519],0
n5,1,0.832946,0.044489,[21 12] ; [65 34],[21.5 11.5] ; [64.5 34.5],0
d3,1,0.840288,0.040612,[16 17] ; [49 48],[16.5 16.5] ; [48.5 48.5],0
b1,1,0.840693,0.040404,[17 16] ; [49 50],[16.5 16.5] ; [49.5 49.5],0
d4,1,0.915572,0.011239,[22 11] ; [65 34],[21.75 11.25] ; [65.25 33.75],0
b4,1,0.919192,0.010292,[19 14] ; [56 43],[18.75 14.25] ; [56.25 42.75],0
v2,1,0.970322,0.001384,[11 21] ; [33 62],[11.08661417 20.91338583] ; [32.91338583 62.08661417],0
p1,1,1.0,0.0,[ 3 30] ; [ 9 90],[ 3. 30.] ; [ 9. 90.],0
