Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,59.535881,[ 4 25] ; [96 15],[20.71428571  8.28571429] ; [79.28571429 31.71428571],1
b5,1,0.161434,1.960743,[15 14] ; [75 39],[18.25174825 10.74825175] ; [71.74825175 42.25174825],0
v3,1,0.178048,1.813839,[ 7 22] ; [42 70],[10.07801418 18.92198582] ; [38.92198582 73.07801418],0
v2,1,0.187401,1.737932,[10 19] ; [53 57],[13.14388489 15.85611511] ; [49.85611511 60.14388489],0
n5,1,0.193218,1.692905,[22  7] ; [97 16],[24.3028169  4.6971831] ; [94.6971831 18.3028169],0
r2,1,0.194342,1.684391,[20  8] ; [89 19],[22.44117647  5.55882353] ; [86.55882353 21.44117647],0
u1,1,0.212498,1.554325,[ 3 26] ; [  5 109],[ 1.62237762 27.37762238] ; [  6.37762238 107.62237762],0
d1,1,0.244816,1.352644,[10 19] ; [53 61],[12.77622378 16.22377622] ; [50.22377622 63.77622378],0
a7,1,0.268862,1.222546,[14 15] ; [68 46],[16.62937063 12.37062937] ; [65.37062937 48.62937063],0
u2,1,0.318071,0.996863,[5 9] ; [19 18],[6.58823529 7.41176471] ; [17.41176471 19.58823529],0
n1,1,0.38037,0.769504,[4 8] ; [14 15],[5.26829268 6.73170732] ; [12.73170732 16.26829268],0
b1,1,0.389958,0.739074,[14 15] ; [45 69],[11.96503497 17.03496503] ; [47.03496503 66.96503497],0
s1,1,0.391723,0.733586,[ 2 26] ; [  4 110],[ 1.18309859 26.81690141] ; [  4.81690141 109.18309859],0
d2,1,0.417459,0.657457,[13 15] ; [43 70],[11.12056738 16.87943262] ; [44.87943262 68.12056738],0
b2,1,0.447263,0.577579,[ 9 12] ; [24 47],[ 7.5326087 13.4673913] ; [25.4673913 45.5326087],0
b3,1,0.447263,0.577579,[ 9 12] ; [24 47],[ 7.5326087 13.4673913] ; [25.4673913 45.5326087],0
p12,1,0.46821,0.526198,[ 1 28] ; [  8 104],[ 1.85106383 27.14893617] ; [  7.14893617 104.85106383],0
p1,1,0.479432,0.500155,[ 2 27] ; [ 13 101],[ 3.04195804 25.95804196] ; [ 11.95804196 102.04195804],0
a4,1,0.526978,0.400216,[ 9 19] ; [44 70],[10.45070423 17.54929577] ; [42.54929577 71.45070423],0
b4,1,0.600081,0.274873,[16 13] ; [69 45],[17.23776224 11.76223776] ; [67.76223776 46.23776224],0
a2,1,0.683447,0.166271,[ 3 26] ; [15 99],[ 3.65034965 25.34965035] ; [14.34965035 99.65034965],0
a6,1,0.683501,0.166211,[18 11] ; [66 48],[17.03496503 11.96503497] ; [66.96503497 47.03496503],0
s4,1,0.756267,0.09634,[ 5 24] ; [17 97],[ 4.46153846 24.53846154] ; [17.53846154 96.46153846],0
a1,1,0.792494,0.069208,[ 3 26] ; [ 10 104],[ 2.63636364 26.36363636] ; [ 10.36363636 103.63636364],0
d3,1,0.806594,0.059938,[16 13] ; [60 54],[15.41258741 13.58741259] ; [60.58741259 53.41258741],0
