Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,119.438131,[ 9 41] ; [322  52],[39.03301887 10.96698113] ; [291.96698113  82.03301887],1
d3,1,0.010028,6.629918,[24 26] ; [247 124],[32.18527316 17.81472684] ; [238.81472684 132.18527316],0
v1,1,0.015834,5.821216,[14 36] ; [169 198],[21.94244604 28.05755396] ; [161.05755396 205.94244604],0
d4,1,0.019134,5.489235,[30 20] ; [281  91],[36.84834123 13.15165877] ; [274.15165877  97.84834123],0
a5,1,0.021757,5.265112,[24 26] ; [242 132],[31.36792453 18.63207547] ; [234.63207547 139.36792453],0
p8,1,0.023701,5.116382,[13 36] ; [160 208],[20.32853717 28.67146283] ; [152.67146283 215.32853717],0
p3,1,0.050013,3.841034,[11 38] ; [136 235],[17.15 31.85] ; [129.85 241.15],0
a2,1,0.051403,3.795097,[ 4 46] ; [ 72 302],[ 8.96226415 41.03773585] ; [ 67.03773585 306.96226415],0
s6,1,0.060088,3.534951,[14 36] ; [155 215],[20.11904762 29.88095238] ; [148.88095238 221.11904762],0
a1,1,0.060631,3.520051,[ 5 45] ; [ 15 359],[ 2.35849057 47.64150943] ; [ 17.64150943 356.35849057],0
p5,1,0.063834,3.434849,[ 4 45] ; [ 11 362],[ 1.74170616 47.25829384] ; [ 13.25829384 359.74170616],0
v2,1,0.067756,3.336555,[17 31] ; [177 181],[22.93596059 25.06403941] ; [171.06403941 186.93596059],0
p6,1,0.072651,3.222078,[ 6 42] ; [ 88 278],[10.89855072 37.10144928] ; [ 83.10144928 282.89855072],0
d2,1,0.075018,3.169663,[13 37] ; [145 227],[18.72037915 31.27962085] ; [139.27962085 232.72037915],0
u1,1,0.097303,2.74921,[ 2 48] ; [ 44 330],[ 5.4245283 44.5754717] ; [ 40.5754717 333.4245283],0
a3,1,0.099908,2.707019,[25 24] ; [235 137],[30.26128266 18.73871734] ; [229.73871734 142.26128266],0
s1,1,0.101257,2.685625,[ 4 46] ; [ 12 356],[ 1.9138756 48.0861244] ; [ 14.0861244 353.9138756],0
n1,1,0.107,2.597978,[ 4 18] ; [36 64],[ 7.21311475 14.78688525] ; [32.78688525 67.21311475],0
n2,1,0.109602,2.559953,[11 11] ; [68 32],[14.24590164  7.75409836] ; [64.75409836 35.24590164],0
p7,1,0.116316,2.466238,[21 29] ; [197 169],[26.20192308 23.79807692] ; [191.79807692 174.20192308],0
n3,1,0.116495,2.46382,[12 10] ; [71 28],[15.09090909  6.90909091] ; [67.90909091 31.09090909],0
p12,1,0.155252,2.019873,[ 3 47] ; [  9 361],[ 1.42857143 48.57142857] ; [ 10.57142857 359.42857143],0
s3,1,0.166727,1.912124,[13 36] ; [135 234],[17.3492823 31.6507177] ; [130.6507177 238.3492823],0
p4,1,0.172914,1.857494,[18 32] ; [171 199],[22.5 27.5] ; [166.5 203.5],0
s7,1,0.195584,1.675046,[ 6 39] ; [ 77 279],[ 9.31421446 35.68578554] ; [ 73.68578554 282.31421446],0
a8,1,0.211838,1.558822,[ 7 39] ; [ 32 311],[ 4.61182519 41.38817481] ; [ 34.38817481 308.61182519],0
a4,1,0.227507,1.456382,[15 35] ; [144 227],[18.88361045 31.11638955] ; [140.11638955 230.88361045],0
n5,1,0.230496,1.4378,[30 20] ; [254 117],[33.72921615 16.27078385] ; [250.27078385 120.72921615],0
b4,1,0.507257,0.43972,[26 24] ; [213 161],[28.18396226 21.81603774] ; [210.81603774 163.18396226],0
u2,1,0.51411,0.425693,[11 14] ; [70 67],[12.5 12.5] ; [68.5 68.5],0
s4,1,0.542596,0.37075,[ 7 43] ; [ 41 329],[ 5.71428571 44.28571429] ; [ 42.28571429 327.71428571],0
p1,1,0.583239,0.301027,[ 2 48] ; [ 22 350],[ 2.8436019 47.1563981] ; [ 21.1563981 350.8436019],0
s2,1,0.615688,0.251975,[11 39] ; [ 94 278],[12.44075829 37.55924171] ; [ 92.55924171 279.44075829],0
b5,1,0.725082,0.123675,[30 20] ; [234 140],[31.13207547 18.86792453] ; [232.86792453 141.13207547],0
b2,1,0.848977,0.036261,[ 9 22] ; [ 59 133],[ 9.4529148 21.5470852] ; [ 58.5470852 133.4529148],0
b3,1,0.848977,0.036261,[ 9 22] ; [ 59 133],[ 9.4529148 21.5470852] ; [ 58.5470852 133.4529148],0
