Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,104.075318,[283 108] ; [ 47 129],[227.56613757 163.43386243] ; [102.43386243  73.56613757],1
v2,1,0.068095,3.328349,[242 140] ; [92 75],[232.4007286 149.5992714] ; [101.5992714  65.4007286],0
s3,1,0.069893,3.28552,[231 158] ; [88 84],[221.19607843 167.80392157] ; [97.80392157 74.19607843],0
b1,1,0.07199,3.237062,[149 246] ; [ 53 124],[139.49300699 255.50699301] ; [ 62.50699301 114.49300699],0
r4,1,0.075546,3.158213,[386   9] ; [168   9],[382.56993007  12.43006993] ; [171.43006993   5.56993007],0
r3,1,0.087071,2.927717,[388   5] ; [170   6],[385.40246046   7.59753954] ; [172.59753954   3.40246046],0
v4,1,0.095245,2.783415,[384   8] ; [168   8],[380.95774648  11.04225352] ; [171.04225352   4.95774648],0
s6,1,0.134748,2.236936,[268 119] ; [110  65],[260.29537367 126.70462633] ; [117.70462633  57.29537367],0
b5,1,0.165245,1.925564,[221 174] ; [110  67],[228.57517483 166.42482517] ; [102.42482517  74.57517483],0
p1,1,0.179013,1.805801,[ 38 355] ; [ 11 165],[ 33.84358524 359.15641476] ; [ 15.15641476 160.84358524],0
u3,1,0.20117,1.63386,[54 39] ; [41 19],[57.74509804 35.25490196] ; [37.25490196 22.74509804],0
n1,1,0.20972,1.573355,[17 41] ; [17 24],[19.91919192 38.08080808] ; [14.08080808 26.91919192],0
a2,1,0.222352,1.48913,[106 289] ; [ 39 138],[100.13111888 294.86888112] ; [ 44.86888112 132.13111888],0
u1,1,0.270817,1.212604,[ 85 310] ; [ 31 146],[ 80.1048951 314.8951049] ; [ 35.8951049 141.1048951],0
a1,1,0.273636,1.19843,[ 19 376] ; [  5 172],[ 16.57342657 378.42657343] ; [  7.42657343 169.57342657],0
n3,1,0.292149,1.109692,[46 12] ; [28 12],[43.79591837 14.20408163] ; [30.20408163  9.79591837],0
s1,1,0.330166,0.948248,[  8 382] ; [  6 169],[  9.66371681 380.33628319] ; [  4.33628319 170.66371681],0
a6,1,0.364918,0.820899,[274 119] ; [130  47],[278.54736842 114.45263158] ; [125.45263158  51.54736842],0
n6,1,0.424589,0.637579,[346  46] ; [152  25],[343.08611599  48.91388401] ; [154.91388401  22.08611599],0
p12,1,0.474187,0.512203,[ 37 356] ; [ 20 156],[ 39.36906854 353.63093146] ; [ 17.63093146 158.36906854],0
r2,1,0.487356,0.482359,[377  13] ; [173   4],[378.30687831  11.69312169] ; [171.69312169   5.30687831],0
b2,1,0.48914,0.478418,[105 147] ; [40 66],[102.06703911 149.93296089] ; [42.93296089 63.06703911],0
b3,1,0.48914,0.478418,[105 147] ; [40 66],[102.06703911 149.93296089] ; [42.93296089 63.06703911],0
u4,1,0.553097,0.351799,[  8 387] ; [  5 172],[  8.97727273 386.02272727] ; [  4.02272727 172.97727273],0
n4,1,0.557772,0.343576,[325  70] ; [142  35],[322.49125874  72.50874126] ; [144.50874126  32.49125874],0
s4,1,0.563098,0.334368,[ 61 328] ; [ 24 150],[ 58.73001776 330.26998224] ; [ 26.26998224 147.73001776],0
n2,1,0.564967,0.331176,[45 13] ; [29 11],[43.79591837 14.20408163] ; [30.20408163  9.79591837],0
d2,1,0.580889,0.3048,[199 195] ; [84 91],[195.96133568 198.03866432] ; [87.03866432 87.96133568],0
u2,1,0.674699,0.176155,[53 38] ; [37 23],[54.2384106 36.7615894] ; [35.7615894 24.2384106],0
a7,1,0.719105,0.129352,[290 104] ; [127  49],[288.24210526 105.75789474] ; [128.75789474  47.24210526],0
a5,1,0.720593,0.127926,[311  84] ; [137  40],[309.37062937  85.62937063] ; [138.62937063  38.37062937],0
a4,1,0.824735,0.049044,[186 207] ; [82 95],[184.77894737 208.22105263] ; [83.22105263 93.77894737],0
