Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,77.657545,[57 85] ; [504 148],[100.32997481  41.67002519] ; [460.67002519 191.32997481],1
p8,1,0.065372,3.395558,[58 84] ; [318 326],[67.92875318 74.07124682] ; [308.07124682 335.92875318],0
u3,1,0.088212,2.906695,[35 17] ; [105  89],[29.59349593 22.40650407] ; [110.40650407  83.59349593],0
a3,1,0.090419,2.866899,[91 53] ; [459 193],[99.49748744 44.50251256] ; [450.50251256 201.49748744],0
v2,1,0.093332,2.815946,[67 67] ; [366 266],[75.74673629 58.25326371] ; [357.25326371 274.74673629],0
a7,1,0.096975,2.754609,[96 48] ; [480 173],[104.07026349  39.92973651] ; [471.92973651 181.07026349],0
d3,1,0.130106,2.291242,[90 52] ; [457 197],[97.58040201 44.41959799] ; [449.41959799 204.58040201],0
p12,1,0.166599,1.913287,[  4 137] ; [ 37 614],[  7.29924242 133.70075758] ; [ 33.70075758 617.29924242],0
s2,1,0.216181,1.529541,[63 80] ; [322 325],[69.68987342 73.31012658] ; [315.31012658 331.68987342],0
d4,1,0.2359,1.40493,[111  31] ; [539 115],[115.95477387  26.04522613] ; [534.04522613 119.95477387],0
a8,1,0.255533,1.292798,[ 14 119] ; [ 85 511],[ 18.0617284 114.9382716] ; [ 80.9382716 515.0617284],0
u4,1,0.285308,1.141633,[  1 143] ; [ 13 642],[  2.52315394 141.47684606] ; [ 11.47684606 643.52315394],0
b4,1,0.294125,1.100643,[78 66] ; [386 269],[83.62453066 60.37546934] ; [380.37546934 274.62453066],0
p1,1,0.318868,0.993585,[ 11 132] ; [ 36 616],[  8.45408805 134.54591195] ; [ 38.54591195 613.45408805],0
n3,1,0.395326,0.722498,[33 14] ; [107  33],[35.18716578 11.81283422] ; [104.81283422  35.18716578],0
r1,1,0.399895,0.708643,[110  33] ; [522 130],[113.68050314  29.31949686] ; [518.31949686 133.68050314],0
b5,1,0.812648,0.056174,[91 53] ; [407 248],[89.75219024 54.24780976] ; [408.24780976 246.75219024],0
s3,1,0.81826,0.0528,[79 63] ; [352 293],[77.76620076 64.23379924] ; [353.23379924 291.76620076],0
n2,1,0.832224,0.04488,[36 13] ; [105  35],[36.55555556 12.44444444] ; [104.44444444  35.55555556],0
s4,1,0.847103,0.037178,[ 24 120] ; [112 534],[ 24.78987342 119.21012658] ; [111.21012658 534.78987342],0
a1,1,0.870554,0.026554,[  5 139] ; [ 21 634],[  4.68585732 139.31414268] ; [ 21.31414268 633.68585732],0
n1,1,0.884509,0.021099,[17 30] ; [49 91],[16.58823529 30.41176471] ; [49.41176471 90.58823529],0
a6,1,0.909556,0.012905,[98 45] ; [445 209],[97.42659975 45.57340025] ; [445.57340025 208.42659975],0
