Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.005488,7.711268,[ 8 35] ; [11 10],[12.765625 30.234375] ; [ 6.234375 14.765625],0
p8,1,0.231525,1.431466,[ 8 35] ; [ 7 15],[ 9.92307692 33.07692308] ; [ 5.07692308 16.92307692],0
a5,1,0.288159,1.128205,[24 20] ; [15  7],[26. 18.] ; [13.  9.],0
s7,1,0.292528,1.107948,[ 7 34] ; [ 6 15],[ 8.59677419 32.40322581] ; [ 4.40322581 16.59677419],0
n1,1,0.333804,0.934085,[ 7 10] ; [2 7],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
n6,1,0.33549,0.92759,[24 19] ; [15  7],[25.8 17.2] ; [13.2  8.8],0
s3,1,0.365789,0.817921,[11 32] ; [ 8 14],[12.56923077 30.43076923] ; [ 6.43076923 15.56923077],0
b4,1,0.380566,0.768872,[23 21] ; [14  8],[24.66666667 19.33333333] ; [12.33333333  9.66666667],0
a4,1,0.389365,0.740924,[13 30] ; [ 9 13],[14.55384615 28.44615385] ; [ 7.44615385 14.55384615],0
s5,1,0.42272,0.642742,[ 5 38] ; [ 4 17],[ 6.046875 36.953125] ; [ 2.953125 18.046875],0
b3,1,0.428346,0.627304,[15 16] ; [5 9],[13.77777778 17.22222222] ; [6.22222222 7.77777778],0
b2,1,0.428346,0.627304,[15 16] ; [5 9],[13.77777778 17.22222222] ; [6.22222222 7.77777778],0
a1,1,0.446725,0.578947,[ 7 37] ; [ 2 20],[ 6. 38.] ; [ 3. 19.],0
d4,1,0.460181,0.545455,[28 16] ; [16  6],[29.33333333 14.66666667] ; [14.66666667  7.33333333],0
a3,1,0.47293,0.515122,[26 18] ; [15  7],[27.33333333 16.66666667] ; [13.66666667  8.33333333],0
p9,1,0.583378,0.300806,[18 22] ; [11 10],[19.01639344 20.98360656] ; [ 9.98360656 11.01639344],0
b5,1,0.59536,0.282051,[25 19] ; [14  8],[26. 18.] ; [13.  9.],0
p1,1,0.640429,0.218182,[ 8 36] ; [ 3 19],[ 7.33333333 36.66666667] ; [ 3.66666667 18.33333333],0
r2,1,0.701892,0.146512,[28 14] ; [15  6],[28.66666667 13.33333333] ; [14.33333333  6.66666667],0
a6,1,0.727242,0.121659,[24 20] ; [11 11],[23.33333333 20.66666667] ; [11.66666667 10.33333333],0
u1,1,0.742207,0.108197,[ 3 41] ; [ 2 20],[ 3.33333333 40.66666667] ; [ 1.66666667 20.33333333],0
a8,1,0.74699,0.104078,[ 3 41] ; [ 1 20],[ 2.70769231 41.29230769] ; [ 1.29230769 19.70769231],0
v3,1,0.758308,0.094682,[ 9 35] ; [ 5 16],[ 9.47692308 34.52307692] ; [ 4.52307692 16.47692308],0
u2,1,0.818733,0.052521,[ 6 12] ; [2 5],[ 5.76 12.24] ; [2.24 4.76],0
d2,1,0.856348,0.03277,[20 22] ; [11 11],[20.34375 21.65625] ; [10.65625 11.34375],0
r4,1,0.85862,0.031731,[17 27] ; [ 9 13],[17.33333333 26.66666667] ; [ 8.66666667 13.33333333],0
n5,1,0.85862,0.031731,[27 17] ; [13  9],[26.66666667 17.33333333] ; [13.33333333  8.66666667],0
p5,1,0.968962,0.001514,[ 2 40] ; [ 1 21],[ 1.96875 40.03125] ; [ 1.03125 20.96875],0
s1,1,1.0,0.0,[ 4 40] ; [ 2 20],[ 4. 40.] ; [ 2. 20.],0
n4,1,1.0,0.0,[24 20] ; [12 10],[24. 20.] ; [12. 10.],0
b1,1,1.0,0.0,[22 22] ; [11 11],[22. 22.] ; [11. 11.],0
