Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,67.621371,[55 75] ; [283  67],[91.54166667 38.45833333] ; [246.45833333 103.54166667],1
p5,1,0.220846,1.498866,[ 10 118] ; [ 17 331],[  7.2605042 120.7394958] ; [ 19.7394958 328.2605042],0
s1,1,0.234128,1.415607,[  4 124] ; [  5 341],[  2.43037975 125.56962025] ; [  6.56962025 339.43037975],0
n1,1,0.266296,1.235727,[14 23] ; [18 48],[11.49514563 25.50485437] ; [20.50485437 45.49514563],0
n4,1,0.278967,1.172114,[96 34] ; [274  75],[100.41753653  29.58246347] ; [269.58246347  79.41753653],0
n6,1,0.313209,1.017093,[104  26] ; [292  56],[107.69874477  22.30125523] ; [288.30125523  59.69874477],0
p6,1,0.319729,0.990056,[34 91] ; [111 236],[38.40042373 86.59957627] ; [106.59957627 240.40042373],0
p9,1,0.377745,0.778026,[107  22] ; [299  48],[110.02941176  18.97058824] ; [295.97058824  51.02941176],0
v1,1,0.4365,0.605467,[61 66] ; [175 161],[64.73434125 62.26565875] ; [171.26565875 164.73434125],0
s6,1,0.485169,0.487222,[69 60] ; [198 149],[72.3592437 56.6407563] ; [194.6407563 152.3592437],0
p12,1,0.508754,0.436629,[  6 121] ; [ 22 325],[  7.5021097 119.4978903] ; [ 20.4978903 326.5021097],0
a1,1,0.530522,0.393392,[  3 127] ; [ 12 338],[  4.0625 125.9375] ; [ 10.9375 339.0625],0
b2,1,0.597387,0.278955,[33 57] ; [ 69 137],[31.01351351 58.98648649] ; [ 70.98648649 135.01351351],0
b3,1,0.597387,0.278955,[33 57] ; [ 69 137],[31.01351351 58.98648649] ; [ 70.98648649 135.01351351],0
u2,1,0.597962,0.27808,[24 18] ; [68 42],[25.42105263 16.57894737] ; [66.57894737 43.42105263],0
u4,1,0.610483,0.259472,[  2 128] ; [  8 342],[  2.70833333 127.29166667] ; [  7.29166667 342.70833333],0
n5,1,0.626064,0.237437,[98 31] ; [256  91],[95.93697479 33.06302521] ; [258.06302521  88.93697479],0
p7,1,0.661476,0.191736,[76 51] ; [211 129],[78.04925054 48.95074946] ; [208.95074946 131.04925054],0
s4,1,0.684632,0.164958,[ 16 114] ; [ 38 308],[ 14.74789916 115.25210084] ; [ 39.25210084 306.74789916],0
n3,1,0.687723,0.161561,[29  9] ; [48 18],[28.13461538  9.86538462] ; [48.86538462 17.13461538],0
s3,1,0.715158,0.13318,[63 66] ; [162 183],[61.23417722 67.76582278] ; [163.76582278 181.23417722],0
v3,1,0.723314,0.125339,[45 81] ; [126 210],[46.63636364 79.36363636] ; [124.36363636 211.63636364],0
a4,1,0.776058,0.080918,[51 78] ; [143 206],[52.35564854 76.64435146] ; [141.64435146 207.35564854],0
s2,1,0.823085,0.049988,[48 81] ; [133 214],[49.05252101 79.94747899] ; [131.94747899 215.05252101],0
a3,1,0.854014,0.033856,[88 42] ; [240 110],[88.83333333 41.16666667] ; [239.16666667 110.83333333],0
d2,1,0.886978,0.020201,[57 73] ; [156 194],[57.6875 72.3125] ; [155.3125 194.6875],0
n2,1,0.891306,0.018674,[27 11] ; [47 18],[27.30097087 10.69902913] ; [46.69902913 18.30097087],0
p1,1,0.945924,0.0046,[  8 121] ; [ 21 327],[  7.8427673 121.1572327] ; [ 21.1572327 326.8427673],0
