Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,81.318223,[ 58 121] ; [318 127],[107.85897436  71.14102564] ; [268.14102564 176.85897436],1
b1,1,0.04967,3.852571,[ 55 126] ; [173 274],[ 65.7133758 115.2866242] ; [162.2866242 284.7133758],0
d5,1,0.05067,3.819158,[143  38] ; [380  65],[151.21884984  29.78115016] ; [371.78115016  73.21884984],0
d3,1,0.06869,3.314039,[119  62] ; [325 120],[128.37699681  52.62300319] ; [315.62300319 129.37699681],0
a4,1,0.081419,3.036344,[ 71 110] ; [209 237],[ 80.82934609 100.17065391] ; [199.17065391 246.82934609],0
s4,1,0.103083,2.657179,[ 23 157] ; [ 80 361],[ 29.85507246 150.14492754] ; [ 73.14492754 367.85507246],0
d4,1,0.11752,2.450069,[145  36] ; [380  66],[151.55502392  29.44497608] ; [373.44497608  72.55502392],0
v4,1,0.118487,2.437206,[170  10] ; [428  13],[173.33333333   6.66666667] ; [424.66666667  16.33333333],0
d1,1,0.124544,2.359231,[101  80] ; [279 168],[109.52229299  71.47770701] ; [270.47770701 176.52229299],0
n3,1,0.149508,2.07726,[29 15] ; [60 17],[32.36363636 11.63636364] ; [56.63636364 20.36363636],0
n6,1,0.206912,1.592903,[154  26] ; [395  48],[158.61958266  21.38041734] ; [390.38041734  52.61958266],0
d2,1,0.236633,1.400541,[ 80 100] ; [222 225],[86.69856459 93.30143541] ; [215.30143541 231.69856459],0
s2,1,0.270998,1.21169,[90 90] ; [243 200],[96.21187801 83.78812199] ; [236.78812199 206.21187801],0
n1,1,0.278954,1.172178,[18 26] ; [24 53],[15.27272727 28.72727273] ; [26.72727273 50.27272727],0
n5,1,0.296099,1.09168,[138  42] ; [357  87],[142.78846154  37.21153846] ; [352.21153846  91.78846154],0
n4,1,0.31252,1.019994,[141  40] ; [364  83],[145.54936306  35.45063694] ; [359.45063694  87.54936306],0
a6,1,0.400781,0.705982,[120  61] ; [311 135],[124.41945774  56.58054226] ; [306.58054226 139.41945774],0
u4,1,0.430079,0.622609,[  2 179] ; [  9 437],[  3.1754386 177.8245614] ; [  7.8245614 438.1754386],0
s1,1,0.432333,0.616547,[  6 173] ; [ 10 434],[  4.59711075 174.40288925] ; [ 11.40288925 432.59711075],0
s3,1,0.448945,0.573314,[99 81] ; [256 183],[103.23101777  76.76898223] ; [251.76898223 187.23101777],0
p1,1,0.451767,0.566215,[ 14 167] ; [ 43 403],[ 16.45454545 164.54545455] ; [ 40.54545455 405.45454545],0
u2,1,0.49474,0.466201,[38 29] ; [62 38],[40.11976048 26.88023952] ; [59.88023952 40.11976048],0
b2,1,0.496122,0.463223,[32 56] ; [114 168],[34.72432432 53.27567568] ; [111.27567568 170.72432432],0
b3,1,0.496122,0.463223,[32 56] ; [114 168],[34.72432432 53.27567568] ; [111.27567568 170.72432432],0
r2,1,0.507975,0.438235,[170  11] ; [418  21],[171.65806452   9.34193548] ; [416.34193548  22.65806452],0
u3,1,0.589544,0.291058,[41 26] ; [57 43],[39.31736527 27.68263473] ; [58.68263473 41.31736527],0
p12,1,0.733076,0.116306,[ 15 165] ; [ 41 405],[ 16.10223642 163.89776358] ; [ 39.89776358 406.10223642],0
a7,1,0.7761,0.080886,[135  46] ; [327 118],[133.58146965  47.41853035] ; [328.41853035 116.58146965],0
n2,1,0.785105,0.07435,[33 11] ; [56 21],[32.36363636 11.63636364] ; [56.63636364 20.36363636],0
p9,1,0.80004,0.064159,[172   8] ; [425  22],[171.38755981   8.61244019] ; [425.61244019  21.38755981],0
