Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,45.168625,[ 7 36] ; [64 17],[24.62096774 18.37903226] ; [46.37903226 34.62096774],1
p12,1,0.510714,0.432605,[ 1 40] ; [ 4 77],[ 1.68032787 39.31967213] ; [ 3.31967213 77.68032787],0
s6,1,0.52513,0.403807,[25 17] ; [51 27],[26.6 15.4] ; [49.4 28.6],0
b2,1,0.535731,0.383509,[ 6 16] ; [16 30],[ 7.11764706 14.88235294] ; [14.88235294 31.11764706],0
b3,1,0.535731,0.383509,[ 6 16] ; [16 30],[ 7.11764706 14.88235294] ; [14.88235294 31.11764706],0
s1,1,0.552105,0.35356,[ 2 41] ; [ 6 75],[ 2.77419355 40.22580645] ; [ 5.22580645 75.77419355],0
a1,1,0.552105,0.35356,[ 2 41] ; [ 6 75],[ 2.77419355 40.22580645] ; [ 5.22580645 75.77419355],0
r1,1,0.553759,0.350626,[33 10] ; [65 15],[34.2601626  8.7398374] ; [63.7398374 16.2601626],0
d3,1,0.575292,0.313908,[40  3] ; [72  8],[39.15447154  3.84552846] ; [72.84552846  7.15447154],0
s3,1,0.589037,0.29185,[22 21] ; [45 35],[23.42276423 19.57723577] ; [43.57723577 36.42276423],0
n3,1,0.601028,0.273448,[14  9] ; [21 10],[14.90740741  8.09259259] ; [20.09259259 10.90740741],0
r4,1,0.648368,0.207964,[33 10] ; [65 16],[33.98387097  9.01612903] ; [64.01612903 16.98387097],0
d5,1,0.652894,0.202272,[42  1] ; [79  1],[42.30081301  0.69918699] ; [78.69918699  1.30081301],0
a6,1,0.769683,0.085725,[29 14] ; [56 24],[29.71544715 13.28455285] ; [55.28455285 24.71544715],0
p1,1,0.785987,0.073726,[ 4 38] ; [ 9 72],[ 4.43902439 37.56097561] ; [ 8.56097561 72.43902439],0
s5,1,0.874586,0.024912,[14 27] ; [26 47],[14.38596491 26.61403509] ; [25.61403509 47.38596491],0
v2,1,0.953348,0.003423,[20 19] ; [42 39],[20.15 18.85] ; [41.85 39.15],0
