Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4.1e-05,16.810782,[30 18] ; [ 7 31],[20.65116279 27.34883721] ; [16.34883721 21.65116279],1
s7,1,0.30024,1.073129,[22 22] ; [13 21],[19.74358974 24.25641026] ; [15.25641026 18.74358974],0
v3,1,0.31288,1.018478,[10 35] ; [11 23],[11.96202532 33.03797468] ; [ 9.03797468 24.96202532],0
p3,1,0.320405,0.987291,[22 26] ; [13 24],[19.76470588 28.23529412] ; [15.23529412 21.76470588],0
a5,1,0.336486,0.923774,[28 20] ; [26 12],[30.13953488 17.86046512] ; [23.86046512 14.13953488],0
b4,1,0.356925,0.848684,[30 18] ; [20 18],[27.90697674 20.09302326] ; [22.09302326 15.90697674],0
s1,1,0.404697,0.694326,[ 5 43] ; [ 2 35],[ 3.95294118 44.04705882] ; [ 3.04705882 33.95294118],0
d2,1,0.445575,0.581884,[16 31] ; [16 22],[17.69411765 29.30588235] ; [14.30588235 23.69411765],0
a6,1,0.445575,0.581884,[31 16] ; [22 16],[29.30588235 17.69411765] ; [23.69411765 14.30588235],0
a8,1,0.476767,0.50625,[ 6 39] ; [ 3 33],[ 5. 40.] ; [ 4. 32.],0
r1,1,0.481887,0.49459,[33 15] ; [28  9],[34.44705882 13.55294118] ; [26.55294118 10.44705882],0
d1,1,0.531094,0.392297,[22 26] ; [20 18],[23.44186047 24.55813953] ; [18.55813953 19.44186047],0
u3,1,0.591507,0.287997,[14  4] ; [9 4],[13.35483871  4.64516129] ; [9.64516129 3.35483871],0
a3,1,0.608716,0.262049,[29 19] ; [25 13],[30.13953488 17.86046512] ; [23.86046512 14.13953488],0
n3,1,0.632124,0.229191,[11  6] ; [13  5],[11.65714286  5.34285714] ; [12.34285714  5.65714286],0
d4,1,0.652912,0.202249,[37  9] ; [32  6],[37.78571429  8.21428571] ; [31.21428571  6.78571429],0
n4,1,0.664087,0.188596,[23 25] ; [20 18],[24. 24.] ; [19. 19.],0
p10,1,0.733913,0.115549,[29 19] ; [21 16],[28.23529412 19.76470588] ; [21.76470588 15.23529412],0
a4,1,0.734573,0.114954,[16 32] ; [14 24],[16.74418605 31.25581395] ; [13.25581395 24.74418605],0
s8,1,0.752367,0.099552,[18 30] ; [13 25],[17.30232558 30.69767442] ; [13.69767442 24.30232558],0
p12,1,0.76738,0.0875,[ 2 46] ; [ 2 34],[ 2.28571429 45.71428571] ; [ 1.71428571 34.28571429],0
v2,1,0.776089,0.080895,[18 26] ; [15 19],[18.61538462 25.38461538] ; [14.38461538 19.61538462],0
d5,1,0.810119,0.057731,[31 16] ; [26 12],[31.51764706 15.48235294] ; [25.48235294 12.51764706],0
p9,1,0.818153,0.052864,[31 17] ; [23 14],[30.49411765 17.50588235] ; [23.50588235 13.49411765],0
s2,1,0.863105,0.029729,[32 16] ; [26 12],[32.37209302 15.62790698] ; [25.62790698 12.37209302],0
s4,1,0.887828,0.019896,[12 36] ; [ 9 29],[11.72093023 36.27906977] ; [ 9.27906977 28.72093023],0
a1,1,0.941114,0.005457,[ 4 44] ; [ 3 35],[ 3.90697674 44.09302326] ; [ 3.09302326 34.90697674],0
d3,1,0.948983,0.004094,[30 17] ; [24 14],[29.85882353 17.14117647] ; [24.14117647 13.85882353],0
v4,1,0.949946,0.003941,[40  6] ; [32  5],[39.90361446  6.09638554] ; [32.09638554  4.90361446],0
a7,1,0.967341,0.001676,[28 20] ; [22 16],[27.90697674 20.09302326] ; [22.09302326 15.90697674],0
s5,1,0.96957,0.001455,[13 34] ; [ 9 24],[12.925 34.075] ; [ 9.075 23.925],0
