Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.758684,[124  24] ; [91 65],[104.67105263  43.32894737] ; [110.32894737  45.67105263],1
s8,1,0.138076,2.199273,[117  33] ; [113  47],[111.29032258  38.70967742] ; [118.70967742  41.29032258],0
d3,1,0.197329,1.662036,[113  37] ; [110  50],[107.90322581  42.09677419] ; [115.09677419  44.90322581],0
b1,1,0.244679,1.353432,[67 84] ; [ 61 100],[61.94871795 89.05128205] ; [66.05128205 94.94871795],0
r2,1,0.2811,1.161762,[148   2] ; [153   5],[146.59090909   3.40909091] ; [154.40909091   3.59090909],0
p2,1,0.28352,1.15014,[133  18] ; [135  26],[129.70512821  21.29487179] ; [138.29487179  22.70512821],0
b4,1,0.286281,1.137027,[81 70] ; [96 65],[85.66346154 65.33653846] ; [91.33653846 69.66346154],0
s4,1,0.293242,1.104677,[ 42 107] ; [ 37 124],[ 37.97096774 111.02903226] ; [ 41.02903226 119.97096774],0
d4,1,0.294636,1.098314,[131  18] ; [134  26],[127.78317152  21.21682848] ; [137.21682848  22.78317152],0
r3,1,0.308147,1.038601,[144   7] ; [156   4],[145.65916399   5.34083601] ; [154.34083601   5.65916399],0
p10,1,0.344191,0.894759,[133  18] ; [135  25],[130.1221865  20.8778135] ; [137.8778135  22.1221865],0
n4,1,0.346346,0.886801,[132  19] ; [133  26],[129.08064516  21.91935484] ; [135.91935484  23.08064516],0
n5,1,0.384145,0.757394,[128  22] ; [129  29],[125.16233766  24.83766234] ; [131.83766234  26.16233766],0
s6,1,0.396626,0.718532,[137  11] ; [141  16],[134.89836066  13.10163934] ; [143.10163934  13.89836066],0
a2,1,0.458925,0.548514,[ 48 103] ; [ 45 116],[ 45.00961538 105.99038462] ; [ 47.99038462 113.00961538],0
r1,1,0.504523,0.44541,[126  25] ; [137  22],[128.10645161  22.89354839] ; [134.89354839  24.10645161],0
a8,1,0.635757,0.224334,[ 24 116] ; [ 28 117],[ 25.54385965 114.45614035] ; [ 26.45614035 118.54385965],0
v2,1,0.6436,0.214065,[90 59] ; [97 57],[91.95709571 57.04290429] ; [95.04290429 58.95709571],0
a3,1,0.649635,0.206361,[125  25] ; [131  30],[123.47266881  26.52733119] ; [132.52733119  28.47266881],0
v4,1,0.657722,0.196302,[147   4] ; [155   3],[147.57928803   3.42071197] ; [154.42071197   3.57928803],0
v3,1,0.673886,0.177091,[66 82] ; [71 80],[67.81270903 80.18729097] ; [69.18729097 81.81270903],0
u4,1,0.695006,0.153719,[  8 143] ; [  7 154],[  7.25961538 143.74038462] ; [  7.74038462 153.25961538],0
a7,1,0.709932,0.138345,[104  47] ; [114  47],[105.50641026  45.49358974] ; [112.49358974  48.50641026],0
b5,1,0.737934,0.11195,[91 60] ; [100  61],[92.43910256 58.56089744] ; [98.56089744 62.43910256],0
r4,1,0.811029,0.057168,[139  12] ; [147  14],[138.41666667  12.58333333] ; [147.58333333  13.41666667],0
n2,1,0.819984,0.051786,[24  5] ; [29  7],[23.64615385  5.35384615] ; [29.35384615  6.64615385],0
d5,1,0.844862,0.03829,[126  23] ; [134  26],[125.37216828  23.62783172] ; [134.62783172  25.37216828],0
p11,1,0.874241,0.025051,[118  33] ; [127  34],[118.57371795  32.42628205] ; [126.42628205  34.57371795],0
a6,1,0.900993,0.015477,[96 53] ; [102  58],[95.47572816 53.52427184] ; [102.52427184  57.47572816],0
s1,1,0.916547,0.01098,[ 10 141] ; [ 10 148],[  9.77346278 141.22653722] ; [ 10.22653722 147.77346278],0
n3,1,0.986311,0.000294,[21  8] ; [26 10],[20.96923077  8.03076923] ; [26.03076923  9.96923077],0
