Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,2e-06,22.239469,[24 10] ; [ 9 39],[13.68292683 20.31707317] ; [19.31707317 28.68292683],1
p4,1,0.378039,0.77707,[18 17] ; [20 28],[16.02409639 18.97590361] ; [21.97590361 26.02409639],0
b4,1,0.433469,0.613512,[21 15] ; [32 16],[22.71428571 13.28571429] ; [30.28571429 17.71428571],0
p1,1,0.434811,0.609939,[ 5 31] ; [ 4 43],[ 3.90361446 32.09638554] ; [ 5.09638554 41.90361446],0
u2,1,0.44868,0.573983,[2 7] ; [ 9 16],[2.91176471 6.08823529] ; [ 8.08823529 16.91176471],0
n2,1,0.477897,0.503658,[10  7] ; [14  6],[11.02702703  5.97297297] ; [12.97297297  7.02702703],0
p10,1,0.506049,0.442229,[20 15] ; [29 16],[21.4375 13.5625] ; [27.5625 17.4375],0
v1,1,0.580202,0.305908,[12 21] ; [14 32],[10.86075949 22.13924051] ; [15.13924051 30.86075949],0
r3,1,0.584834,0.298484,[23 10] ; [30 17],[21.8625 11.1375] ; [31.1375 15.8625],0
p3,1,0.669906,0.181713,[14 21] ; [17 31],[13.07228916 21.92771084] ; [17.92771084 30.07228916],0
n5,1,0.683899,0.16577,[26 10] ; [32 15],[25.15662651 10.84337349] ; [32.84337349 14.15662651],0
p12,1,0.720781,0.127746,[ 1 35] ; [ 2 45],[ 1.30120482 34.69879518] ; [ 1.69879518 45.30120482],0
s5,1,0.725989,0.122827,[ 6 27] ; [ 7 39],[ 5.43037975 27.56962025] ; [ 7.56962025 38.43037975],0
b1,1,0.751692,0.100114,[17 19] ; [21 27],[16.28571429 19.71428571] ; [21.71428571 26.28571429],0
a8,1,0.759044,0.094087,[ 1 30] ; [ 2 41],[ 1.25675676 29.74324324] ; [ 1.74324324 41.25675676],0
p11,1,0.791018,0.070219,[23 13] ; [32 16],[23.57142857 12.42857143] ; [31.42857143 16.57142857],0
p9,1,0.79341,0.068584,[22 11] ; [30 17],[21.45 11.55] ; [30.55 16.45],0
b5,1,0.799042,0.064815,[20 16] ; [28 20],[20.57142857 15.42857143] ; [27.42857143 20.57142857],0
s7,1,0.805615,0.060559,[12 20] ; [16 30],[11.48717949 20.51282051] ; [16.51282051 29.48717949],0
n4,1,0.842464,0.039498,[24 12] ; [31 17],[23.57142857 12.42857143] ; [31.42857143 16.57142857],0
n3,1,0.878482,0.023377,[10  6] ; [12  8],[9.77777778 6.22222222] ; [12.22222222  7.77777778],0
s3,1,0.884801,0.020992,[12 21] ; [16 30],[11.69620253 21.30379747] ; [16.30379747 29.69620253],0
b2,1,0.895926,0.017111,[ 7 16] ; [ 9 19],[ 7.21568627 15.78431373] ; [ 8.78431373 19.21568627],0
b3,1,0.895926,0.017111,[ 7 16] ; [ 9 19],[ 7.21568627 15.78431373] ; [ 8.78431373 19.21568627],0
s8,1,0.941074,0.005464,[ 9 26] ; [12 36],[ 8.85542169 26.14457831] ; [12.14457831 35.85542169],0
