Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.822399,[85 17] ; [ 4 14],[75.65 26.35] ; [13.35  4.65],1
a4,1,0.363802,0.824724,[52 51] ; [ 7 11],[50.2231405 52.7768595] ; [8.7768595 9.2231405],0
p12,1,0.37319,0.793016,[14 89] ; [ 1 16],[12.875 90.125] ; [ 2.125 14.875],0
n2,1,0.420113,0.65,[19 11] ; [7 2],[20. 10.] ; [6. 3.],0
u2,1,0.501594,0.451561,[16  7] ; [5 1],[16.65517241  6.34482759] ; [4.34482759 1.65517241],0
r4,1,0.502186,0.450314,[92 11] ; [17  1],[92.78512397 10.21487603] ; [16.21487603  1.78512397],0
n1,1,0.529249,0.395833,[15 15] ; [5 3],[15.78947368 14.21052632] ; [4.21052632 3.78947368],0
a8,1,0.548795,0.359481,[10 79] ; [ 1 15],[ 9.32380952 79.67619048] ; [ 1.67619048 14.32380952],0
v2,1,0.615578,0.252132,[52 46] ; [9 6],[52.90265487 45.09734513] ; [8.09734513 6.90265487],0
r3,1,0.650977,0.204671,[94  9] ; [17  1],[94.48760331  8.51239669] ; [16.51239669  1.48760331],0
p8,1,0.659641,0.19396,[28 75] ; [ 4 14],[27.23966942 75.76033058] ; [ 4.76033058 13.23966942],0
a1,1,0.742276,0.108136,[ 4 99] ; [ 1 17],[ 4.25619835 98.74380165] ; [ 0.74380165 17.25619835],0
p5,1,0.769562,0.085818,[ 8 93] ; [ 1 16],[ 7.70338983 93.29661017] ; [ 1.29661017 15.70338983],0
v3,1,0.798994,0.064846,[41 54] ; [7 8],[41.45454545 53.54545455] ; [6.54545455 8.45454545],0
a6,1,0.809249,0.058272,[66 37] ; [11  7],[65.54545455 37.45454545] ; [11.45454545  6.54545455],0
d5,1,0.817011,0.053542,[88 15] ; [15  3],[87.67768595 15.32231405] ; [15.32231405  2.67768595],0
r2,1,0.837588,0.042017,[95  7] ; [17  1],[95.2  6.8] ; [16.8  1.2],0
p3,1,0.891444,0.018626,[44 59] ; [ 8 10],[44.26446281 58.73553719] ; [ 7.73553719 10.26446281],0
d4,1,0.903006,0.014851,[87 16] ; [15  3],[86.82644628 16.17355372] ; [15.17355372  2.82644628],0
p2,1,0.913662,0.011755,[70 33] ; [12  6],[69.80165289 33.19834711] ; [12.19834711  5.80165289],0
s2,1,0.935517,0.006546,[72 29] ; [13  5],[72.14285714 28.85714286] ; [12.85714286  5.14285714],0
n3,1,0.949371,0.004032,[19 10] ; [6 3],[19.07894737  9.92105263] ; [5.92105263 3.07894737],0
s6,1,0.986258,0.000297,[85 18] ; [14  3],[84.975 18.025] ; [14.025  2.975],0
s3,1,0.996168,2.3e-05,[73 28] ; [13  5],[72.99159664 28.00840336] ; [13.00840336  4.99159664],0
