Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.870356,[46 28] ; [ 2 24],[35.52 38.48] ; [12.48 13.52],1
b1,1,0.687703,0.161584,[28 46] ; [11 15],[28.86 45.14] ; [10.14 15.86],0
u2,1,0.697893,0.150673,[15  8] ; [4 3],[14.56666667  8.43333333] ; [4.43333333 2.56666667],0
p12,1,0.734207,0.115284,[ 4 68] ; [ 1 25],[ 3.67346939 68.32653061] ; [ 1.32653061 24.67346939],0
n3,1,0.802746,0.062397,[18 11] ; [6 3],[18.31578947 10.68421053] ; [5.68421053 3.31578947],0
p11,1,0.838639,0.041467,[50 24] ; [17  9],[49.58 24.42] ; [17.42  8.58],0
b2,1,0.84028,0.040617,[15 21] ; [5 8],[14.69387755 21.30612245] ; [5.30612245 7.69387755],0
b3,1,0.84028,0.040617,[15 21] ; [5 8],[14.69387755 21.30612245] ; [5.30612245 7.69387755],0
u3,1,0.849304,0.036102,[18  6] ; [5 2],[17.80645161  6.19354839] ; [5.19354839 1.80645161],0
p8,1,0.850725,0.035417,[32 40] ; [11 15],[31.59183673 40.40816327] ; [11.40816327 14.59183673],0
v3,1,0.855527,0.03315,[26 45] ; [ 9 17],[25.6185567 45.3814433] ; [ 9.3814433 16.6185567],0
b4,1,0.947825,0.004282,[45 29] ; [16 10],[45.14 28.86] ; [15.86 10.14],0
s3,1,0.952169,0.003598,[37 36] ; [13 13],[36.86868687 36.13131313] ; [13.13131313 12.86868687],0
