Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000576,11.851047,[ 50 102] ; [22 12],[58.83870968 93.16129032] ; [13.16129032 20.83870968],1
b5,1,0.385731,0.752357,[84 68] ; [16 18],[81.72043011 70.27956989] ; [18.27956989 15.72043011],0
u1,1,0.416275,0.660808,[ 10 142] ; [ 1 33],[  8.98924731 143.01075269] ; [ 2.01075269 31.98924731],0
a2,1,0.416275,0.660808,[ 10 142] ; [ 1 33],[  8.98924731 143.01075269] ; [ 2.01075269 31.98924731],0
u2,1,0.426191,0.633181,[29 32] ; [5 3],[30.05797101 30.94202899] ; [3.94202899 4.05797101],0
a4,1,0.436027,0.606715,[ 36 115] ; [ 6 28],[ 34.28108108 116.71891892] ; [ 7.71891892 26.28108108],0
a6,1,0.447751,0.57634,[87 64] ; [22 12],[88.96756757 62.03243243] ; [20.03243243 13.96756757],0
s7,1,0.456864,0.553568,[68 74] ; [13 19],[66.10344828 75.89655172] ; [14.89655172 17.10344828],0
a5,1,0.465435,0.532793,[92 59] ; [23 11],[93.86486486 57.13513514] ; [21.13513514 12.86486486],0
v4,1,0.509362,0.435378,[142   9] ; [30  3],[141.15217391   9.84782609] ; [30.84782609  2.15217391],0
s2,1,0.519753,0.414383,[66 83] ; [13 21],[64.32240437 84.67759563] ; [14.67759563 19.32240437],0
v1,1,0.527763,0.398697,[92 57] ; [19 15],[90.37704918 58.62295082] ; [20.62295082 13.37704918],0
d3,1,0.632196,0.229094,[69 82] ; [14 20],[67.74594595 83.25405405] ; [15.25405405 18.74594595],0
d4,1,0.710373,0.137904,[94 57] ; [20 14],[93.04864865 57.95135135] ; [20.95135135 13.04864865],0
n2,1,0.870852,0.026431,[29  5] ; [10  2],[28.82608696  5.17391304] ; [10.17391304  1.82608696],0
a1,1,0.884942,0.02094,[  8 144] ; [ 2 32],[  8.17204301 143.82795699] ; [ 1.82795699 32.17204301],0
d2,1,0.906274,0.013863,[ 19 133] ; [ 4 30],[ 18.79569892 133.20430108] ; [ 4.20430108 29.79569892],0
s4,1,0.915037,0.011382,[ 21 129] ; [ 5 29],[ 21.19565217 128.80434783] ; [ 4.80434783 29.19565217],0
p8,1,0.929663,0.007791,[76 74] ; [17 16],[76.2295082 73.7704918] ; [16.7704918 16.2295082],0
u3,1,0.931544,0.007379,[32 30] ; [4 4],[31.88571429 30.11428571] ; [4.11428571 3.88571429],0
a8,1,0.944738,0.004805,[ 17 124] ; [ 4 28],[ 17.11560694 123.88439306] ; [ 3.88439306 28.11560694],0
p12,1,0.972115,0.001222,[  9 140] ; [ 2 32],[  8.95628415 140.04371585] ; [ 2.04371585 31.95628415],0
