Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,74.104282,[ 4 33] ; [110  19],[25.40963855 11.59036145] ; [88.59036145 40.40963855],1
p1,1,0.025271,5.005203,[ 4 33] ; [  3 124],[ 1.57926829 35.42073171] ; [  5.42073171 121.57926829],0
a7,1,0.026694,4.910493,[16 21] ; [82 47],[21.84337349 15.15662651] ; [76.15662651 52.84337349],0
u1,1,0.03179,4.609794,[ 1 36] ; [ 21 108],[ 4.90361446 32.09638554] ; [ 17.09638554 111.90361446],0
s3,1,0.033796,4.504972,[ 9 26] ; [58 69],[14.47530864 20.52469136] ; [52.52469136 74.47530864],0
p8,1,0.043486,4.076402,[ 3 32] ; [31 97],[ 7.3006135 27.6993865] ; [ 26.6993865 101.3006135],0
s7,1,0.051681,3.786056,[ 4 29] ; [35 87],[ 8.30322581 24.69677419] ; [30.69677419 91.30322581],0
b1,1,0.05372,3.721369,[23 14] ; [57 72],[17.8313253 19.1686747] ; [62.1686747 66.8313253],0
s1,1,0.056075,3.649833,[ 5 32] ; [  6 123],[ 2.45180723 34.54819277] ; [  8.54819277 120.45180723],0
n3,1,0.05678,3.629029,[ 8 12] ; [30 16],[11.51515152  8.48484848] ; [26.48484848 19.51515152],0
b5,1,0.066249,3.373601,[17 20] ; [81 48],[21.84337349 15.15662651] ; [76.15662651 52.84337349],0
d1,1,0.068932,3.308261,[11 26] ; [60 69],[15.8253012 21.1746988] ; [55.1746988 73.8253012],0
b3,1,0.077993,3.106227,[10 15] ; [18 63],[ 6.60377358 18.39622642] ; [21.39622642 59.60377358],0
b2,1,0.077993,3.106227,[10 15] ; [18 63],[ 6.60377358 18.39622642] ; [21.39622642 59.60377358],0
b4,1,0.084718,2.971978,[18 19] ; [83 46],[22.51204819 14.48795181] ; [78.48795181 50.51204819],0
p9,1,0.098624,2.727657,[ 7 28] ; [43 81],[11.00628931 23.99371069] ; [38.99371069 85.00628931],0
n2,1,0.10618,2.610176,[ 9 12] ; [30 17],[12.04411765  8.95588235] ; [26.95588235 20.04411765],0
a2,1,0.116894,2.45845,[ 4 33] ; [ 29 100],[ 7.35542169 29.64457831] ; [ 25.64457831 103.35542169],0
p7,1,0.152223,2.049836,[ 9 28] ; [47 80],[12.63414634 24.36585366] ; [43.36585366 83.63414634],0
a8,1,0.211932,1.558178,[ 2 32] ; [ 16 100],[ 4.08 29.92] ; [ 13.92 102.08],0
s4,1,0.212679,1.553096,[ 8 29] ; [ 17 111],[ 5.60606061 31.39393939] ; [ 19.39393939 108.60606061],0
n1,1,0.214657,1.539738,[10 11] ; [15 32],[ 7.72058824 13.27941176] ; [17.27941176 29.72058824],0
p3,1,0.235565,1.406941,[ 7 30] ; [37 92],[ 9.80722892 27.19277108] ; [34.19277108 94.80722892],0
a6,1,0.245778,1.347142,[18 19] ; [76 52],[21.07878788 15.92121212] ; [72.92121212 55.07878788],0
s5,1,0.262747,1.254223,[ 5 32] ; [ 28 100],[ 7.4 29.6] ; [ 25.6 102.4],0
u2,1,0.321941,0.981043,[ 4 11] ; [20 29],[5.625 9.375] ; [18.375 30.625],0
a5,1,0.33716,0.9212,[20 17] ; [81 48],[22.51204819 14.48795181] ; [78.48795181 50.51204819],0
d2,1,0.376672,0.781534,[15 21] ; [64 64],[17.34146341 18.65853659] ; [61.65853659 66.34146341],0
v3,1,0.396602,0.718605,[ 8 29] ; [35 87],[10.00628931 26.99371069] ; [32.99371069 89.00628931],0
p5,1,0.486612,0.484009,[ 2 34] ; [  4 125],[ 1.30909091 34.69090909] ; [  4.69090909 124.30909091],0
n4,1,0.547214,0.362331,[24 13] ; [76 52],[22.42424242 14.57575758] ; [77.57575758 50.42424242],0
a3,1,0.77185,0.084075,[22 13] ; [77 51],[21.25766871 13.74233129] ; [77.74233129 50.25766871],0
a4,1,0.973534,0.001101,[14 21] ; [52 77],[14.08536585 20.91463415] ; [51.91463415 77.08536585],0
