Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,61.342487,[ 2 34] ; [182  69],[23.08013937 12.91986063] ; [160.91986063  90.08013937],1
b1,1,0.62592,0.237634,[15 21] ; [ 94 157],[13.67247387 22.32752613] ; [ 95.32752613 155.67247387],0
b4,1,0.65947,0.194168,[21 15] ; [156  95],[22.20209059 13.79790941] ; [154.79790941  96.20209059],0
v2,1,0.664296,0.188347,[20 15] ; [150  96],[21.17437722 13.82562278] ; [148.82562278  97.17437722],0
p7,1,0.677906,0.172493,[27  8] ; [178  63],[25.99637681  9.00362319] ; [179.00362319  61.99637681],0
u3,1,0.703033,0.145336,[10  7] ; [32 18],[10.65671642  6.34328358] ; [31.34328358 18.65671642],0
r1,1,0.724173,0.124529,[29  6] ; [212  37],[29.70070423  5.29929577] ; [211.29929577  37.70070423],0
s4,1,0.740738,0.109479,[10 26] ; [ 62 184],[ 9.19148936 26.80851064] ; [ 62.80851064 183.19148936],0
b2,1,0.766937,0.087843,[ 7 10] ; [71 87],[7.57714286 9.42285714] ; [70.42285714 87.57714286],0
b3,1,0.766937,0.087843,[ 7 10] ; [71 87],[7.57714286 9.42285714] ; [70.42285714 87.57714286],0
s8,1,0.781354,0.077037,[20 16] ; [145 105],[20.76923077 15.23076923] ; [144.23076923 105.76923077],0
a7,1,0.784821,0.074552,[24 12] ; [173  78],[24.71080139 11.28919861] ; [172.28919861  78.71080139],0
a8,1,0.801162,0.063425,[ 5 28] ; [ 31 198],[ 4.53435115 28.46564885] ; [ 31.46564885 197.53435115],0
v3,1,0.804509,0.061264,[16 19] ; [107 139],[15.3202847 19.6797153] ; [107.6797153 138.3202847],0
p12,1,0.812732,0.056123,[ 4 32] ; [ 31 217],[ 4.43661972 31.56338028] ; [ 30.56338028 217.43661972],0
v4,1,0.819948,0.051807,[34  1] ; [240   9],[33.76760563  1.23239437] ; [240.23239437   8.76760563],0
n4,1,0.881892,0.022073,[27  8] ; [190  60],[26.64912281  8.35087719] ; [190.35087719  59.64912281],0
p6,1,0.901652,0.015271,[17 19] ; [113 132],[16.65480427 19.34519573] ; [113.34519573 131.65480427],0
p10,1,0.902942,0.014871,[30  4] ; [217  31],[29.78014184  4.21985816] ; [217.21985816  30.78014184],0
n1,1,0.956351,0.002996,[5 5] ; [26 27],[4.92063492 5.07936508] ; [26.07936508 26.92063492],0
