Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.004245,8.175776,[12  5] ; [31 61],[ 6.70642202 10.29357798] ; [36.29357798 55.70642202],0
r3,1,0.688211,0.161029,[13  4] ; [66 26],[12.32110092  4.67889908] ; [66.67889908 25.32110092],0
p1,1,0.697831,0.150738,[ 2 15] ; [ 8 83],[ 1.57407407 15.42592593] ; [ 8.42592593 82.57407407],0
a2,1,0.706615,0.141681,[ 3 14] ; [13 79],[ 2.49541284 14.50458716] ; [13.50458716 78.49541284],0
p8,1,0.795289,0.067314,[ 5 12] ; [24 67],[ 4.56481481 12.43518519] ; [24.43518519 66.56481481],0
d1,1,0.807344,0.059465,[ 7 10] ; [35 57],[ 6.55045872 10.44954128] ; [35.44954128 56.55045872],0
d3,1,0.823667,0.049653,[9 8] ; [46 46],[8.57798165 8.42201835] ; [46.42201835 45.57798165],0
b5,1,0.823667,0.049653,[8 9] ; [46 46],[8.42201835 8.57798165] ; [45.57798165 46.42201835],0
u3,1,0.867096,0.028005,[2 2] ; [25 21],[2.16 1.84] ; [24.84 21.16],0
u2,1,0.867096,0.028005,[2 2] ; [21 25],[1.84 2.16] ; [21.16 24.84],0
r1,1,0.898252,0.016351,[11  6] ; [61 31],[11.2293578  5.7706422] ; [60.7706422 31.2293578],0
p2,1,0.953598,0.003386,[9 8] ; [48 44],[8.88990826 8.11009174] ; [48.11009174 43.88990826],0
r2,1,0.994873,4.1e-05,[14  3] ; [75 16],[14.00925926  2.99074074] ; [74.99074074 16.00925926],0
