Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,25.788271,[ 92 162] ; [108  69],[117.86542923 136.13457077] ; [82.13457077 94.86542923],1
p4,1,0.548444,0.360112,[150 109] ; [110  71],[153.04545455 105.95454545] ; [106.95454545  74.04545455],0
p5,1,0.56034,0.339116,[ 27 231] ; [ 16 166],[ 25.21363636 232.78636364] ; [ 17.78636364 164.21363636],0
b4,1,0.566326,0.328869,[150 110] ; [100  82],[147.05882353 112.94117647] ; [102.94117647  79.05882353],0
s3,1,0.597351,0.27901,[142 116] ; [95 86],[139.28473804 118.71526196] ; [97.71526196 83.28473804],0
n6,1,0.614661,0.253443,[214  45] ; [152  28],[215.93166287  43.06833713] ; [150.06833713  29.93166287],0
b3,1,0.64139,0.216929,[53 95] ; [37 75],[51.23076923 96.76923077] ; [38.76923077 73.23076923],0
b2,1,0.64139,0.216929,[53 95] ; [37 75],[51.23076923 96.76923077] ; [38.76923077 73.23076923],0
a1,1,0.67302,0.17809,[  9 251] ; [  5 177],[  8.23529412 251.76470588] ; [  5.76470588 176.23529412],0
b1,1,0.794935,0.067552,[ 96 164] ; [ 65 117],[ 94.70588235 165.29411765] ; [ 66.29411765 115.70588235],0
s5,1,0.794992,0.067514,[ 84 167] ; [ 60 113],[ 85.24528302 165.75471698] ; [ 58.75471698 114.24528302],0
s8,1,0.798886,0.064917,[104 156] ; [ 75 107],[105.29411765 154.70588235] ; [ 73.70588235 108.29411765],0
v4,1,0.816716,0.053718,[244  16] ; [167  12],[243.41685649  16.58314351] ; [167.58314351  11.41685649],0
p12,1,0.823235,0.049902,[ 14 244] ; [  9 173],[ 13.48636364 244.51363636] ; [  9.51363636 172.48636364],0
a8,1,0.83414,0.043846,[ 36 207] ; [ 26 141],[ 36.74634146 206.25365854] ; [ 25.25365854 141.74634146],0
b5,1,0.859705,0.03124,[165  95] ; [114  68],[164.11764706  95.88235294] ; [114.88235294  67.11764706],0
u4,1,0.957129,0.00289,[  3 257] ; [  2 180],[  2.94117647 257.05882353] ; [  2.05882353 179.94117647],0
n1,1,0.96733,0.001677,[29 41] ; [16 23],[28.89908257 41.10091743] ; [16.10091743 22.89908257],0
n5,1,0.998403,4e-06,[187  71] ; [129  49],[186.99082569  71.00917431] ; [129.00917431  48.99082569],0
