Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,86.273368,[424 109] ; [ 79 104],[374.43994413 158.56005587] ; [128.56005587  54.43994413],1
p1,1,0.103627,2.648813,[ 50 481] ; [ 10 171],[ 44.74719101 486.25280899] ; [ 15.25280899 165.74719101],0
b4,1,0.134927,2.234883,[318 218] ; [97 86],[309.37413074 226.62586926] ; [105.62586926  77.37413074],0
p10,1,0.148602,2.086547,[436  93] ; [138  40],[429.48514851  99.51485149] ; [144.51485149  33.48514851],0
p8,1,0.206643,1.594793,[292 232] ; [90 89],[284.73399716 239.26600284] ; [97.26600284 81.73399716],0
a5,1,0.242734,1.364648,[418 118] ; [135  48],[412.25034771 123.74965229] ; [140.74965229  42.25034771],0
n1,1,0.247104,1.339603,[37 66] ; [19 22],[40.05555556 62.94444444] ; [15.94444444 25.05555556],0
p11,1,0.250377,1.3212,[421 115] ; [151  32],[426.41446453 109.58553547] ; [145.58553547  37.41446453],0
v4,1,0.25374,1.302592,[526  10] ; [175   6],[524.0390516  11.9609484] ; [176.9609484   4.0390516],0
n6,1,0.262954,1.253139,[454  79] ; [147  33],[449.27489481  83.72510519] ; [151.72510519  28.27489481],0
s4,1,0.321649,0.982228,[ 82 443] ; [ 34 147],[ 86.26062323 438.73937677] ; [ 29.73937677 151.26062323],0
s7,1,0.33657,0.923453,[253 255] ; [94 80],[258.46920821 249.53079179] ; [88.53079179 85.46920821],0
u4,1,0.345773,0.888911,[ 11 525] ; [  6 177],[ 12.67315716 523.32684284] ; [  4.32684284 178.67315716],0
r2,1,0.39397,0.726653,[528   7] ; [177   4],[526.78072626   8.21927374] ; [178.21927374   2.78072626],0
s2,1,0.429883,0.623138,[281 248] ; [90 91],[276.42112676 252.57887324] ; [94.57887324 86.42112676],0
a8,1,0.466162,0.531058,[ 73 400] ; [ 23 152],[ 70.07407407 402.92592593] ; [ 25.92592593 149.07407407],0
a1,1,0.481116,0.496332,[ 20 516] ; [  9 174],[ 21.61891516 514.38108484] ; [  7.38108484 175.61891516],0
s3,1,0.523648,0.406703,[299 226] ; [108  73],[302.65580737 222.34419263] ; [104.34419263  76.65580737],0
a4,1,0.528877,0.396549,[255 279] ; [ 82 100],[251.33798883 282.66201117] ; [85.66201117 96.33798883],0
p12,1,0.533101,0.388477,[ 47 484] ; [ 13 164],[ 45. 486.] ; [ 15. 162.],0
n2,1,0.536284,0.38247,[76 28] ; [32  9],[77.46206897 26.53793103] ; [30.53793103 10.46206897],0
s6,1,0.549323,0.358531,[371 156] ; [119  56],[367.84900285 159.15099715] ; [122.15099715  52.84900285],0
n4,1,0.610168,0.259931,[419 116] ; [145  36],[421.42458101 113.57541899] ; [142.57541899  38.42458101],0
v3,1,0.642626,0.215324,[210 301] ; [75 99],[212.60583942 298.39416058] ; [ 72.39416058 101.60583942],0
r3,1,0.654784,0.199922,[525   9] ; [178   4],[524.30446927   9.69553073] ; [178.69553073   3.30446927],0
n3,1,0.655844,0.198611,[81 23] ; [29 10],[80. 24.] ; [30.  9.],0
s1,1,0.66537,0.187066,[ 17 509] ; [  7 172],[ 17.90638298 508.09361702] ; [  6.09361702 172.90638298],0
p5,1,0.667754,0.184241,[ 59 472] ; [ 22 157],[ 60.57887324 470.42112676] ; [ 20.42112676 158.57887324],0
a3,1,0.672374,0.178838,[393 140] ; [132  51],[390.81703911 142.18296089] ; [134.18296089  48.81703911],0
v1,1,0.699424,0.149072,[291 232] ; [102  76],[293.20827389 229.79172611] ; [99.79172611 78.20827389],0
d2,1,0.727462,0.121454,[273 260] ; [91 92],[270.96648045 262.03351955] ; [93.03351955 89.96648045],0
p7,1,0.800946,0.063566,[338 180] ; [118  60],[339.37931034 178.62068966] ; [116.62068966  61.37931034],0
n5,1,0.841639,0.039919,[401 132] ; [136  43],[401.99578652 131.00421348] ; [135.00421348  43.99578652],0
u2,1,0.845701,0.037872,[84 57] ; [29 21],[83.41884817 57.58115183] ; [29.58115183 20.41884817],0
p3,1,0.90083,0.015528,[269 263] ; [93 89],[269.7254902 262.2745098] ; [92.2745098 89.7254902],0
p6,1,0.946996,0.00442,[195 332] ; [ 65 112],[194.63068182 332.36931818] ; [ 65.36931818 111.63068182],0
