Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.2e-05,18.007161,[64  6] ; [34 23],[54.01574803 15.98425197] ; [43.98425197 13.01574803],1
a7,1,0.069432,3.296388,[48 24] ; [29 28],[42.97674419 29.02325581] ; [34.02325581 22.97674419],0
s6,1,0.075024,3.169524,[33 39] ; [17 39],[28.125 43.875] ; [21.875 34.125],0
u2,1,0.079528,3.074521,[19 14] ; [ 9 17],[15.66101695 17.33898305] ; [12.33898305 13.66101695],0
p10,1,0.096338,2.765152,[20 51] ; [ 9 48],[16.0859375 54.9140625] ; [12.9140625 44.0859375],0
n3,1,0.100348,2.7,[18  9] ; [12 15],[15. 12.] ; [15. 12.],0
n2,1,0.126361,2.336649,[17  9] ; [13 16],[14.18181818 11.81818182] ; [15.81818182 13.18181818],0
s4,1,0.175454,1.835712,[15 55] ; [ 7 50],[12.12598425 57.87401575] ; [ 9.87401575 47.12598425],0
u3,1,0.176245,1.829004,[18 15] ; [10 17],[15.4 17.6] ; [12.6 14.4],0
n6,1,0.179592,1.800995,[47 25] ; [30 26],[43.3125 28.6875] ; [33.6875 22.3125],0
b1,1,0.180468,1.793766,[37 35] ; [36 21],[40.74418605 31.25581395] ; [32.25581395 24.74418605],0
b5,1,0.200855,1.636145,[41 31] ; [26 31],[37.39534884 34.60465116] ; [29.60465116 27.39534884],0
d5,1,0.202399,1.624976,[53 19] ; [36 21],[49.6744186 22.3255814] ; [39.3255814 17.6744186],0
a4,1,0.238078,1.391937,[22 49] ; [23 33],[25.15748031 45.84251969] ; [19.84251969 36.15748031],0
u1,1,0.265589,1.239386,[11 61] ; [ 5 52],[ 8.93023256 63.06976744] ; [ 7.06976744 49.93023256],0
b2,1,0.269778,1.217877,[12 32] ; [14 22],[14.3 29.7] ; [11.7 24.3],0
b3,1,0.269778,1.217877,[12 32] ; [14 22],[14.3 29.7] ; [11.7 24.3],0
a8,1,0.322701,0.977966,[ 5 59] ; [ 2 54],[ 3.73333333 60.26666667] ; [ 3.26666667 52.73333333],0
a6,1,0.333492,0.93529,[44 28] ; [30 27],[41.30232558 30.69767442] ; [32.69767442 24.30232558],0
r2,1,0.353948,0.859251,[60 12] ; [43 13],[57.9375 14.0625] ; [45.0625 10.9375],0
p3,1,0.42133,0.646601,[21 50] ; [13 43],[19.00787402 51.99212598] ; [14.99212598 41.00787402],0
n1,1,0.451533,0.566801,[ 8 19] ; [11 17],[ 9.32727273 17.67272727] ; [ 9.67272727 18.32727273],0
b4,1,0.503742,0.447044,[40 32] ; [35 22],[41.86046512 30.13953488] ; [33.13953488 23.86046512],0
n4,1,0.542784,0.370404,[43 29] ; [31 26],[41.30232558 30.69767442] ; [32.69767442 24.30232558],0
n5,1,0.561789,0.336616,[38 34] ; [33 24],[39.62790698 32.37209302] ; [31.37209302 25.62790698],0
p1,1,0.688859,0.160323,[ 6 65] ; [ 6 51],[ 6.65625 64.34375] ; [ 5.34375 51.65625],0
d1,1,0.703418,0.144941,[34 38] ; [25 32],[32.93023256 39.06976744] ; [26.06976744 30.93023256],0
d2,1,0.755073,0.097317,[34 38] ; [28 28],[34.875 37.125] ; [27.125 28.875],0
d4,1,0.755234,0.097185,[48 23] ; [40 17],[48.8125 22.1875] ; [39.1875 17.8125],0
p5,1,0.85748,0.03225,[ 1 71] ; [ 1 55],[ 1.125 70.875] ; [ 0.875 55.125],0
p12,1,0.875368,0.0246,[ 1 70] ; [ 1 56],[ 1.109375 69.890625] ; [ 0.890625 56.109375],0
s5,1,0.887629,0.019967,[12 59] ; [10 46],[12.2992126 58.7007874] ; [ 9.7007874 46.2992126],0
a5,1,0.894499,0.017586,[40 32] ; [31 26],[39.62790698 32.37209302] ; [31.37209302 25.62790698],0
v2,1,0.897144,0.016711,[22 48] ; [17 39],[21.66666667 48.33333333] ; [17.33333333 38.66666667],0
a2,1,0.936443,0.006359,[11 61] ; [ 9 48],[11.1627907 60.8372093] ; [ 8.8372093 48.1627907],0
a3,1,0.946566,0.004492,[39 33] ; [30 26],[38.8125 33.1875] ; [30.1875 25.8125],0
