Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.685658,[27  4] ; [14 29],[17.17567568 13.82432432] ; [23.82432432 19.17567568],1
u2,1,0.550985,0.355556,[1 5] ; [3 7],[1.5 4.5] ; [2.5 7.5],0
b4,1,0.553712,0.350709,[18 15] ; [21 23],[16.71428571 16.28571429] ; [22.28571429 21.71428571],0
p3,1,0.584448,0.299099,[12 19] ; [14 29],[10.89189189 20.10810811] ; [15.10810811 27.89189189],0
b3,1,0.650963,0.204688,[ 7 15] ; [11 18],[ 7.76470588 14.23529412] ; [10.23529412 18.76470588],0
b2,1,0.650963,0.204688,[ 7 15] ; [11 18],[ 7.76470588 14.23529412] ; [10.23529412 18.76470588],0
r1,1,0.654727,0.199993,[11 21] ; [13 31],[10.10526316 21.89473684] ; [13.89473684 30.10526316],0
s3,1,0.666285,0.185978,[12 17] ; [16 28],[11.12328767 17.87671233] ; [16.87671233 27.12328767],0
s7,1,0.688413,0.160809,[13 16] ; [16 24],[12.1884058 16.8115942] ; [16.8115942 23.1884058],0
b1,1,0.689995,0.159091,[18 15] ; [26 18],[18.85714286 14.14285714] ; [25.14285714 18.85714286],0
u3,1,0.69627,0.152381,[3 4] ; [3 6],[2.625 4.375] ; [3.375 5.625],0
a4,1,0.722436,0.126171,[19 14] ; [23 20],[18.23684211 14.76315789] ; [23.76315789 19.23684211],0
d2,1,0.722436,0.126171,[19 14] ; [23 20],[18.23684211 14.76315789] ; [23.76315789 19.23684211],0
p8,1,0.753136,0.098914,[10 22] ; [12 31],[ 9.38666667 22.61333333] ; [12.61333333 30.38666667],0
a6,1,0.838601,0.041487,[21 12] ; [27 17],[20.57142857 12.42857143] ; [27.42857143 16.57142857],0
r2,1,0.842957,0.039249,[17 12] ; [25 16],[17.4 11.6] ; [24.6 16.4],0
p10,1,0.84711,0.037174,[18 13] ; [24 19],[17.59459459 13.40540541] ; [24.40540541 18.59459459],0
a3,1,0.976165,0.000893,[26  7] ; [34  9],[26.05263158  6.94736842] ; [33.94736842  9.05263158],0
a8,1,0.982422,0.000485,[ 3 28] ; [ 4 38],[ 2.97260274 28.02739726] ; [ 4.02739726 37.97260274],0
p1,1,1.0,0.0,[ 3 30] ; [ 4 40],[ 3. 30.] ; [ 4. 40.],0
