Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.541913,[ 29 121] ; [99 85],[57.48502994 92.51497006] ; [ 70.51497006 113.48502994],1
a8,1,0.205731,1.601217,[ 18 121] ; [ 31 139],[ 22.0420712 116.9579288] ; [ 26.9579288 143.0420712],0
b1,1,0.207806,1.586645,[70 81] ; [ 76 116],[64.27405248 86.72594752] ; [ 81.72594752 110.27405248],0
s7,1,0.2311,1.434081,[57 88] ; [84 99],[62.33231707 82.66768293] ; [ 78.66768293 104.33231707],0
p12,1,0.251334,1.315873,[  6 145] ; [ 13 177],[  8.41348974 142.58651026] ; [ 10.58651026 179.41348974],0
s8,1,0.278365,1.175055,[53 98] ; [ 78 113],[57.83918129 93.16081871] ; [ 73.16081871 117.83918129],0
n6,1,0.291748,1.11154,[119  31] ; [160  31],[122.72727273  27.27272727] ; [156.27272727  34.72727273],0
a1,1,0.291826,1.11118,[  5 146] ; [ 11 181],[  7.04373178 143.95626822] ; [  8.95626822 183.04373178],0
s1,1,0.302357,1.06377,[  7 142] ; [  5 186],[  5.25882353 143.74117647] ; [  6.74117647 184.25882353],0
p6,1,0.38548,0.753151,[58 91] ; [ 82 106],[61.89910979 87.10089021] ; [ 78.10089021 109.89910979],0
u4,1,0.440745,0.594343,[  1 150] ; [  3 189],[  1.76093294 149.23906706] ; [  2.23906706 189.76093294],0
n3,1,0.449419,0.572117,[27  9] ; [24  5],[28.24615385  7.75384615] ; [22.75384615  6.24615385],0
p2,1,0.509845,0.434384,[130  20] ; [170  21],[131.96480938  18.03519062] ; [168.03519062  22.96480938],0
u3,1,0.565242,0.330708,[30 26] ; [23 25],[28.53846154 27.46153846] ; [24.46153846 23.53846154],0
p4,1,0.581451,0.303895,[95 56] ; [125  65],[97.41935484 53.58064516] ; [122.58064516  67.41935484],0
n2,1,0.793595,0.068458,[25 11] ; [21  8],[25.47692308 10.52307692] ; [20.52307692  8.47692308],0
s2,1,0.801908,0.06294,[61 90] ; [ 75 117],[59.87172012 91.12827988] ; [ 76.12827988 115.87172012],0
p8,1,0.806173,0.060205,[95 55] ; [116  71],[93.91691395 56.08308605] ; [117.08308605  69.91691395],0
p5,1,0.826614,0.047981,[ 11 138] ; [ 13 179],[ 10.48680352 138.51319648] ; [ 13.51319648 178.48680352],0
b3,1,0.883022,0.02165,[29 62] ; [42 86],[29.50228311 61.49771689] ; [41.49771689 86.50228311],0
b2,1,0.883022,0.02165,[29 62] ; [42 86],[29.50228311 61.49771689] ; [41.49771689 86.50228311],0
b5,1,0.893933,0.017777,[97 54] ; [122  70],[96.41107872 54.58892128] ; [122.58892128  69.41107872],0
p1,1,0.927754,0.008221,[  9 142] ; [ 11 181],[  8.80466472 142.19533528] ; [ 11.19533528 180.80466472],0
s3,1,0.958996,0.002643,[73 77] ; [93 97],[73.23529412 76.76470588] ; [92.76470588 97.23529412],0
s6,1,0.983518,0.000427,[86 65] ; [108  82],[85.90615836 65.09384164] ; [108.09384164  81.90615836],0
n1,1,1.0,0.0,[10 25] ; [ 8 20],[10. 25.] ; [ 8. 20.],0
