Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,62.83823,[ 4 30] ; [209  60],[23.9009901 10.0990099] ; [189.0990099  79.9009901],1
a3,1,0.126739,2.332005,[23 11] ; [213  56],[26.48184818  7.51815182] ; [209.51815182  59.48184818],0
v3,1,0.147118,2.101878,[11 23] ; [116 139],[14.94117647 19.05882353] ; [112.05882353 142.94117647],0
b4,1,0.153868,2.033477,[16 18] ; [161 108],[19.86138614 14.13861386] ; [157.13861386 111.86138614],0
p2,1,0.156189,2.010743,[28  6] ; [242  26],[30.39735099  3.60264901] ; [239.60264901  28.39735099],0
p1,1,0.158787,1.985743,[ 6 28] ; [ 26 241],[ 3.61461794 30.38538206] ; [ 28.38538206 238.61461794],0
a5,1,0.16979,1.884797,[24 10] ; [217  52],[27.04290429  6.95709571] ; [213.95709571  55.04290429],0
b5,1,0.219246,1.509298,[17 17] ; [164 105],[20.31023102 13.68976898] ; [160.68976898 108.31023102],0
s6,1,0.237042,1.3981,[27  5] ; [241  24],[28.87542088  3.12457912] ; [239.12457912  25.87542088],0
n2,1,0.291449,1.112915,[10  1] ; [36 11],[8.72413793 2.27586207] ; [37.27586207  9.72413793],0
p10,1,0.308365,1.037664,[27  6] ; [236  32],[28.83388704  4.16611296] ; [234.16611296  33.83388704],0
a1,1,0.330998,0.944989,[ 1 33] ; [ 20 249],[ 2.35643564 31.64356436] ; [ 18.64356436 250.35643564],0
a8,1,0.376595,0.781788,[ 6 25] ; [ 34 218],[ 4.38162544 26.61837456] ; [ 35.61837456 216.38162544],0
p6,1,0.447582,0.576769,[16 18] ; [143 122],[18.08026756 15.91973244] ; [140.91973244 124.08026756],0
s3,1,0.513077,0.427787,[31  3] ; [233  34],[29.82059801  4.17940199] ; [234.17940199  32.82059801],0
b1,1,0.546374,0.363854,[16 18] ; [112 157],[14.3630363 19.6369637] ; [113.6369637 155.3630363],0
p5,1,0.589151,0.291672,[ 5 29] ; [ 49 216],[ 6.14046823 27.85953177] ; [ 47.85953177 217.14046823],0
n3,1,0.60808,0.262981,[9 2] ; [35 12],[8.34482759 2.65517241] ; [35.65517241 11.34482759],0
u4,1,0.620573,0.245063,[ 1 33] ; [ 13 256],[ 1.5709571 32.4290429] ; [ 12.4290429 256.5709571],0
n1,1,0.666516,0.185705,[5 5] ; [20 27],[4.38596491 5.61403509] ; [20.61403509 26.38596491],0
s1,1,0.696762,0.151862,[ 1 32] ; [ 12 255],[ 1.43 31.57] ; [ 11.57 255.43],0
r2,1,0.766981,0.087809,[31  2] ; [254  13],[31.35  1.65] ; [253.65  13.35],0
s7,1,0.813928,0.055395,[24  8] ; [187  69],[23.44444444  8.55555556] ; [187.55555556  68.44444444],0
s4,1,0.824035,0.049443,[ 7 26] ; [ 61 205],[ 7.50501672 25.49498328] ; [ 60.49498328 205.50501672],0
s8,1,0.85237,0.034631,[23 11] ; [177  91],[22.51655629 11.48344371] ; [177.48344371  90.51655629],0
a6,1,0.897592,0.016565,[23 11] ; [179  90],[22.66666667 11.33333333] ; [179.33333333  89.66666667],0
p7,1,0.968163,0.001593,[25  9] ; [194  71],[24.90301003  9.09698997] ; [194.09698997  70.90301003],0
n5,1,0.969419,0.00147,[27  6] ; [220  48],[27.07973422  5.92026578] ; [219.92026578  48.07973422],0
