Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000422,12.430736,[18 12] ; [29 83],[ 9.92957746 20.07042254] ; [37.07042254 74.92957746],1
b5,1,0.361562,0.832461,[16 14] ; [70 42],[18.16901408 11.83098592] ; [67.83098592 44.16901408],0
p7,1,0.363401,0.826106,[18 10] ; [58 48],[15.88059701 12.11940299] ; [60.11940299 45.88059701],0
p4,1,0.385905,0.751805,[15 14] ; [47 63],[12.9352518 16.0647482] ; [49.0647482 60.9352518],0
n1,1,0.417292,0.657929,[6 7] ; [11 22],[4.80434783 8.19565217] ; [12.19565217 20.80434783],0
p8,1,0.421393,0.646426,[14 15] ; [44 66],[12.10071942 16.89928058] ; [45.89928058 64.10071942],0
a1,1,0.454189,0.560177,[ 2 28] ; [  4 108],[ 1.26760563 28.73239437] ; [  4.73239437 107.26760563],0
d2,1,0.464062,0.536079,[13 17] ; [40 71],[11.27659574 18.72340426] ; [41.72340426 69.27659574],0
p1,1,0.484371,0.489006,[ 3 27] ; [  7 104],[ 2.12765957 27.87234043] ; [  7.87234043 103.12765957],0
b4,1,0.485465,0.486562,[19 11] ; [63 49],[17.32394366 12.67605634] ; [64.67605634 47.32394366],0
d3,1,0.517146,0.41958,[21  9] ; [70 40],[19.5 10.5] ; [71.5 38.5],0
v3,1,0.531259,0.391983,[ 7 22] ; [31 72],[ 8.34848485 20.65151515] ; [29.65151515 73.34848485],0
n5,1,0.593941,0.284232,[12 18] ; [50 60],[13.28571429 16.71428571] ; [48.71428571 61.28571429],0
d5,1,0.619653,0.246355,[24  6] ; [84 27],[22.9787234  7.0212766] ; [85.0212766 25.9787234],0
a2,1,0.631655,0.229823,[ 4 26] ; [19 93],[ 4.85915493 25.14084507] ; [18.14084507 93.85915493],0
r2,1,0.641292,0.217057,[25  4] ; [100  12],[25.70921986  3.29078014] ; [99.29078014 12.70921986],0
r4,1,0.656099,0.198297,[23  7] ; [90 22],[23.87323944  6.12676056] ; [89.12676056 22.87323944],0
u3,1,0.681519,0.168421,[7 3] ; [29  9],[7.5 2.5] ; [28.5  9.5],0
a8,1,0.751308,0.100435,[ 2 27] ; [ 9 94],[ 2.41666667 26.58333333] ; [ 8.58333333 94.41666667],0
r1,1,0.7759,0.081034,[21  8] ; [84 28],[21.59574468  7.40425532] ; [83.40425532 28.59574468],0
a5,1,0.802197,0.062753,[18 12] ; [70 42],[18.5915493 11.4084507] ; [69.4084507 42.5915493],0
n4,1,0.812252,0.056416,[14 16] ; [55 57],[14.57746479 15.42253521] ; [54.42253521 57.57746479],0
p11,1,0.850935,0.035316,[19 11] ; [73 39],[19.43661972 10.56338028] ; [72.56338028 39.43661972],0
u1,1,0.856586,0.03266,[ 3 27] ; [ 10 102],[ 2.74647887 27.25352113] ; [ 10.25352113 101.74647887],0
a3,1,0.878977,0.023185,[20 10] ; [73 39],[19.64788732 10.35211268] ; [73.35211268 38.64788732],0
r3,1,0.89831,0.016332,[27  3] ; [99 12],[26.80851064  3.19148936] ; [99.19148936 11.80851064],0
v2,1,0.930294,0.007652,[14 16] ; [49 54],[14.21052632 15.78947368] ; [48.78947368 54.21052632],0
b1,1,0.949128,0.004071,[16 14] ; [59 53],[15.84507042 14.15492958] ; [59.15492958 52.84507042],0
