Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,8e-06,19.890566,[25 33] ; [ 8 71],[13.97080292 44.02919708] ; [19.02919708 59.97080292],1
n1,1,0.422852,0.642375,[ 4 19] ; [ 9 25],[ 5.24561404 17.75438596] ; [ 7.75438596 26.24561404],0
a8,1,0.463686,0.536983,[ 1 56] ; [ 3 73],[ 1.71428571 55.28571429] ; [ 2.28571429 73.71428571],0
b4,1,0.500971,0.452878,[37 24] ; [44 36],[35.04255319 25.95744681] ; [45.95744681 34.04255319],0
b5,1,0.509883,0.434308,[34 27] ; [49 31],[35.90780142 25.09219858] ; [47.09219858 32.90780142],0
n3,1,0.514005,0.425906,[13  9] ; [23 11],[14.14285714  7.85714286] ; [21.85714286 12.14285714],0
p1,1,0.615885,0.251694,[ 2 59] ; [ 4 76],[ 2.59574468 58.40425532] ; [ 3.40425532 76.59574468],0
s5,1,0.676723,0.173838,[11 50] ; [12 66],[10.09352518 50.90647482] ; [12.90647482 65.09352518],0
n6,1,0.706661,0.141635,[40 21] ; [50 30],[38.93617021 22.06382979] ; [51.06382979 28.93617021],0
s8,1,0.719569,0.128907,[ 9 52] ; [10 69],[ 8.27857143 52.72142857] ; [10.72142857 68.27857143],0
n5,1,0.742679,0.107786,[20 41] ; [28 51],[20.91428571 40.08571429] ; [27.08571429 51.91428571],0
u3,1,0.764276,0.089922,[7 8] ; [22 21],[7.5 7.5] ; [21.5 21.5],0
p7,1,0.773496,0.082831,[29 32] ; [39 39],[29.84172662 31.15827338] ; [38.15827338 39.84172662],0
p8,1,0.800967,0.063552,[26 35] ; [32 47],[25.27142857 35.72857143] ; [32.72857143 46.27142857],0
d2,1,0.810029,0.057787,[21 40] ; [26 54],[20.33333333 40.66666667] ; [26.66666667 53.33333333],0
p2,1,0.823868,0.049538,[43 18] ; [55 25],[42.39716312 18.60283688] ; [55.60283688 24.39716312],0
u2,1,0.884828,0.020982,[8 7] ; [22 21],[7.75862069 7.24137931] ; [22.24137931 20.75862069],0
p6,1,0.965061,0.001919,[10 49] ; [13 65],[ 9.90510949 49.09489051] ; [13.09489051 64.90510949],0
n2,1,0.984152,0.000395,[13  9] ; [20 14],[12.96428571  9.03571429] ; [20.03571429 13.96428571],0
