Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,52.464347,[102  62] ; [ 27 106],[71.23232323 92.76767677] ; [57.76767677 75.23232323],1
d2,1,0.175424,1.835968,[100  71] ; [69 67],[94.13355049 76.86644951] ; [74.86644951 61.13355049],0
u1,1,0.177503,1.818403,[ 41 130] ; [ 24 112],[ 36.20521173 134.79478827] ; [ 28.79478827 107.20521173],0
s1,1,0.202734,1.622572,[  6 164] ; [  9 125],[  8.38815789 161.61184211] ; [  6.61184211 127.38815789],0
a2,1,0.217346,1.521806,[ 51 120] ; [ 32 104],[ 46.23127036 124.76872964] ; [36.76872964 99.23127036],0
n6,1,0.220017,1.504261,[153  16] ; [117  19],[149.60655738  19.39344262] ; [120.39344262  15.60655738],0
p6,1,0.238575,1.388994,[91 78] ; [64 72],[85.8852459 83.1147541] ; [69.1147541 66.8852459],0
n2,1,0.243812,1.35842,[21  4] ; [19  8],[19.23076923  5.76923077] ; [20.76923077  6.23076923],0
n3,1,0.243812,1.35842,[21  4] ; [19  8],[19.23076923  5.76923077] ; [20.76923077  6.23076923],0
r1,1,0.289847,1.12033,[145  25] ; [109  26],[141.57377049  28.42622951] ; [112.42622951  22.57377049],0
p2,1,0.294346,1.099636,[157  14] ; [120  16],[154.28990228  16.71009772] ; [122.71009772  13.28990228],0
s8,1,0.302487,1.063199,[111  59] ; [81 55],[106.66666667  63.33333333] ; [85.33333333 50.66666667],0
p3,1,0.30901,1.034904,[122  49] ; [89 46],[117.91176471  53.08823529] ; [93.08823529 41.91176471],0
u4,1,0.315583,1.007164,[  9 162] ; [  4 132],[  7.24104235 163.75895765] ; [  5.75895765 130.24104235],0
d3,1,0.375034,0.786917,[132  39] ; [99 37],[128.66775244  42.33224756] ; [102.33224756  33.66775244],0
p1,1,0.376919,0.780727,[ 17 153] ; [ 18 118],[ 19.44444444 150.55555556] ; [ 15.55555556 120.44444444],0
p11,1,0.391298,0.734904,[140  31] ; [106  30],[137.0228013  33.9771987] ; [108.9771987  27.0228013],0
p7,1,0.398612,0.712509,[131  38] ; [99 36],[127.86184211  41.13815789] ; [102.13815789  32.86184211],0
v4,1,0.429384,0.62449,[162   8] ; [132   4],[163.33333333   6.66666667] ; [130.66666667   5.33333333],0
s7,1,0.456823,0.553669,[120  45] ; [88 40],[117.1331058  47.8668942] ; [90.8668942 37.1331058],0
a6,1,0.477158,0.505351,[116  55] ; [87 49],[113.07166124  57.92833876] ; [89.92833876 46.07166124],0
s2,1,0.547404,0.361988,[144  27] ; [111  25],[142.03583062  28.96416938] ; [112.96416938  23.03583062],0
a1,1,0.553168,0.351672,[ 13 158] ; [  8 128],[ 11.6970684 159.3029316] ; [  9.3029316 126.6970684],0
s5,1,0.654399,0.200399,[77 86] ; [58 72],[75.10238908 87.89761092] ; [59.89761092 70.10238908],0
n1,1,0.667817,0.184167,[13 11] ; [13 14],[12.23529412 11.76470588] ; [13.76470588 13.23529412],0
a8,1,0.678292,0.172055,[ 24 136] ; [ 17 111],[ 22.77777778 137.22222222] ; [ 18.22222222 109.77777778],0
n4,1,0.722361,0.126242,[142  29] ; [110  25],[140.82352941  30.17647059] ; [111.17647059  23.82352941],0
p5,1,0.729068,0.119969,[ 31 140] ; [ 26 106],[ 32.16831683 138.83168317] ; [ 24.83168317 107.16831683],0
n5,1,0.744904,0.105863,[142  29] ; [111  25],[140.9218241  30.0781759] ; [112.0781759  23.9218241],0
s6,1,0.782685,0.076078,[144  23] ; [117  17],[144.80730897  22.19269103] ; [116.19269103  17.80730897],0
a4,1,0.791526,0.06987,[81 90] ; [66 69],[82.14705882 88.85294118] ; [64.85294118 70.14705882],0
b3,1,0.794208,0.068043,[41 70] ; [32 59],[40.11386139 70.88613861] ; [32.88613861 58.11386139],0
b2,1,0.794208,0.068043,[41 70] ; [32 59],[40.11386139 70.88613861] ; [32.88613861 58.11386139],0
b5,1,0.882418,0.021876,[97 74] ; [76 60],[96.36156352 74.63843648] ; [76.63843648 59.36156352],0
u2,1,0.901382,0.015355,[18 12] ; [24 17],[17.74647887 12.25352113] ; [24.25352113 16.74647887],0
u3,1,0.994396,4.9e-05,[19 11] ; [26 15],[19.01408451 10.98591549] ; [25.98591549 15.01408451],0
