Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,36.185142,[51 13] ; [34 72],[32. 32.] ; [53. 53.],1
a5,1,0.290899,1.115454,[47 18] ; [73 40],[43.82022472 21.17977528] ; [76.17977528 36.82022472],0
r3,1,0.295862,1.092752,[62  3] ; [103  10],[60.25280899  4.74719101] ; [104.74719101   8.25280899],0
n6,1,0.363225,0.826711,[55  9] ; [91 22],[52.79096045 11.20903955] ; [93.20903955 19.79096045],0
p12,1,0.411845,0.673469,[ 4 60] ; [  4 108],[ 2.90909091 61.09090909] ; [  5.09090909 106.90909091],0
p9,1,0.436816,0.604633,[54  9] ; [90 21],[52.13793103 10.86206897] ; [91.86206897 19.13793103],0
p1,1,0.463679,0.537,[ 6 59] ; [  7 105],[ 4.7740113 60.2259887] ; [  8.2259887 103.7740113],0
b5,1,0.48719,0.482727,[38 27] ; [72 41],[40.16853933 24.83146067] ; [69.83146067 43.16853933],0
p6,1,0.57159,0.320029,[24 41] ; [37 76],[22.2752809 42.7247191] ; [38.7247191 74.2752809],0
s6,1,0.594071,0.284032,[41 19] ; [72 40],[39.41860465 20.58139535] ; [73.58139535 38.41860465],0
u1,1,0.60773,0.263494,[ 6 59] ; [  8 105],[ 5.11235955 59.88764045] ; [  8.88764045 104.11235955],0
u3,1,0.649606,0.206397,[ 9 11] ; [24 23],[ 9.85074627 10.14925373] ; [23.14925373 23.85074627],0
a7,1,0.668997,0.182778,[47 18] ; [85 28],[48.20224719 16.79775281] ; [83.79775281 29.20224719],0
n5,1,0.676504,0.174088,[47 16] ; [81 32],[45.81818182 17.18181818] ; [82.18181818 30.81818182],0
n2,1,0.696933,0.151682,[13  3] ; [24  4],[13.45454545  2.54545455] ; [23.54545455  4.45454545],0
a6,1,0.733002,0.116373,[38 27] ; [69 44],[39.07303371 25.92696629] ; [67.92696629 45.07303371],0
a8,1,0.738059,0.11184,[10 48] ; [16 89],[ 9.25153374 48.74846626] ; [16.74846626 88.25153374],0
n3,1,0.743552,0.107029,[12  4] ; [19  8],[11.53488372  4.46511628] ; [19.46511628  7.53488372],0
u2,1,0.792952,0.068896,[11 10] ; [23 24],[10.5 10.5] ; [23.5 23.5],0
d5,1,0.798413,0.06523,[50 15] ; [85 28],[49.29775281 15.70224719] ; [85.70224719 27.29775281],0
p10,1,0.835108,0.043328,[51 12] ; [90 23],[50.47159091 12.52840909] ; [90.52840909 22.47159091],0
p7,1,0.893857,0.017802,[44 18] ; [77 33],[43.61627907 18.38372093] ; [77.38372093 32.61627907],0
s1,1,0.945477,0.004677,[ 3 61] ; [  5 107],[ 2.90909091 61.09090909] ; [  5.09090909 106.90909091],0
v4,1,0.945477,0.004677,[61  3] ; [107   5],[61.09090909  2.90909091] ; [106.90909091   5.09090909],0
p2,1,0.987279,0.000254,[57  8] ; [99 14],[56.96629213  8.03370787] ; [99.03370787 13.96629213],0
