Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.9e-05,18.335402,[22  6] ; [34 68],[12.06153846 15.93846154] ; [43.93846154 58.06153846],1
a4,1,0.557578,0.343915,[11 17] ; [34 68],[ 9.69230769 18.30769231] ; [35.30769231 66.69230769],0
a8,1,0.559057,0.34134,[ 2 22] ; [ 5 91],[ 1.4 22.6] ; [ 5.6 90.4],0
r2,1,0.579807,0.306547,[24  4] ; [82 19],[23.00775194  4.99224806] ; [82.99224806 18.00775194],0
v2,1,0.641487,0.216803,[12 16] ; [38 62],[10.9375 17.0625] ; [39.0625 60.9375],0
a7,1,0.754955,0.097414,[17 11] ; [58 43],[16.27906977 11.72093023] ; [58.72093023 42.27906977],0
a6,1,0.795824,0.066954,[15 13] ; [58 45],[15.60305344 12.39694656] ; [57.39694656 45.60305344],0
a1,1,0.796267,0.066657,[ 2 26] ; [ 6 97],[ 1.70992366 26.29007634] ; [ 6.29007634 96.70992366],0
d2,1,0.816566,0.053807,[14 14] ; [48 53],[13.45736434 14.54263566] ; [48.54263566 52.45736434],0
p3,1,0.858887,0.03161,[ 9 19] ; [31 71],[ 8.61538462 19.38461538] ; [31.38461538 70.61538462],0
b1,1,0.89127,0.018686,[14 14] ; [53 50],[14.32061069 13.67938931] ; [52.67938931 50.32061069],0
s1,1,0.891656,0.018553,[ 2 26] ; [ 8 93],[ 2.17054264 25.82945736] ; [ 7.82945736 93.17054264],0
a5,1,0.940132,0.005641,[15 13] ; [56 47],[15.17557252 12.82442748] ; [55.82442748 47.17557252],0
d5,1,0.940227,0.005623,[18 10] ; [67 36],[18.16793893  9.83206107] ; [66.83206107 36.16793893],0
