Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.006199,7.49157,[49  9] ; [22 15],[43.34736842 14.65263158] ; [27.65263158  9.34736842],0
s1,1,0.606768,0.264908,[ 5 53] ; [ 2 33],[ 4.3655914 53.6344086] ; [ 2.6344086 32.3655914],0
p6,1,0.610703,0.259153,[25 30] ; [14 21],[23.83333333 31.16666667] ; [15.16666667 19.83333333],0
r4,1,0.665732,0.186635,[49  9] ; [30  7],[48.23157895  9.76842105] ; [30.76842105  6.23157895],0
d4,1,0.677184,0.173313,[46 12] ; [28  9],[45.17894737 12.82105263] ; [28.82105263  8.17894737],0
n1,1,0.715697,0.132653,[6 8] ; [6 6],[6.46153846 7.53846154] ; [5.53846154 6.46153846],0
n3,1,0.715697,0.132653,[8 6] ; [6 6],[7.53846154 6.46153846] ; [6.46153846 5.53846154],0
a1,1,0.745958,0.104959,[ 1 57] ; [ 1 36],[ 1.22105263 56.77894737] ; [ 0.77894737 36.22105263],0
r3,1,0.795985,0.066847,[54  4] ; [34  2],[54.29787234  3.70212766] ; [33.70212766  2.29787234],0
p11,1,0.821299,0.05102,[42 16] ; [26 11],[41.51578947 16.48421053] ; [26.48421053 10.51578947],0
p7,1,0.832457,0.044754,[38 18] ; [23 12],[37.53846154 18.46153846] ; [23.46153846 11.53846154],0
a7,1,0.836647,0.042512,[38 20] ; [25 12],[38.46315789 19.53684211] ; [24.53684211 12.46315789],0
n2,1,0.837829,0.04189,[10  4] ; [9 3],[10.23076923  3.76923077] ; [8.76923077 3.23076923],0
d5,1,0.952466,0.003553,[42 16] ; [27 10],[42.12631579 15.87368421] ; [26.87368421 10.12631579],0
n4,1,0.965128,0.001911,[41 17] ; [26 11],[40.90526316 17.09473684] ; [26.09473684 10.90526316],0
a3,1,0.978071,0.000756,[34 24] ; [21 15],[33.93617021 24.06382979] ; [21.06382979 14.93617021],0
a4,1,0.995491,3.2e-05,[11 47] ; [ 7 30],[10.98947368 47.01052632] ; [ 7.01052632 29.98947368],0
