Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,4e-06,21.288125,[118  26] ; [16 20],[107.2  36.8] ; [26.8  9.2],1
s4,1,0.08748,2.920152,[ 24 119] ; [ 2 34],[ 20.77094972 122.22905028] ; [ 5.22905028 30.77094972],0
v4,1,0.091021,2.856216,[139   6] ; [31  4],[136.94444444   8.05555556] ; [33.05555556  1.94444444],0
u1,1,0.092241,2.834829,[ 24 121] ; [ 2 34],[ 20.82872928 124.17127072] ; [ 5.17127072 30.82872928],0
p11,1,0.131454,2.275253,[114  31] ; [24 12],[110.55248619  34.44751381] ; [27.44751381  8.55248619],0
a2,1,0.160495,1.969556,[ 36 109] ; [ 5 31],[ 32.84530387 112.15469613] ; [ 8.15469613 27.84530387],0
r2,1,0.163901,1.937862,[133  10] ; [30  5],[130.9494382  12.0505618] ; [32.0505618  2.9494382],0
a4,1,0.178394,1.810955,[70 74] ; [13 23],[66.4 77.6] ; [16.6 19.4],0
s3,1,0.187602,1.736347,[81 62] ; [15 19],[77.55932203 65.44067797] ; [18.44067797 15.55932203],0
n1,1,0.199294,1.647538,[11 22] ; [7 6],[12.91304348 20.08695652] ; [5.08695652 7.91304348],0
r3,1,0.227276,1.457826,[137   8] ; [32  4],[135.38674033   9.61325967] ; [33.61325967  2.38674033],0
d3,1,0.26005,1.268492,[110  35] ; [24 12],[107.3480663  37.6519337] ; [26.6519337  9.3480663],0
a5,1,0.30078,1.070733,[109  36] ; [24 12],[106.54696133  38.45303867] ; [26.45303867  9.54696133],0
a3,1,0.325475,0.966818,[101  44] ; [22 14],[98.5359116 46.4640884] ; [24.4640884 11.5359116],0
d4,1,0.336445,0.923932,[119  26] ; [27  9],[116.96132597  28.03867403] ; [29.03867403  6.96132597],0
v3,1,0.371079,0.800048,[50 91] ; [ 9 24],[47.81034483 93.18965517] ; [11.18965517 21.81034483],0
a8,1,0.463142,0.53829,[ 19 114] ; [ 3 29],[ 17.73333333 115.26666667] ; [ 4.26666667 27.73333333],0
b2,1,0.46442,0.53522,[33 60] ; [ 6 16],[31.53913043 61.46086957] ; [ 7.46086957 14.53913043],0
b3,1,0.46442,0.53522,[33 60] ; [ 6 16],[31.53913043 61.46086957] ; [ 7.46086957 14.53913043],0
a6,1,0.500602,0.45366,[92 53] ; [25 11],[93.72928177 51.27071823] ; [23.27071823 12.72928177],0
a1,1,0.557263,0.344466,[  5 140] ; [ 2 34],[  5.60773481 139.39226519] ; [ 1.39226519 34.60773481],0
b5,1,0.570591,0.321694,[92 53] ; [21 15],[90.52486188 54.47513812] ; [22.47513812 13.52486188],0
p8,1,0.57156,0.32008,[73 70] ; [16 19],[71.5 71.5] ; [17.5 17.5],0
p5,1,0.60475,0.267891,[ 12 132] ; [ 2 33],[ 11.26256983 132.73743017] ; [ 2.73743017 32.26256983],0
p7,1,0.656499,0.197805,[93 51] ; [24 11],[94.12290503 49.87709497] ; [22.87709497 12.12290503],0
p12,1,0.704818,0.143508,[  6 139] ; [ 1 35],[  5.60773481 139.39226519] ; [ 1.39226519 34.60773481],0
p1,1,0.77224,0.083779,[ 10 135] ; [ 2 34],[  9.61325967 135.38674033] ; [ 2.38674033 33.61325967],0
n2,1,0.799633,0.064426,[24  8] ; [10  4],[23.65217391  8.34782609] ; [10.34782609  3.65217391],0
b4,1,0.85494,0.033423,[83 62] ; [20 16],[82.51381215 62.48618785] ; [20.48618785 15.51381215],0
d5,1,0.94042,0.005586,[116  29] ; [29  7],[116.16022099  28.83977901] ; [28.83977901  7.16022099],0
n3,1,0.975316,0.000957,[23  9] ; [10  4],[22.95652174  9.04347826] ; [10.04347826  3.95652174],0
v2,1,0.989597,0.00017,[75 67] ; [18 16],[75.03409091 66.96590909] ; [17.96590909 16.03409091],0
