Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.00437,8.123299,[13 10] ; [25 72],[ 7.28333333 15.71666667] ; [30.71666667 66.28333333],0
d3,1,0.254956,1.295941,[ 5 18] ; [33 64],[ 7.28333333 15.71666667] ; [30.71666667 66.28333333],0
u4,1,0.263925,1.248053,[ 1 22] ; [ 1 96],[ 0.38333333 22.61666667] ; [ 1.61666667 95.38333333],0
p6,1,0.268321,1.225308,[ 4 19] ; [ 9 87],[ 2.51260504 20.48739496] ; [10.48739496 85.51260504],0
n5,1,0.293512,1.103441,[18  5] ; [65 32],[15.90833333  7.09166667] ; [67.09166667 29.90833333],0
v3,1,0.360232,0.837085,[ 7 15] ; [20 69],[ 5.35135135 16.64864865] ; [21.64864865 67.35135135],0
p5,1,0.372619,0.79491,[ 2 21] ; [ 4 92],[ 1.15966387 21.84033613] ; [ 4.84033613 91.15966387],0
a5,1,0.39414,0.726132,[12 11] ; [60 37],[13.8  9.2] ; [58.2 38.8],0
p11,1,0.450855,0.568501,[13 10] ; [63 34],[14.56666667  8.43333333] ; [61.43333333 35.56666667],0
a8,1,0.472011,0.517263,[ 1 20] ; [ 9 84],[ 1.84210526 19.15789474] ; [ 8.15789474 84.84210526],0
p1,1,0.473582,0.513606,[ 3 20] ; [ 8 89],[ 2.10833333 20.89166667] ; [ 8.89166667 88.10833333],0
a2,1,0.523228,0.407525,[ 1 22] ; [ 8 89],[ 1.725 21.275] ; [ 7.275 89.725],0
n2,1,0.537699,0.379821,[4 3] ; [31 14],[4.71153846 2.28846154] ; [30.28846154 14.71153846],0
b1,1,0.543887,0.368383,[10 13] ; [49 48],[11.30833333 11.69166667] ; [47.69166667 49.30833333],0
s6,1,0.60566,0.266544,[13 10] ; [48 47],[11.88983051 11.11016949] ; [49.11016949 45.88983051],0
p12,1,0.612586,0.256426,[ 1 22] ; [ 7 89],[ 1.54621849 21.45378151] ; [ 6.45378151 89.54621849],0
b5,1,0.617599,0.249256,[11 12] ; [52 45],[12.075 10.925] ; [50.925 46.075],0
s7,1,0.685764,0.163709,[ 9 13] ; [33 58],[ 8.17699115 13.82300885] ; [33.82300885 57.17699115],0
b2,1,0.734634,0.114899,[5 7] ; [31 35],[5.53846154 6.46153846] ; [30.46153846 35.53846154],0
b3,1,0.734634,0.114899,[5 7] ; [31 35],[5.53846154 6.46153846] ; [30.46153846 35.53846154],0
d4,1,0.785069,0.074376,[14  9] ; [62 35],[14.56666667  8.43333333] ; [61.43333333 35.56666667],0
n4,1,0.790304,0.070711,[17  6] ; [69 28],[16.48333333  6.51666667] ; [69.51666667 27.48333333],0
s3,1,0.832247,0.044868,[10 13] ; [39 56],[ 9.55084746 13.44915254] ; [39.44915254 55.55084746],0
r2,1,0.835454,0.043144,[19  4] ; [81 15],[19.32773109  3.67226891] ; [80.67226891 15.32773109],0
r1,1,0.853383,0.034153,[14  9] ; [57 40],[13.60833333  9.39166667] ; [57.39166667 39.60833333],0
s2,1,0.927897,0.008189,[ 8 15] ; [34 61],[ 8.18644068 14.81355932] ; [33.81355932 61.18644068],0
n1,1,0.937303,0.006187,[3 4] ; [20 25],[3.09615385 3.90384615] ; [19.90384615 25.09615385],0
a6,1,0.941053,0.005468,[10 13] ; [43 54],[10.15833333 12.84166667] ; [42.84166667 54.15833333],0
u1,1,0.96143,0.002339,[ 1 22] ; [ 4 93],[ 0.95833333 22.04166667] ; [ 4.04166667 92.95833333],0
