Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.012419,6.25,[24 12] ; [26 38],[18. 18.] ; [32. 32.],0
r2,1,0.300753,1.070853,[35  1] ; [58  5],[33.81818182  2.18181818] ; [59.18181818  3.81818182],0
s6,1,0.304019,1.056481,[26  7] ; [42 19],[23.87234043  9.12765957] ; [44.12765957 16.87234043],0
p7,1,0.304183,1.055767,[21 15] ; [29 32],[18.55670103 17.44329897] ; [31.44329897 29.55670103],0
a4,1,0.328632,0.954282,[15 20] ; [34 30],[17.32323232 17.67676768] ; [31.67676768 32.32323232],0
v4,1,0.382701,0.762007,[33  3] ; [54  9],[31.63636364  4.36363636] ; [55.36363636  7.63636364],0
u1,1,0.409797,0.679389,[ 8 28] ; [10 54],[ 6.48 29.52] ; [11.52 52.48],0
b4,1,0.422875,0.642312,[21 15] ; [32 32],[19.08 16.92] ; [33.92 30.08],0
v3,1,0.441855,0.591461,[16 19] ; [23 38],[14.21875 20.78125] ; [24.78125 36.21875],0
s8,1,0.485214,0.487122,[17 18] ; [26 37],[15.35714286 19.64285714] ; [27.64285714 35.35714286],0
b5,1,0.497234,0.460835,[26 10] ; [42 22],[24.48 11.52] ; [43.52 20.48],0
n5,1,0.497534,0.460192,[26 10] ; [40 21],[24.49484536 11.50515464] ; [41.50515464 19.49484536],0
r1,1,0.518458,0.416959,[28  7] ; [46 16],[26.70103093  8.29896907] ; [47.29896907 14.70103093],0
s2,1,0.541124,0.37346,[18 17] ; [37 27],[19.44444444 15.55555556] ; [35.55555556 28.44444444],0
v2,1,0.54912,0.358896,[19 17] ; [36 25],[20.41237113 15.58762887] ; [34.58762887 26.41237113],0
u2,1,0.563293,0.334035,[7 7] ; [ 8 12],[6.17647059 7.82352941] ; [ 8.82352941 11.17647059],0
a8,1,0.566162,0.329146,[ 3 25] ; [ 9 50],[ 3.86206897 24.13793103] ; [ 8.13793103 50.86206897],0
p10,1,0.570121,0.322479,[23 13] ; [36 26],[21.67346939 14.32653061] ; [37.32653061 24.67346939],0
n3,1,0.586289,0.296178,[6 3] ; [19  6],[6.61764706 2.38235294] ; [18.38235294  6.61764706],0
u3,1,0.59256,0.286364,[7 7] ; [13  9],[7.77777778 6.22222222] ; [12.22222222  9.77777778],0
p9,1,0.627171,0.235917,[25 10] ; [42 21],[23.92857143 11.07142857] ; [43.07142857 19.92857143],0
a6,1,0.636386,0.223499,[22 14] ; [36 28],[20.88 15.12] ; [37.12 26.88],0
r3,1,0.652789,0.202402,[32  4] ; [54  9],[31.27272727  4.72727273] ; [54.72727273  8.27272727],0
s4,1,0.728696,0.120313,[ 7 28] ; [11 53],[ 6.36363636 28.63636364] ; [11.63636364 52.36363636],0
a2,1,0.735462,0.114155,[ 9 27] ; [18 46],[ 9.72 26.28] ; [17.28 46.72],0
b3,1,0.778253,0.079296,[ 5 12] ; [11 22],[ 5.44 11.56] ; [10.56 22.44],0
b2,1,0.778253,0.079296,[ 5 12] ; [11 22],[ 5.44 11.56] ; [10.56 22.44],0
s5,1,0.803976,0.061605,[12 21] ; [23 36],[12.55434783 20.44565217] ; [22.44565217 36.55434783],0
d2,1,0.880741,0.022509,[18 18] ; [31 33],[17.64 18.36] ; [31.36 32.64],0
d5,1,0.889755,0.019214,[28  8] ; [49 15],[27.72  8.28] ; [49.28 14.72],0
s3,1,0.911854,0.012255,[19 16] ; [34 30],[18.73737374 16.26262626] ; [34.26262626 29.73737374],0
a3,1,0.927502,0.008279,[22 12] ; [42 22],[22.20408163 11.79591837] ; [41.79591837 22.20408163],0
p1,1,0.94075,0.005525,[ 4 31] ; [ 7 57],[ 3.88888889 31.11111111] ; [ 7.11111111 56.88888889],0
d4,1,0.967907,0.001619,[28  8] ; [50 14],[28.08  7.92] ; [49.92 14.08],0
