Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,78.404615,[106  17] ; [ 2 31],[85.15384615 37.84615385] ; [22.84615385 10.15384615],1
s5,1,0.024961,5.026619,[42 76] ; [ 5 28],[36.72847682 81.27152318] ; [10.27152318 22.72847682],0
d1,1,0.026713,4.909237,[52 71] ; [ 7 26],[46.51923077 76.48076923] ; [12.48076923 20.51923077],0
a4,1,0.026804,4.903422,[57 65] ; [ 8 24],[51.49350649 70.50649351] ; [13.50649351 18.49350649],0
d4,1,0.038087,4.301146,[83 39] ; [16 17],[77.92258065 44.07741935] ; [21.07741935 11.92258065],0
p3,1,0.062055,3.4816,[53 70] ; [ 8 24],[48.40645161 74.59354839] ; [12.59354839 19.40645161],0
s2,1,0.077875,3.108694,[50 72] ; [ 8 25],[45.6516129 76.3483871] ; [12.3483871 20.6516129],0
p5,1,0.090266,2.86962,[ 17 105] ; [ 1 31],[ 14.25974026 107.74025974] ; [ 3.74025974 28.25974026],0
u2,1,0.112411,2.52,[24 24] ; [ 4 11],[21.33333333 26.66666667] ; [6.66666667 8.33333333],0
a5,1,0.11966,2.421761,[78 45] ; [16 17],[74.11538462 48.88461538] ; [19.88461538 13.11538462],0
b5,1,0.197235,1.662733,[64 59] ; [13 20],[60.71153846 62.28846154] ; [16.28846154 16.71153846],0
a1,1,0.200128,1.641443,[  7 116] ; [ 4 29],[  8.67307692 114.32692308] ; [ 2.32692308 30.67307692],0
b1,1,0.26088,1.264079,[61 62] ; [20 13],[63.86538462 59.13461538] ; [17.13461538 15.86538462],0
n3,1,0.305945,1.048101,[23 16] ; [ 8 10],[21.21052632 17.78947368] ; [9.78947368 8.21052632],0
p1,1,0.377122,0.780064,[ 12 111] ; [ 5 28],[ 13.40384615 109.59615385] ; [ 3.59615385 29.40384615],0
v1,1,0.404315,0.695455,[42 78] ; [ 9 24],[40. 80.] ; [11. 22.],0
d3,1,0.436356,0.605846,[54 69] ; [12 21],[52.03846154 70.96153846] ; [13.96153846 19.03846154],0
a3,1,0.47095,0.519747,[75 47] ; [18 15],[73.2 48.8] ; [19.8 13.2],0
p12,1,0.532847,0.388959,[  7 115] ; [ 1 32],[  6.29677419 115.70322581] ; [ 1.70322581 31.29677419],0
b4,1,0.540531,0.374556,[67 56] ; [16 17],[65.44230769 57.55769231] ; [17.55769231 15.44230769],0
n1,1,0.577723,0.30993,[16 25] ; [ 6 13],[15.03333333 25.96666667] ; [ 6.96666667 12.03333333],0
d2,1,0.71183,0.136456,[54 68] ; [13 19],[53.07792208 68.92207792] ; [13.92207792 18.07792208],0
n4,1,0.719286,0.129178,[86 37] ; [22 11],[85.15384615 37.84615385] ; [22.84615385 10.15384615],0
v3,1,0.73717,0.11263,[25 95] ; [ 6 27],[24.31372549 95.68627451] ; [ 6.68627451 26.31372549],0
a6,1,0.765522,0.088945,[52 71] ; [13 20],[51.25 71.75] ; [13.75 19.25],0
b2,1,0.778529,0.079094,[30 48] ; [10 14],[30.58823529 47.41176471] ; [ 9.41176471 14.58823529],0
b3,1,0.778529,0.079094,[30 48] ; [10 14],[30.58823529 47.41176471] ; [ 9.41176471 14.58823529],0
s4,1,0.832158,0.044916,[28 94] ; [ 7 26],[27.5483871 94.4516129] ; [ 7.4516129 25.5483871],0
n5,1,0.904055,0.01453,[90 32] ; [24  9],[89.72903226 32.27096774] ; [24.27096774  8.72903226],0
s1,1,0.917918,0.010621,[  8 114] ; [ 2 31],[  7.87096774 114.12903226] ; [ 2.12903226 30.87096774],0
