Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-05,19.497573,[128  97] ; [46 93],[107.55494505 117.44505495] ; [66.44505495 72.55494505],1
s2,1,0.065555,3.390946,[175  57] ; [96 48],[167.21276596  64.78723404] ; [103.78723404  40.21276596],0
a3,1,0.072073,3.235163,[192  42] ; [107  37],[185.0952381  48.9047619] ; [113.9047619  30.0952381],0
u4,1,0.087425,2.921156,[ 11 224] ; [  2 142],[  8.06068602 226.93931398] ; [  4.93931398 139.06068602],0
p4,1,0.088295,2.905179,[166  68] ; [90 54],[158.47619048  75.52380952] ; [97.52380952 46.47619048],0
b3,1,0.092595,2.82867,[78 91] ; [31 57],[71.6770428 97.3229572] ; [37.3229572 50.6770428],0
b2,1,0.092595,2.82867,[78 91] ; [31 57],[71.6770428 97.3229572] ; [37.3229572 50.6770428],0
d5,1,0.117711,2.44751,[204  30] ; [117  27],[198.71428571  35.28571429] ; [122.28571429  21.71428571],0
p10,1,0.146572,2.107573,[206  25] ; [121  23],[201.432  29.568] ; [125.568  18.432],0
a4,1,0.15144,2.057683,[119 116] ; [62 82],[112.22955145 122.77044855] ; [68.77044855 75.22955145],0
s4,1,0.156021,2.012379,[ 43 191] ; [ 35 108],[ 48.4137931 185.5862069] ; [ 29.5862069 113.4137931],0
a1,1,0.168205,1.898866,[ 16 219] ; [  5 139],[ 13.02110818 221.97889182] ; [  7.97889182 136.02110818],0
p11,1,0.17563,1.834219,[193  42] ; [110  34],[187.87598945  47.12401055] ; [115.12401055  28.87598945],0
d3,1,0.191566,1.705534,[173  62] ; [97 47],[167.41424802  67.58575198] ; [102.58575198  41.41424802],0
p12,1,0.207645,1.587768,[ 29 203] ; [ 12 132],[ 25.29787234 206.70212766] ; [ 15.70212766 128.29787234],0
p1,1,0.215912,1.531339,[ 27 206] ; [ 11 133],[ 23.48541114 209.51458886] ; [ 14.51458886 129.48541114],0
s7,1,0.274643,1.193408,[179  46] ; [103  35],[174.79338843  50.20661157] ; [107.20661157  30.79338843],0
p2,1,0.330803,0.945751,[202  32] ; [119  25],[198.71428571  35.28571429] ; [122.28571429  21.71428571],0
b4,1,0.350206,0.872711,[142  93] ; [80 64],[137.65171504  97.34828496] ; [84.34828496 59.65171504],0
s6,1,0.447729,0.576395,[197  35] ; [118  26],[194.36170213  37.63829787] ; [120.63829787  23.36170213],0
s1,1,0.483963,0.489919,[  8 223] ; [  7 135],[  9.28954424 221.71045576] ; [  5.71045576 136.28954424],0
u3,1,0.486783,0.48363,[31 12] ; [24 13],[29.5625 13.4375] ; [25.4375 11.5625],0
n6,1,0.596301,0.280611,[205  28] ; [124  20],[203.33421751  29.66578249] ; [125.66578249  18.33421751],0
s3,1,0.700859,0.14758,[171  60] ; [104  40],[169.4  61.6] ; [105.6  38.4],0
d1,1,0.73451,0.11501,[159  76] ; [95 49],[157.49340369  77.50659631] ; [96.50659631 47.49340369],0
b1,1,0.748475,0.102817,[ 94 141] ; [60 84],[ 95.48812665 139.51187335] ; [58.51187335 85.48812665],0
n3,1,0.764164,0.09001,[27 14] ; [31 14],[27.65116279 13.34883721] ; [30.34883721 14.65116279],0
a2,1,0.836888,0.042385,[ 63 172] ; [ 40 104],[ 63.86543536 171.13456464] ; [ 39.13456464 104.86543536],0
u1,1,0.838706,0.041432,[ 56 179] ; [ 33 111],[ 55.18469657 179.81530343] ; [ 33.81530343 110.18469657],0
d2,1,0.90687,0.013686,[132 103] ; [80 64],[131.45118734 103.54881266] ; [80.54881266 63.45118734],0
a7,1,0.921214,0.009782,[163  71] ; [101  43],[163.42857143  70.57142857] ; [100.57142857  43.42857143],0
a6,1,0.931924,0.007297,[155  79] ; [96 48],[155.38095238  78.61904762] ; [95.61904762 48.38095238],0
u2,1,0.957175,0.002884,[27 15] ; [24 13],[27.11392405 14.88607595] ; [23.88607595 13.11392405],0
