Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.00016,14.253321,[51  6] ; [18 15],[43.7 13.3] ; [25.3  7.7],1
d1,1,0.278399,1.17489,[ 1 57] ; [ 2 32],[ 1.89130435 56.10869565] ; [ 1.10869565 32.89130435],0
p12,1,0.286894,1.134142,[ 5 53] ; [ 1 33],[ 3.7826087 54.2173913] ; [ 2.2173913 31.7826087],0
d3,1,0.29118,1.114159,[10 48] ; [ 9 25],[11.97826087 46.02173913] ; [ 7.02173913 26.97826087],0
v1,1,0.293697,1.102599,[24 34] ; [10 23],[21.67032967 36.32967033] ; [12.32967033 20.67032967],0
a3,1,0.345083,0.891458,[27 31] ; [12 21],[24.85714286 33.14285714] ; [14.14285714 18.85714286],0
n2,1,0.392147,0.732274,[12  5] ; [9 7],[10.81818182  6.18181818] ; [10.18181818  5.81818182],0
b5,1,0.452056,0.565493,[26 32] ; [18 16],[27.73913043 30.26086957] ; [16.26086957 17.73913043],0
p2,1,0.452986,0.56317,[37 21] ; [19 15],[35.30434783 22.69565217] ; [20.69565217 13.30434783],0
b4,1,0.521511,0.410903,[33 25] ; [17 17],[31.52173913 26.47826087] ; [18.47826087 15.52173913],0
b3,1,0.523407,0.407175,[16 24] ; [ 7 15],[14.83870968 25.16129032] ; [ 8.16129032 13.83870968],0
b2,1,0.523407,0.407175,[16 24] ; [ 7 15],[14.83870968 25.16129032] ; [ 8.16129032 13.83870968],0
b1,1,0.554002,0.350196,[27 31] ; [18 16],[28.36956522 29.63043478] ; [16.63043478 17.36956522],0
u3,1,0.606205,0.265739,[12 19] ; [ 7 15],[11.11320755 19.88679245] ; [ 7.88679245 14.11320755],0
p6,1,0.620004,0.245862,[11 46] ; [ 5 28],[10.13333333 46.86666667] ; [ 5.86666667 27.13333333],0
n5,1,0.697731,0.150843,[38 19] ; [24 10],[38.83516484 18.16483516] ; [23.16483516 10.83516484],0
u1,1,0.699215,0.14929,[ 1 57] ; [ 1 33],[ 1.26086957 56.73913043] ; [ 0.73913043 33.26086957],0
a2,1,0.699215,0.14929,[ 1 57] ; [ 1 33],[ 1.26086957 56.73913043] ; [ 0.73913043 33.26086957],0
a4,1,0.724101,0.124597,[10 47] ; [ 5 29],[ 9.3956044 47.6043956] ; [ 5.6043956 28.3956044],0
p5,1,0.754456,0.097824,[ 4 53] ; [ 3 31],[ 4.38461538 52.61538462] ; [ 2.61538462 31.38461538],0
d4,1,0.756343,0.096277,[23 35] ; [12 21],[22.30769231 35.69230769] ; [12.69230769 20.30769231],0
a8,1,0.777578,0.079793,[ 6 47] ; [ 3 29],[ 5.61176471 47.38823529] ; [ 3.38823529 28.61176471],0
n4,1,0.800327,0.063971,[36 22] ; [22 12],[36.56521739 21.43478261] ; [21.43478261 12.56521739],0
d2,1,0.803045,0.062204,[15 43] ; [ 8 26],[14.5 43.5] ; [ 8.5 25.5],0
s1,1,0.816208,0.054022,[ 4 52] ; [ 2 32],[ 3.73333333 52.26666667] ; [ 2.26666667 31.73333333],0
s7,1,0.825268,0.048742,[17 39] ; [ 9 23],[16.54545455 39.45454545] ; [ 9.45454545 22.54545455],0
s2,1,0.828448,0.046956,[18 39] ; [10 24],[17.53846154 39.46153846] ; [10.46153846 23.53846154],0
v3,1,0.858705,0.031692,[11 45] ; [ 7 26],[11.3258427 44.6741573] ; [ 6.6741573 26.3258427],0
n1,1,0.908575,0.013187,[ 5 12] ; [ 5 11],[ 5.15151515 11.84848485] ; [ 4.84848485 11.15151515],0
s3,1,0.915268,0.01132,[27 29] ; [16 18],[26.75555556 29.24444444] ; [16.24444444 17.75555556],0
p4,1,0.984085,0.000398,[20 37] ; [12 22],[20.04395604 36.95604396] ; [11.95604396 22.04395604],0
