Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7e-06,20.220794,[ 7 28] ; [19  5],[15.42372881 19.57627119] ; [10.57627119 13.42372881],1
d2,1,0.624293,0.23988,[15 21] ; [12 13],[15.93442623 20.06557377] ; [11.06557377 13.93442623],0
b1,1,0.627528,0.235428,[23 14] ; [14 11],[22.08064516 14.91935484] ; [14.91935484 10.08064516],0
b5,1,0.639837,0.218955,[17 20] ; [13 12],[17.90322581 19.09677419] ; [12.09677419 12.90322581],0
n4,1,0.697282,0.151315,[24 13] ; [15 10],[23.27419355 13.72580645] ; [15.72580645  9.27419355],0
n3,1,0.726713,0.122152,[ 8 12] ; [6 7],[ 8.48484848 11.51515152] ; [5.51515152 7.48484848],0
u1,1,0.776712,0.080432,[ 1 36] ; [ 1 24],[ 1.19354839 35.80645161] ; [ 0.80645161 24.19354839],0
a6,1,0.795716,0.067027,[18 19] ; [13 12],[18.5 18.5] ; [12.5 12.5],0
a5,1,0.879948,0.022812,[20 17] ; [14 11],[20.29032258 16.70967742] ; [13.70967742 11.29032258],0
a2,1,0.8846,0.021066,[ 4 33] ; [ 3 22],[ 4.17741935 32.82258065] ; [ 2.82258065 22.17741935],0
v2,1,0.908797,0.013123,[ 5 32] ; [ 3 21],[ 4.85245902 32.14754098] ; [ 3.14754098 20.85245902],0
a3,1,0.927837,0.008202,[22 13] ; [16  9],[22.16666667 12.83333333] ; [15.83333333  9.16666667],0
v3,1,0.941452,0.005394,[ 8 29] ; [ 5 19],[ 7.8852459 29.1147541] ; [ 5.1147541 18.8852459],0
a7,1,0.952989,0.003475,[16 21] ; [11 14],[16.11290323 20.88709677] ; [10.88709677 14.11290323],0
