Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,44.692985,[132  29] ; [75 87],[103.17956656  57.82043344] ; [103.82043344  58.17956656],1
s3,1,0.51363,0.426664,[109  48] ; [120  45],[111.6552795  45.3447205] ; [117.3447205  47.6552795],0
b4,1,0.523981,0.40605,[95 67] ; [91 74],[92.14678899 69.85321101] ; [93.85321101 71.14678899],0
a6,1,0.539934,0.375662,[107  53] ; [105  60],[104.36923077  55.63076923] ; [107.63076923  57.36923077],0
s6,1,0.574119,0.31584,[131  27] ; [132  32],[129.04968944  28.95031056] ; [133.95031056  30.04968944],0
r1,1,0.58642,0.295969,[138  23] ; [137  27],[136.23076923  24.76923077] ; [138.76923077  25.23076923],0
a5,1,0.634282,0.226298,[132  30] ; [131  34],[130.29357798  31.70642202] ; [132.70642202  32.29357798],0
a7,1,0.637671,0.221801,[112  50] ; [118  47],[113.94495413  48.05504587] ; [116.05504587  48.94495413],0
b5,1,0.7125,0.135793,[90 72] ; [95 70],[91.65137615 70.34862385] ; [93.34862385 71.65137615],0
p2,1,0.719865,0.128622,[137  25] ; [141  23],[138.14723926  23.85276074] ; [139.85276074  24.14723926],0
a3,1,0.756782,0.09592,[133  27] ; [135  30],[131.93846154  28.06153846] ; [136.06153846  28.93846154],0
r3,1,0.759885,0.093411,[155   7] ; [158   6],[155.5398773   6.4601227] ; [157.4601227   6.5398773],0
u2,1,0.784688,0.074646,[18 11] ; [19 10],[18.5 10.5] ; [18.5 10.5],0
p9,1,0.791516,0.069877,[142  18] ; [144  20],[141.2345679  18.7654321] ; [144.7654321  19.2345679],0
a2,1,0.792422,0.069257,[ 45 117] ; [ 48 117],[ 46.0733945 115.9266055] ; [ 46.9266055 118.0733945],0
a4,1,0.827807,0.047313,[80 81] ; [80 85],[79.01840491 81.98159509] ; [80.98159509 84.01840491],0
n2,1,0.836736,0.042465,[21  7] ; [37 11],[21.36842105  6.63157895] ; [36.63157895 11.36842105],0
d2,1,0.841842,0.039815,[88 73] ; [92 73],[88.89570552 72.10429448] ; [91.10429448 73.89570552],0
n3,1,0.883019,0.021651,[18 10] ; [31 16],[18.29333333  9.70666667] ; [30.70666667 16.29333333],0
b1,1,0.929136,0.007909,[65 97] ; [67 98],[65.39449541 96.60550459] ; [66.60550459 98.39449541],0
u1,1,0.967271,0.001684,[ 37 125] ; [ 38 127],[ 37.1559633 124.8440367] ; [ 37.8440367 127.1559633],0
v4,1,0.982615,0.000475,[155   6] ; [157   6],[155.03703704   5.96296296] ; [156.96296296   6.03703704],0
