Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,43.873413,[13 63] ; [86 47],[36. 40.] ; [63. 70.],1
d1,1,0.428218,0.627653,[33 44] ; [65 69],[35.76303318 41.23696682] ; [62.23696682 71.76303318],0
u4,1,0.438158,0.601102,[ 1 76] ; [  4 130],[ 1.82464455 75.17535545] ; [  3.17535545 130.82464455],0
a6,1,0.472914,0.515158,[30 47] ; [59 75],[32.47867299 44.52132701] ; [56.52132701 77.47867299],0
n1,1,0.482953,0.492188,[ 9 15] ; [15 17],[10.28571429 13.71428571] ; [13.71428571 18.28571429],0
r2,1,0.52596,0.402192,[67  9] ; [120  12],[68.32692308  7.67307692] ; [118.67307692  13.32692308],0
s1,1,0.637728,0.221726,[ 2 75] ; [  5 126],[ 2.59134615 74.40865385] ; [  4.40865385 126.59134615],0
b1,1,0.650011,0.205887,[32 45] ; [60 74],[33.57345972 43.42654028] ; [58.42654028 75.57345972],0
a3,1,0.666125,0.186168,[53 24] ; [96 38],[54.37440758 22.62559242] ; [94.62559242 39.37440758],0
u2,1,0.667832,0.184149,[14  9] ; [21 17],[13.19672131  9.80327869] ; [21.80327869 16.19672131],0
p1,1,0.687319,0.162003,[ 7 70] ; [ 10 123],[ 6.23333333 70.76666667] ; [ 10.76666667 122.23333333],0
b5,1,0.688296,0.160936,[34 43] ; [63 71],[35.39810427 41.60189573] ; [61.60189573 72.39810427],0
b2,1,0.689817,0.159284,[22 31] ; [40 49],[23.14084507 29.85915493] ; [38.85915493 50.14084507],0
b3,1,0.689817,0.159284,[22 31] ; [40 49],[23.14084507 29.85915493] ; [38.85915493 50.14084507],0
a8,1,0.736258,0.113443,[ 7 66] ; [ 14 112],[ 7.70351759 65.29648241] ; [ 13.29648241 112.70351759],0
u3,1,0.773058,0.083162,[11 13] ; [16 22],[10.4516129 13.5483871] ; [16.5483871 21.4516129],0
n2,1,0.849518,0.035999,[19  6] ; [25  7],[19.29824561  5.70175439] ; [24.70175439  7.29824561],0
p7,1,0.872204,0.025876,[49 27] ; [83 48],[48.46376812 27.53623188] ; [83.53623188 47.46376812],0
a4,1,0.938652,0.005924,[34 43] ; [58 75],[33.73333333 43.26666667] ; [58.26666667 74.73333333],0
b4,1,0.945829,0.004617,[41 36] ; [72 62],[41.23696682 35.76303318] ; [71.76303318 62.23696682],0
