Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,54.002988,[287  83] ; [71 87],[250.87121212 119.12878788] ; [107.12878788  50.87121212],1
v4,1,0.046728,3.955171,[362   7] ; [151   8],[358.51704545  10.48295455] ; [154.48295455   4.51704545],0
r2,1,0.063,3.456599,[360   6] ; [153   7],[356.95437262   9.04562738] ; [156.04562738   3.95437262],0
s8,1,0.068877,3.309573,[146 223] ; [ 50 110],[136.71833648 232.28166352] ; [ 59.28166352 100.71833648],0
p11,1,0.069589,3.292686,[303  67] ; [120  40],[295.30188679  74.69811321] ; [127.69811321  32.30188679],0
u4,1,0.073627,3.200248,[ 12 358] ; [  1 159],[  9.0754717 360.9245283] ; [  3.9245283 156.0754717],0
r3,1,0.115621,2.475655,[367   3] ; [155   4],[365.10396975   4.89603025] ; [156.89603025   2.10396975],0
n5,1,0.12914,2.302809,[273  95] ; [107  51],[265.85551331 102.14448669] ; [114.14448669  43.85551331],0
b1,1,0.159941,1.97478,[144 226] ; [ 52 108],[136.83018868 233.16981132] ; [ 59.16981132 100.83018868],0
s3,1,0.201344,1.632595,[174 193] ; [84 73],[180.69847328 186.30152672] ; [77.30152672 79.69847328],0
v3,1,0.226944,1.459915,[138 212] ; [ 52 102],[131.94444444 218.05555556] ; [58.05555556 95.94444444],0
a7,1,0.237736,1.393968,[287  83] ; [115  43],[281.70454545  88.29545455] ; [120.29545455  37.70454545],0
p5,1,0.283467,1.150395,[ 17 350] ; [ 11 148],[ 19.53612167 347.46387833] ; [  8.46387833 150.53612167],0
p12,1,0.352364,0.864926,[ 21 346] ; [  6 153],[ 18.83840304 348.16159696] ; [  8.16159696 150.83840304],0
a8,1,0.425751,0.634387,[ 49 282] ; [ 18 131],[ 46.20208333 284.79791667] ; [ 20.79791667 128.20208333],0
s4,1,0.433731,0.612811,[ 38 330] ; [ 20 138],[ 40.57794677 327.42205323] ; [ 17.42205323 140.57794677],0
s6,1,0.450157,0.570258,[218 150] ; [88 70],[214.08365019 153.91634981] ; [91.91634981 66.08365019],0
s1,1,0.477167,0.505332,[ 11 355] ; [  3 154],[  9.79732314 356.20267686] ; [  4.20267686 152.79732314],0
s2,1,0.592677,0.286184,[148 220] ; [60 99],[145.24478178 222.75521822] ; [62.75521822 96.24478178],0
n6,1,0.597575,0.278669,[305  65] ; [128  31],[302.85444234  67.14555766] ; [130.14555766  28.85444234],0
u2,1,0.604512,0.268245,[50 33] ; [49 38],[48.33529412 34.66470588] ; [50.66470588 36.33529412],0
b4,1,0.648844,0.20736,[216 154] ; [90 70],[213.62264151 156.37735849] ; [92.37735849 67.62264151],0
b5,1,0.656168,0.198212,[233 137] ; [104  56],[235.26415094 134.73584906] ; [101.73584906  58.26415094],0
n2,1,0.688255,0.160981,[58 23] ; [21 10],[57.13392857 23.86607143] ; [21.86607143  9.13392857],0
u3,1,0.697928,0.150637,[49 33] ; [50 38],[47.75294118 34.24705882] ; [51.24705882 36.75294118],0
p1,1,0.701272,0.147152,[ 22 345] ; [ 11 149],[ 22.98102467 344.01897533] ; [ 10.01897533 149.98102467],0
p6,1,0.758044,0.094895,[110 256] ; [ 49 107],[111.48275862 254.51724138] ; [ 47.51724138 108.48275862],0
n3,1,0.8353,0.043226,[57 21] ; [24  8],[57.43636364 20.56363636] ; [23.56363636  8.43636364],0
n1,1,0.882209,0.021954,[26 53] ; [11 21],[26.33333333 52.66666667] ; [10.66666667 21.33333333],0
p7,1,0.963083,0.002142,[222 143] ; [94 60],[222.23506744 142.76493256] ; [93.76493256 60.23506744],0
