Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7.2e-05,15.764282,[44  9] ; [228 191],[30.54237288 22.45762712] ; [241.45762712 177.54237288],1
n2,1,0.395201,0.722879,[6 5] ; [68 33],[7.26785714 3.73214286] ; [66.73214286 34.26785714],0
u3,1,0.410894,0.676212,[8 3] ; [80 53],[6.72222222 4.27777778] ; [81.27777778 51.72222222],0
r3,1,0.410938,0.676085,[48  4] ; [400  21],[49.25158562  2.74841438] ; [398.74841438  22.25158562],0
p7,1,0.414182,0.666763,[28 24] ; [245 165],[30.72727273 21.27272727] ; [242.27272727 167.72727273],0
a1,1,0.439993,0.596301,[ 1 52] ; [ 17 404],[ 2.01265823 50.98734177] ; [ 15.98734177 405.01265823],0
p3,1,0.457426,0.552187,[26 27] ; [183 236],[23.46822034 29.53177966] ; [185.53177966 233.46822034],0
d2,1,0.477853,0.503759,[22 31] ; [196 224],[24.42706131 28.57293869] ; [193.57293869 226.42706131],0
b4,1,0.493884,0.468053,[29 24] ; [251 170],[31.30801688 21.69198312] ; [248.69198312 172.30801688],0
s1,1,0.507668,0.43887,[ 3 49] ; [ 16 400],[ 2.11111111 49.88888889] ; [ 16.88888889 399.11111111],0
n6,1,0.539507,0.376455,[43  9] ; [332  88],[41.31355932 10.68644068] ; [333.68644068  86.31355932],0
p9,1,0.568496,0.325205,[39 13] ; [328  90],[40.60425532 11.39574468] ; [326.39574468  91.60425532],0
p8,1,0.629543,0.23268,[23 28] ; [202 213],[24.62446352 26.37553648] ; [200.37553648 214.62446352],0
a7,1,0.647319,0.209297,[39 14] ; [321  99],[40.33826638 12.66173362] ; [319.66173362 100.33826638],0
p1,1,0.654952,0.199714,[ 4 49] ; [ 25 393],[ 3.26326964 49.73673036] ; [ 25.73673036 392.26326964],0
r2,1,0.739911,0.110205,[51  2] ; [397  20],[50.51914894  2.48085106] ; [397.48085106  19.51914894],0
v4,1,0.750289,0.101289,[49  3] ; [400  20],[49.46610169  2.53389831] ; [399.53389831  20.46610169],0
s8,1,0.750918,0.100762,[21 32] ; [157 263],[19.94503171 33.05496829] ; [158.05496829 261.94503171],0
n1,1,0.752273,0.099631,[4 7] ; [32 69],[3.53571429 7.46428571] ; [32.46428571 68.53571429],0
r4,1,0.753016,0.099014,[49  4] ; [394  27],[49.53375527  3.46624473] ; [393.46624473  27.53375527],0
a5,1,0.792445,0.069241,[38 15] ; [309 112],[38.79957806 14.20042194] ; [308.20042194 112.79957806],0
a2,1,0.808916,0.058479,[13 40] ; [ 97 324],[12.29957806 40.70042194] ; [ 97.70042194 323.29957806],0
p4,1,0.813457,0.055681,[30 23] ; [230 189],[29.19491525 23.80508475] ; [230.80508475 188.19491525],0
d1,1,0.824952,0.048921,[30 23] ; [245 176],[30.74894515 22.25105485] ; [244.25105485 176.74894515],0
a6,1,0.826327,0.048143,[38 15] ; [295 125],[37.31289641 15.68710359] ; [295.68710359 124.31289641],0
p6,1,0.85836,0.031849,[15 37] ; [125 291],[15.55555556 36.44444444] ; [124.44444444 291.55555556],0
d5,1,0.877367,0.023811,[43 10] ; [337  83],[42.57928118 10.42071882] ; [337.42071882  82.57928118],0
b1,1,0.898581,0.016245,[21 32] ; [163 258],[20.57383966 32.42616034] ; [163.42616034 257.57383966],0
p10,1,0.915394,0.011286,[40 12] ; [318  99],[39.69296375 12.30703625] ; [318.30703625  98.69296375],0
p2,1,0.970856,0.001335,[43 10] ; [340  78],[43.09766454  9.90233546] ; [339.90233546  78.09766454],0
