Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,9e-06,19.725932,[ 6 24] ; [46 21],[16.08247423 13.91752577] ; [35.91752577 31.08247423],1
a8,1,0.407601,0.685788,[ 1 29] ; [ 5 59],[ 1.91489362 28.08510638] ; [ 4.08510638 59.91489362],0
s7,1,0.446008,0.580776,[ 3 25] ; [10 49],[ 4.18390805 23.81609195] ; [ 8.81609195 50.18390805],0
p4,1,0.466339,0.530637,[ 7 24] ; [19 45],[ 8.48421053 22.51578947] ; [17.51578947 46.48421053],0
p6,1,0.549791,0.357692,[ 6 25] ; [ 9 53],[ 5. 26.] ; [10. 52.],0
n1,1,0.580758,0.305011,[ 8 10] ; [ 6 11],[ 7.2 10.8] ; [ 6.8 10.2],0
n4,1,0.622384,0.242531,[15 16] ; [36 31],[16.13265306 14.86734694] ; [34.86734694 32.13265306],0
n2,1,0.63007,0.231966,[11  8] ; [9 9],[10.27027027  8.72972973] ; [9.72972973 8.27027027],0
p11,1,0.706084,0.14222,[14 17] ; [33 34],[14.86734694 16.13265306] ; [32.13265306 34.86734694],0
p7,1,0.792836,0.068974,[12 19] ; [23 41],[11.42105263 19.57894737] ; [23.57894737 40.42105263],0
v1,1,0.834864,0.043459,[11 20] ; [22 44],[10.54639175 20.45360825] ; [22.45360825 43.54639175],0
v3,1,0.895914,0.017115,[ 8 22] ; [16 47],[ 7.74193548 22.25806452] ; [16.25806452 46.74193548],0
p8,1,0.916992,0.010862,[ 8 22] ; [18 47],[ 8.21052632 21.78947368] ; [17.78947368 47.21052632],0
p5,1,0.936957,0.006256,[ 1 29] ; [ 2 64],[ 0.9375 29.0625] ; [ 2.0625 63.9375],0
b1,1,0.971561,0.001271,[17 14] ; [37 30],[17.08163265 13.91836735] ; [36.91836735 30.08163265],0
