Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.246937,[ 9 28] ; [26  6],[18.76811594 18.23188406] ; [16.23188406 15.76811594],1
p11,1,0.361542,0.832529,[24 13] ; [24  8],[25.73913043 11.26086957] ; [22.26086957  9.73913043],0
a4,1,0.464651,0.534669,[13 24] ; [14 18],[14.47826087 22.52173913] ; [12.52173913 19.47826087],0
p12,1,0.525907,0.402294,[ 2 35] ; [ 3 29],[ 2.68115942 34.31884058] ; [ 2.31884058 29.68115942],0
b3,1,0.548997,0.359118,[ 9 11] ; [ 6 11],[ 8.10810811 11.89189189] ; [ 6.89189189 10.10810811],0
b2,1,0.548997,0.359118,[ 9 11] ; [ 6 11],[ 8.10810811 11.89189189] ; [ 6.89189189 10.10810811],0
a2,1,0.553478,0.351124,[ 5 32] ; [ 6 26],[ 5.89855072 31.10144928] ; [ 5.10144928 26.89855072],0
d5,1,0.575601,0.313401,[28  9] ; [26  6],[28.95652174  8.04347826] ; [25.04347826  6.95652174],0
r1,1,0.613449,0.255184,[26 11] ; [20 11],[25.02941176 11.97058824] ; [20.97058824 10.02941176],0
n1,1,0.679365,0.170842,[ 6 10] ; [5 6],[6.51851852 9.48148148] ; [4.48148148 6.51851852],0
p9,1,0.680062,0.170056,[29  7] ; [27  5],[29.64705882  6.35294118] ; [26.35294118  5.64705882],0
p10,1,0.723752,0.124927,[28  8] ; [26  6],[28.58823529  7.41176471] ; [25.41176471  6.58823529],0
s2,1,0.732802,0.116554,[24 13] ; [22 10],[24.66666667 12.33333333] ; [21.33333333 10.66666667],0
v1,1,0.746907,0.104148,[16 20] ; [15 16],[16.65671642 19.34328358] ; [14.34328358 16.65671642],0
n3,1,0.780914,0.077355,[9 6] ; [6 5],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
s4,1,0.812992,0.055964,[14 23] ; [13 19],[14.47826087 22.52173913] ; [12.52173913 19.47826087],0
n2,1,0.824016,0.049454,[11  5] ; [8 3],[11.25925926  4.74074074] ; [7.74074074 3.25925926],0
a6,1,0.826085,0.04828,[21 16] ; [19 13],[21.44927536 15.55072464] ; [18.55072464 13.44927536],0
s7,1,0.847343,0.03706,[17 19] ; [13 16],[16.61538462 19.38461538] ; [13.38461538 15.61538462],0
s3,1,0.854567,0.033597,[24 12] ; [22 10],[24.35294118 11.64705882] ; [21.64705882 10.35294118],0
u1,1,0.900791,0.015541,[ 5 32] ; [ 4 28],[ 4.82608696 32.17391304] ; [ 4.17391304 27.82608696],0
r2,1,0.903312,0.014757,[34  2] ; [30  2],[33.88235294  2.11764706] ; [30.11764706  1.88235294],0
a3,1,0.906357,0.013838,[22 14] ; [20 12],[22.23529412 13.76470588] ; [19.76470588 12.23529412],0
v2,1,0.906995,0.013649,[18 17] ; [16 16],[17.76119403 17.23880597] ; [16.23880597 15.76119403],0
d2,1,0.966223,0.001793,[16 21] ; [14 18],[16.08695652 20.91304348] ; [13.91304348 18.08695652],0
