Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,7.3e-05,15.738923,[99 28] ; [3 9],[93.1942446 33.8057554] ; [8.8057554 3.1942446],1
s5,1,0.135069,2.233261,[49 70] ; [2 9],[46.68461538 72.31538462] ; [4.31538462 6.68461538],0
s1,1,0.136341,2.218777,[  7 119] ; [ 2 10],[  8.2173913 117.7826087] ; [ 0.7826087 11.2173913],0
s7,1,0.186968,1.741351,[69 52] ; [4 7],[66.91666667 54.08333333] ; [6.08333333 4.91666667],0
p8,1,0.189006,1.725346,[45 82] ; [ 2 10],[42.94244604 84.05755396] ; [4.05755396 7.94244604],0
a8,1,0.231511,1.431556,[14 98] ; [3 9],[15.35483871 96.64516129] ; [ 1.64516129 10.35483871],0
v2,1,0.281908,1.157867,[61 62] ; [4 8],[59.22222222 63.77777778] ; [5.77777778 6.22222222],0
a6,1,0.345724,0.88909,[81 46] ; [6 6],[79.48920863 47.51079137] ; [7.51079137 4.48920863],0
p10,1,0.374691,0.788049,[99 28] ; [8 4],[97.76258993 29.23741007] ; [9.23741007 2.76258993],0
b5,1,0.389715,0.739831,[90 38] ; [7 5],[88.68571429 39.31428571] ; [8.31428571 3.68571429],0
n1,1,0.389746,0.739734,[19 27] ; [2 1],[19.71428571 26.28571429] ; [1.28571429 1.71428571],0
b2,1,0.447013,0.578216,[16 41] ; [4 6],[17.01492537 39.98507463] ; [2.98507463 7.01492537],0
b3,1,0.447013,0.578216,[16 41] ; [4 6],[17.01492537 39.98507463] ; [2.98507463 7.01492537],0
a2,1,0.453273,0.562455,[34 94] ; [ 2 10],[32.91428571 95.08571429] ; [3.08571429 8.91428571],0
p4,1,0.462432,0.540003,[67 60] ; [5 7],[65.78417266 61.21582734] ; [6.21582734 5.78417266],0
b4,1,0.485667,0.486111,[72 56] ; [8 4],[73.14285714 54.85714286] ; [6.85714286 5.14285714],0
d2,1,0.494994,0.465652,[66 61] ; [5 7],[64.8705036 62.1294964] ; [6.1294964 5.8705036],0
u3,1,0.496275,0.462893,[22 19] ; [1 2],[21.43181818 19.56818182] ; [1.56818182 1.43181818],0
s3,1,0.522013,0.409914,[75 51] ; [6 6],[73.95652174 52.04347826] ; [7.04347826 4.95652174],0
a7,1,0.581912,0.303154,[94 33] ; [8 4],[93.1942446 33.8057554] ; [8.8057554 3.1942446],0
a3,1,0.617694,0.249122,[85 40] ; [9 3],[85.76642336 39.23357664] ; [8.23357664 3.76642336],0
s4,1,0.674166,0.176768,[ 28 100] ; [ 2 10],[ 27.42857143 100.57142857] ; [2.57142857 9.42857143],0
n3,1,0.76519,0.089205,[35 12] ; [2 1],[34.78 12.22] ; [2.22 0.78],0
p6,1,0.800693,0.063731,[47 80] ; [4 8],[46.5971223 80.4028777] ; [4.4028777 7.5971223],0
v3,1,0.823959,0.049487,[41 83] ; [4 7],[41.33333333 82.66666667] ; [3.66666667 7.33333333],0
n2,1,0.831949,0.04503,[34 13] ; [2 1],[33.84 13.16] ; [2.16 0.84],0
p7,1,0.833264,0.044317,[67 59] ; [6 6],[66.65217391 59.34782609] ; [6.34782609 5.65217391],0
a5,1,0.837038,0.042306,[89 39] ; [8 4],[88.68571429 39.31428571] ; [8.31428571 3.68571429],0
v1,1,0.896213,0.017016,[61 66] ; [6 6],[61.21582734 65.78417266] ; [5.78417266 6.21582734],0
p3,1,0.961245,0.002361,[52 75] ; [5 7],[52.07913669 74.92086331] ; [4.92086331 7.07913669],0
p5,1,0.969145,0.001496,[ 11 116] ; [ 1 11],[ 10.96402878 116.03597122] ; [ 1.03597122 10.96402878],0
n5,1,1.0,0.0,[84 42] ; [8 4],[84. 42.] ; [8. 4.],0
n4,1,1.0,0.0,[84 42] ; [8 4],[84. 42.] ; [8. 4.],0
