Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,4e-06,21.256226,[22 11] ; [ 4 30],[12.80597015 20.19402985] ; [13.19402985 20.80597015],1
p10,1,0.565659,0.33,[26  7] ; [24  9],[25.  8.] ; [25.  8.],0
s1,1,0.590948,0.288866,[ 1 31] ; [ 2 32],[ 1.45454545 30.54545455] ; [ 1.54545455 32.45454545],0
u1,1,0.617324,0.249646,[ 3 30] ; [ 2 32],[ 2.46268657 30.53731343] ; [ 2.53731343 31.46268657],0
n3,1,0.653368,0.201681,[9 3] ; [8 4],[8.5 3.5] ; [8.5 3.5],0
p8,1,0.695112,0.153607,[20 13] ; [19 15],[19.20895522 13.79104478] ; [19.79104478 14.20895522],0
s4,1,0.719791,0.128693,[ 8 25] ; [ 7 27],[ 7.3880597 25.6119403] ; [ 7.6119403 26.3880597],0
v4,1,0.720556,0.12796,[30  3] ; [30  4],[29.55223881  3.44776119] ; [30.44776119  3.55223881],0
a6,1,0.726726,0.122139,[19 14] ; [21 13],[19.70149254 13.29850746] ; [20.29850746 13.70149254],0
a7,1,0.799687,0.06439,[21 12] ; [20 13],[20.5 12.5] ; [20.5 12.5],0
n1,1,0.827435,0.047521,[5 6] ; [6 6],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
u2,1,0.83131,0.045378,[4 2] ; [13  8],[3.77777778 2.22222222] ; [13.22222222  7.77777778],0
b2,1,0.897014,0.016753,[ 9 13] ; [ 9 12],[ 9.20930233 12.79069767] ; [ 8.79069767 12.20930233],0
b3,1,0.897014,0.016753,[ 9 13] ; [ 9 12],[ 9.20930233 12.79069767] ; [ 8.79069767 12.20930233],0
r3,1,0.964114,0.002024,[29  4] ; [30  4],[29.05970149  3.94029851] ; [29.94029851  4.05970149],0
a2,1,0.969433,0.001468,[ 3 30] ; [ 3 31],[ 2.95522388 30.04477612] ; [ 3.04477612 30.95522388],0
a1,1,0.969433,0.001468,[ 3 30] ; [ 3 31],[ 2.95522388 30.04477612] ; [ 3.04477612 30.95522388],0
p12,1,0.969433,0.001468,[ 3 30] ; [ 3 31],[ 2.95522388 30.04477612] ; [ 3.04477612 30.95522388],0
