Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.0,25.380974,[ 8 29] ; [47 17],[20.14851485 16.85148515] ; [34.85148515 29.14851485],1
s6,1,0.270245,1.215504,[29  6] ; [57  6],[30.71428571  4.28571429] ; [55.28571429  7.71428571],0
a1,1,0.273049,1.201365,[ 2 35] ; [ 1 63],[ 1.0990099 35.9009901] ; [ 1.9009901 62.0990099],0
r3,1,0.274438,1.194428,[34  3] ; [61  2],[35.15  1.85] ; [59.85  3.15],0
n2,1,0.276986,1.181818,[12  1] ; [10  3],[11.  2.] ; [11.  2.],0
n3,1,0.276986,1.181818,[10  3] ; [12  1],[11.  2.] ; [11.  2.],0
p9,1,0.305947,1.04809,[31  6] ; [58  6],[32.6039604  4.3960396] ; [56.3960396  7.6039604],0
p10,1,0.305947,1.04809,[31  6] ; [58  6],[32.6039604  4.3960396] ; [56.3960396  7.6039604],0
p1,1,0.305947,1.04809,[ 6 31] ; [ 6 58],[ 4.3960396 32.6039604] ; [ 7.6039604 56.3960396],0
a3,1,0.312075,1.021871,[23 14] ; [46 18],[25.27722772 11.72277228] ; [43.72277228 20.27722772],0
s5,1,0.365968,0.81731,[22 13] ; [32 28],[19.89473684 15.10526316] ; [34.10526316 25.89473684],0
n4,1,0.44442,0.584843,[27 10] ; [42 22],[25.27722772 11.72277228] ; [43.72277228 20.27722772],0
p12,1,0.476636,0.50655,[ 2 35] ; [ 6 58],[ 2.93069307 34.06930693] ; [ 5.06930693 58.93069307],0
p4,1,0.485897,0.485599,[26 11] ; [49 15],[27.47524752  9.52475248] ; [47.52475248 16.47524752],0
d2,1,0.486891,0.48339,[20 17] ; [30 34],[18.31683168 18.68316832] ; [31.68316832 32.31683168],0
d4,1,0.505984,0.442362,[28  9] ; [52 12],[29.30693069  7.69306931] ; [50.69306931 13.30693069],0
s8,1,0.529055,0.396207,[19 18] ; [37 27],[20.51485149 16.48514851] ; [35.48514851 28.51485149],0
a8,1,0.587018,0.295026,[ 1 35] ; [ 3 56],[ 1.51578947 34.48421053] ; [ 2.48421053 56.51578947],0
r4,1,0.602541,0.27118,[31  6] ; [56  8],[31.87128713  5.12871287] ; [55.12871287  8.87128713],0
s3,1,0.604824,0.267781,[26 11] ; [48 16],[27.10891089  9.89108911] ; [46.89108911 17.10891089],0
b4,1,0.633871,0.226848,[19 18] ; [36 28],[20.14851485 16.85148515] ; [34.85148515 29.14851485],0
d5,1,0.6699,0.181719,[30  7] ; [54 10],[30.77227723  6.22772277] ; [53.22772277 10.77227723],0
b2,1,0.688782,0.160408,[ 5 21] ; [ 8 26],[ 5.63333333 20.36666667] ; [ 7.36666667 26.63333333],0
b3,1,0.688782,0.160408,[ 5 21] ; [ 8 26],[ 5.63333333 20.36666667] ; [ 7.36666667 26.63333333],0
p2,1,0.699874,0.148603,[32  5] ; [57  7],[32.6039604  4.3960396] ; [56.3960396  7.6039604],0
p6,1,0.7136,0.134708,[20 17] ; [37 27],[20.88118812 16.11881188] ; [36.11881188 27.88118812],0
p5,1,0.800438,0.063898,[ 4 33] ; [ 8 56],[ 4.3960396 32.6039604] ; [ 7.6039604 56.3960396],0
n5,1,0.804233,0.061441,[28  9] ; [47 17],[27.47524752  9.52475248] ; [47.52475248 16.47524752],0
p11,1,0.833929,0.04396,[29  8] ; [49 15],[28.57425743  8.42574257] ; [49.42574257 14.57425743],0
a4,1,0.917657,0.010689,[16 21] ; [27 37],[15.75247525 21.24752475] ; [27.24752475 36.75247525],0
u3,1,0.928453,0.008062,[8 6] ; [10  8],[7.875 6.125] ; [10.125  7.875],0
v3,1,0.956703,0.002948,[12 24] ; [21 41],[12.12244898 23.87755102] ; [20.87755102 41.12244898],0
