Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,34.247618,[62  6] ; [ 9 18],[50.82105263 17.17894737] ; [20.17894737  6.82105263],1
n6,1,0.288707,1.125641,[60  7] ; [22  5],[58.44680851  8.55319149] ; [23.55319149  3.44680851],0
a7,1,0.308274,1.038058,[50 18] ; [17 10],[47.95789474 20.04210526] ; [19.04210526  7.95789474],0
d3,1,0.362884,0.827887,[56 12] ; [20  7],[54.4 13.6] ; [21.6  5.4],0
p12,1,0.388954,0.742208,[ 6 62] ; [ 1 26],[ 5.01052632 62.98947368] ; [ 1.98947368 25.01052632],0
r2,1,0.390312,0.737969,[63  4] ; [24  3],[62.0106383  4.9893617] ; [24.9893617  2.0106383],0
a3,1,0.411256,0.675167,[51 17] ; [18  9],[49.38947368 18.61052632] ; [19.61052632  7.38947368],0
p8,1,0.439992,0.596303,[44 24] ; [19  7],[45.57446809 22.42553191] ; [17.42553191  8.57446809],0
b1,1,0.447858,0.576066,[31 37] ; [10 17],[29.34736842 38.65263158] ; [11.65263158 15.34736842],0
p3,1,0.478383,0.502547,[48 20] ; [21  6],[49.38947368 18.61052632] ; [19.61052632  7.38947368],0
s1,1,0.50956,0.43497,[ 5 63] ; [ 1 26],[ 4.29473684 63.70526316] ; [ 1.70526316 25.29473684],0
p9,1,0.512323,0.42932,[59  9] ; [22  5],[57.97894737 10.02105263] ; [23.02105263  3.97894737],0
r4,1,0.534528,0.385776,[61  7] ; [23  4],[60.12631579  7.87368421] ; [23.87368421  3.12631579],0
p11,1,0.537119,0.380906,[52 16] ; [19  8],[50.82105263 17.17894737] ; [20.17894737  6.82105263],0
v3,1,0.579278,0.307403,[20 47] ; [ 6 19],[18.93478261 48.06521739] ; [ 7.06521739 17.93478261],0
r1,1,0.607781,0.263418,[56 12] ; [21  6],[55.11578947 12.88421053] ; [21.88421053  5.11578947],0
b2,1,0.614097,0.254252,[ 8 29] ; [ 5 13],[ 8.74545455 28.25454545] ; [ 4.25454545 13.74545455],0
b3,1,0.614097,0.254252,[ 8 29] ; [ 5 13],[ 8.74545455 28.25454545] ; [ 4.25454545 13.74545455],0
p5,1,0.645643,0.211437,[10 58] ; [ 3 24],[ 9.30526316 58.69473684] ; [ 3.69473684 23.30526316],0
p10,1,0.645763,0.211284,[58 10] ; [22  5],[57.26315789 10.73684211] ; [22.73684211  4.26315789],0
v2,1,0.667748,0.184248,[29 38] ; [13 14],[29.93617021 37.06382979] ; [12.06382979 14.93617021],0
a5,1,0.686944,0.162413,[53 15] ; [20  7],[52.25263158 15.74736842] ; [20.74736842  6.25263158],0
p6,1,0.718619,0.12982,[43 25] ; [16 11],[42.23157895 25.76842105] ; [16.76842105 10.23157895],0
b4,1,0.753009,0.09902,[43 25] ; [18  9],[43.66315789 24.33684211] ; [17.33684211  9.66315789],0
a8,1,0.852711,0.03447,[ 2 63] ; [ 1 25],[ 2.14285714 62.85714286] ; [ 0.85714286 25.14285714],0
n5,1,0.860138,0.031046,[54 14] ; [21  6],[53.68421053 14.31578947] ; [21.31578947  5.68421053],0
v1,1,0.922708,0.009413,[34 33] ; [14 13],[34.21276596 32.78723404] ; [13.78723404 13.21276596],0
p2,1,0.928447,0.008064,[60  8] ; [24  3],[60.12631579  7.87368421] ; [23.87368421  3.12631579],0
