Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,92.642,[ 51 128] ; [281 113],[103.71378709  75.28621291] ; [228.28621291 165.71378709],1
a2,1,0.049649,3.853262,[ 37 143] ; [112 284],[ 46.5625 133.4375] ; [102.4375 293.5625],0
r4,1,0.057107,3.619463,[161  19] ; [372  24],[166.5625  13.4375] ; [366.4375  29.5625],0
d1,1,0.069165,3.30272,[104  76] ; [260 136],[113.75  66.25] ; [250.25 145.75],0
a1,1,0.094893,2.789338,[  5 175] ; [ 24 372],[  9.0625 170.9375] ; [ 19.9375 376.0625],0
v4,1,0.119659,2.421784,[168  11] ; [378  13],[171.46315789   7.53684211] ; [374.53684211  16.46315789],0
p11,1,0.139466,2.18384,[150  30] ; [348  48],[155.625  24.375] ; [342.375  53.625],0
d4,1,0.178394,1.810951,[146  34] ; [337  57],[151.46341463  28.53658537] ; [331.53658537  62.46341463],0
s2,1,0.199251,1.647859,[90 87] ; [222 170],[97.05448155 79.94551845] ; [214.94551845 177.05448155],0
d3,1,0.224313,1.476564,[119  61] ; [281 114],[125.2173913  54.7826087] ; [274.7826087 120.2173913],0
s3,1,0.258287,1.277918,[98 79] ; [235 154],[104.1360424  72.8639576] ; [228.8639576 160.1360424],0
b1,1,0.280904,1.16271,[ 62 118] ; [155 241],[ 67.8125 112.1875] ; [149.1875 246.8125],0
n1,1,0.302202,1.064454,[18 19] ; [22 36],[15.57894737 21.42105263] ; [24.42105263 33.57894737],0
r2,1,0.361062,0.834196,[170  10] ; [373  15],[172.07746479   7.92253521] ; [370.92253521  17.07746479],0
s4,1,0.37115,0.799811,[ 24 154] ; [ 64 326],[ 27.57746479 150.42253521] ; [ 60.42253521 329.57746479],0
p12,1,0.500204,0.454504,[ 21 158] ; [ 39 356],[ 18.71080139 160.28919861] ; [ 41.28919861 353.71080139],0
a6,1,0.547528,0.361765,[123  57] ; [279 115],[126.06271777  53.93728223] ; [275.93728223 118.06271777],0
n3,1,0.549989,0.357338,[30  7] ; [44 14],[28.82105263  8.17894737] ; [45.17894737 12.82105263],0
u1,1,0.553683,0.350761,[ 33 147] ; [ 81 315],[ 35.625 144.375] ; [ 78.375 317.625],0
s1,1,0.57909,0.307708,[  7 170] ; [ 12 381],[  5.9 171.1] ; [ 13.1 379.9],0
b3,1,0.639904,0.218867,[39 63] ; [108 156],[40.96721311 61.03278689] ; [106.03278689 157.96721311],0
b2,1,0.639904,0.218867,[39 63] ; [108 156],[40.96721311 61.03278689] ; [106.03278689 157.96721311],0
u3,1,0.641438,0.216867,[32 27] ; [50 36],[33.36551724 25.63448276] ; [48.63448276 37.36551724],0
p1,1,0.643198,0.214584,[ 20 160] ; [ 39 357],[ 18.4375 161.5625] ; [ 40.5625 355.4375],0
a4,1,0.665738,0.186628,[84 96] ; [192 203],[86.4 93.6] ; [189.6 205.4],0
p9,1,0.678225,0.172131,[168  10] ; [377  19],[169.00696864   8.99303136] ; [375.99303136  20.00696864],0
n6,1,0.750179,0.10138,[163  16] ; [361  32],[163.97902098  15.02097902] ; [360.02097902  32.97902098],0
u4,1,0.770943,0.084763,[  3 177] ; [  8 387],[  3.44347826 176.55652174] ; [  7.55652174 387.44347826],0
n5,1,0.773226,0.083035,[158  21] ; [351  43],[159.0069808  19.9930192] ; [349.9930192  44.0069808],0
n2,1,0.829567,0.046336,[28  9] ; [45 13],[28.43157895  8.56842105] ; [44.56842105 13.43157895],0
d2,1,0.962277,0.002237,[92 86] ; [205 190],[92.2617801 85.7382199] ; [204.7382199 190.2617801],0
a7,1,0.963743,0.002066,[130  50] ; [286 109],[130.22608696  49.77391304] ; [285.77391304 109.22608696],0
a5,1,0.97806,0.000756,[142  38] ; [312  84],[141.875  38.125] ; [312.125  83.875],0
u2,1,0.9981,6e-06,[34 25] ; [49 36],[34.00694444 24.99305556] ; [48.99305556 36.00694444],0
