Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,63.419723,[126  40] ; [ 95 166],[85.91569087 80.08430913] ; [135.08430913 125.91569087],1
p2,1,0.673659,0.177352,[134  34] ; [210  59],[132.24713959  35.75286041] ; [211.75286041  57.24713959],0
p1,1,0.695589,0.153102,[ 13 157] ; [ 18 252],[ 11.97727273 158.02272727] ; [ 19.02272727 250.97727273],0
s3,1,0.730481,0.11867,[82 85] ; [128 142],[80.25171625 86.74828375] ; [129.74828375 140.25171625],0
b2,1,0.749973,0.101554,[46 73] ; [57 98],[44.73357664 74.26642336] ; [58.26642336 96.73357664],0
b3,1,0.749973,0.101554,[46 73] ; [57 98],[44.73357664 74.26642336] ; [58.26642336 96.73357664],0
a6,1,0.755934,0.096612,[113  57] ; [184  87],[114.48979592  55.51020408] ; [182.51020408  88.48979592],0
p8,1,0.796122,0.066754,[82 84] ; [128 138],[80.69444444 85.30555556] ; [129.30555556 136.69444444],0
u2,1,0.898522,0.016264,[22 21] ; [50 50],[21.65034965 21.34965035] ; [50.34965035 49.65034965],0
a7,1,0.909819,0.012829,[117  52] ; [189  82],[117.53181818  51.46818182] ; [188.46818182  82.53181818],0
u3,1,0.911961,0.012225,[22 22] ; [49 51],[21.69444444 22.30555556] ; [49.30555556 50.69444444],0
p5,1,0.996507,1.9e-05,[ 12 157] ; [ 19 249],[ 11.98855835 157.01144165] ; [ 19.01144165 248.98855835],0
