Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.18958,[223  71] ; [28 34],[207.28651685  86.71348315] ; [43.71348315 18.28651685],1
a8,1,0.498885,0.457308,[ 38 236] ; [ 6 51],[ 36.42296073 237.57703927] ; [ 7.57703927 49.42296073],0
s7,1,0.520623,0.412658,[123 162] ; [24 38],[120.73487032 164.26512968] ; [26.26512968 35.73487032],0
b4,1,0.52167,0.410591,[172 122] ; [39 23],[174.25280899 119.74719101] ; [36.74719101 25.25280899],0
p1,1,0.528963,0.396383,[ 15 279] ; [ 2 60],[ 14.03932584 279.96067416] ; [ 2.96067416 59.03932584],0
n3,1,0.552561,0.352749,[56 22] ; [13  7],[54.91836735 23.08163265] ; [14.08163265  5.91836735],0
a7,1,0.555665,0.347266,[214  79] ; [43 19],[212.11549296  80.88450704] ; [44.88450704 17.11549296],0
s8,1,0.57356,0.316762,[120 173] ; [23 39],[118.02535211 174.97464789] ; [24.97464789 37.02535211],0
n1,1,0.603611,0.269584,[30 49] ; [ 6 13],[29.02040816 49.97959184] ; [ 6.97959184 12.02040816],0
s2,1,0.637448,0.222095,[148 143] ; [29 32],[146.32670455 144.67329545] ; [30.67329545 30.32670455],0
a1,1,0.700152,0.148313,[  7 287] ; [ 2 60],[  7.43258427 286.56741573] ; [ 1.56741573 60.43258427],0
d4,1,0.776061,0.080916,[237  57] ; [49 13],[236.19101124  57.80898876] ; [49.80898876 12.19101124],0
p4,1,0.806946,0.059715,[115 177] ; [23 38],[114.1529745 177.8470255] ; [23.8470255 37.1529745],0
a6,1,0.861333,0.030512,[191 103] ; [41 21],[191.59550562 102.40449438] ; [40.40449438 21.59550562],0
s3,1,0.902887,0.014888,[157 133] ; [33 27],[157.42857143 132.57142857] ; [32.57142857 27.42857143],0
p5,1,0.903011,0.014849,[ 18 275] ; [ 4 57],[ 18.20903955 274.79096045] ; [ 3.79096045 57.20903955],0
b5,1,0.922542,0.009454,[183 111] ; [39 23],[183.33707865 110.66292135] ; [38.66292135 23.33707865],0
d3,1,0.9278,0.008211,[200  93] ; [42 19],[200.29943503  92.70056497] ; [41.70056497 19.29943503],0
v1,1,0.96722,0.001689,[138 151] ; [28 31],[137.85632184 151.14367816] ; [28.14367816 30.85632184],0
