Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.834311,[ 21 103] ; [20 16],[31.775 92.225] ; [ 9.225 26.775],1
r2,1,0.323776,0.973633,[114   9] ; [35  1],[115.26415094   7.73584906] ; [33.73584906  2.26415094],0
p11,1,0.353679,0.860215,[72 52] ; [24 12],[74.4 49.6] ; [21.6 14.4],0
p10,1,0.36576,0.818018,[74 47] ; [25 11],[76.29936306 44.70063694] ; [22.70063694 13.29936306],0
n4,1,0.419469,0.651801,[77 47] ; [25 11],[79.05 44.95] ; [22.95 13.05],0
n2,1,0.438169,0.601073,[36 12] ; [7 1],[36.85714286 11.14285714] ; [6.14285714 1.85714286],0
d1,1,0.448881,0.573477,[60 64] ; [20 16],[62. 62.] ; [18. 18.],0
u1,1,0.457915,0.550987,[ 20 104] ; [ 4 32],[ 18.6 105.4] ; [ 5.4 30.6],0
r1,1,0.504813,0.444803,[93 31] ; [25 11],[91.45 32.55] ; [26.55  9.45],0
u2,1,0.521532,0.410862,[24 20] ; [9 5],[25.03448276 18.96551724] ; [7.96551724 6.03448276],0
b5,1,0.55748,0.344086,[76 48] ; [24 12],[77.5 46.5] ; [22.5 13.5],0
n5,1,0.562742,0.334979,[79 44] ; [25 11],[80.45283019 42.54716981] ; [23.54716981 12.45283019],0
v3,1,0.596934,0.279646,[40 74] ; [14 21],[41.31543624 72.68456376] ; [12.68456376 22.31543624],0
a1,1,0.614861,0.253156,[ 10 114] ; [ 2 34],[  9.3 114.7] ; [ 2.7 33.3],0
n3,1,0.641717,0.216503,[30 15] ; [6 2],[30.56603774 14.43396226] ; [5.43396226 2.56603774],0
n1,1,0.646184,0.210745,[19 27] ; [4 4],[19.59259259 26.40740741] ; [3.40740741 4.59259259],0
d4,1,0.688365,0.160861,[92 31] ; [25 10],[91.08227848 31.91772152] ; [25.91772152  9.08227848],0
s1,1,0.703641,0.144712,[  8 115] ; [ 3 33],[  8.50943396 114.49056604] ; [ 2.49056604 33.50943396],0
d2,1,0.714952,0.133381,[55 67] ; [17 18],[55.94904459 66.05095541] ; [16.05095541 18.94904459],0
b3,1,0.727727,0.121209,[26 49] ; [10 16],[26.73267327 48.26732673] ; [ 9.26732673 16.73267327],0
b2,1,0.727727,0.121209,[26 49] ; [10 16],[26.73267327 48.26732673] ; [ 9.26732673 16.73267327],0
a3,1,0.732604,0.116734,[79 44] ; [22 14],[78.13207547 44.86792453] ; [22.86792453 13.13207547],0
s4,1,0.737968,0.111921,[24 98] ; [ 8 28],[24.70886076 97.29113924] ; [ 7.29113924 28.70886076],0
a7,1,0.776034,0.080935,[79 45] ; [22 14],[78.275 45.725] ; [22.725 13.275],0
s3,1,0.780129,0.077925,[56 66] ; [17 18],[56.72611465 65.27388535] ; [16.27388535 18.72611465],0
d5,1,0.805164,0.060846,[87 36] ; [24 11],[86.41139241 36.58860759] ; [24.58860759 10.41139241],0
a6,1,0.840126,0.040696,[75 48] ; [22 13],[75.51265823 47.48734177] ; [21.48734177 13.51265823],0
a5,1,0.881178,0.022343,[81 43] ; [24 12],[81.375 42.625] ; [23.625 12.375],0
u4,1,0.891812,0.018499,[  4 120] ; [ 1 35],[  3.875 120.125] ; [ 1.125 34.875],0
b1,1,0.932102,0.007259,[61 63] ; [18 18],[61.225 62.775] ; [17.775 18.225],0
a4,1,0.97705,0.000828,[55 68] ; [16 20],[54.9245283 68.0754717] ; [16.0754717 19.9245283],0
d3,1,0.980463,0.0006,[70 53] ; [20 15],[70.06329114 52.93670886] ; [19.93670886 15.06329114],0
