Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,45.765625,[82 10] ; [120 127],[54.820059 37.179941] ; [147.179941  99.820059],1
s8,1,0.085103,2.964643,[39 55] ; [ 79 171],[32.24418605 61.75581395] ; [ 85.75581395 164.24418605],0
a1,1,0.094092,2.80293,[ 8 86] ; [ 10 240],[ 4.91860465 89.08139535] ; [ 13.08139535 236.91860465],0
u1,1,0.123668,2.370242,[20 74] ; [ 36 214],[15.30232558 78.69767442] ; [ 40.69767442 209.30232558],0
r2,1,0.13637,2.218444,[88  5] ; [219  26],[84.4704142  8.5295858] ; [222.5295858  22.4704142],0
n1,1,0.153289,2.039216,[12 14] ; [24 54],[ 9. 17.] ; [27. 51.],0
a7,1,0.169572,1.886719,[65 29] ; [191  59],[69.95348837 24.04651163] ; [186.04651163  63.95348837],0
n3,1,0.187529,1.736922,[20  6] ; [49 29],[17.25  8.75] ; [51.75 26.25],0
r1,1,0.229293,1.445242,[76 17] ; [189  61],[71.85131195 21.14868805] ; [193.14868805  56.85131195],0
p2,1,0.253847,1.302007,[74 20] ; [181  68],[69.88338192 24.11661808] ; [185.11661808  63.88338192],0
a2,1,0.286846,1.134365,[25 69] ; [ 53 197],[21.31395349 72.68604651] ; [ 56.68604651 193.31395349],0
u2,1,0.33898,0.914286,[12 12] ; [44 28],[14. 10.] ; [42. 30.],0
v2,1,0.368369,0.809158,[42 51] ; [ 95 144],[38.37650602 54.62349398] ; [ 98.62349398 140.37650602],0
a6,1,0.380667,0.768547,[60 34] ; [172  78],[63.39534884 30.60465116] ; [168.60465116  81.39534884],0
d1,1,0.43756,0.602673,[64 30] ; [159  91],[60.93604651 33.06395349] ; [162.06395349  87.93604651],0
s1,1,0.481285,0.495949,[ 5 89] ; [  9 239],[ 3.84795322 90.15204678] ; [ 10.15204678 237.84795322],0
r3,1,0.495584,0.46438,[86  6] ; [228  22],[84.46783626  7.53216374] ; [229.53216374  20.46783626],0
v3,1,0.515474,0.422939,[27 64] ; [ 64 181],[24.64583333 66.35416667] ; [ 66.35416667 178.64583333],0
p8,1,0.583758,0.300198,[42 50] ; [105 143],[39.77647059 52.22352941] ; [107.22352941 140.77647059],0
b2,1,0.609746,0.260546,[22 39] ; [44 92],[20.43654822 40.56345178] ; [45.56345178 90.43654822],0
b3,1,0.609746,0.260546,[22 39] ; [44 92],[20.43654822 40.56345178] ; [45.56345178 90.43654822],0
u3,1,0.617533,0.249351,[13 13] ; [39 31],[14.08333333 11.91666667] ; [37.91666667 32.08333333],0
n2,1,0.635738,0.224359,[19  8] ; [51 27],[18.  9.] ; [52. 26.],0
n5,1,0.658948,0.194804,[61 32] ; [155  91],[59.25663717 33.74336283] ; [156.74336283  89.25663717],0
n4,1,0.670994,0.180441,[65 29] ; [178  71],[66.59475219 27.40524781] ; [176.40524781  72.59475219],0
b4,1,0.722652,0.125966,[58 36] ; [149 101],[56.56395349 37.43604651] ; [150.43604651  99.56395349],0
d5,1,0.749954,0.10157,[81 13] ; [212  38],[80.06395349 13.93604651] ; [212.93604651  37.06395349],0
a3,1,0.778538,0.079087,[68 26] ; [177  73],[66.94767442 27.05232558] ; [178.05232558  71.94767442],0
d3,1,0.805351,0.060727,[73 21] ; [191  59],[72.13953488 21.86046512] ; [191.86046512  58.13953488],0
u4,1,0.814573,0.055005,[ 1 93] ; [  2 248],[ 0.81976744 93.18023256] ; [  2.18023256 247.81976744],0
v4,1,0.844193,0.038625,[84  9] ; [224  26],[83.51020408  9.48979592] ; [224.48979592  25.51020408],0
a8,1,0.909057,0.013048,[10 74] ; [ 27 209],[ 9.7125 74.2875] ; [ 27.2875 208.7125],0
b1,1,0.942794,0.005149,[38 56] ; [100 150],[37.70930233 56.29069767] ; [100.29069767 149.70930233],0
p11,1,0.952776,0.003507,[67 27] ; [179  71],[67.22093023 26.77906977] ; [178.77906977  71.22093023],0
