Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,72.840537,[61 82] ; [505 141],[102.58301648  40.41698352] ; [463.41698352 182.58301648],1
b3,1,0.218122,1.516685,[24 56] ; [142 239],[28.80694143 51.19305857] ; [137.19305857 243.80694143],0
u4,1,0.276514,1.184143,[  1 144] ; [ 13 635],[  2.55989912 142.44010088] ; [ 11.44010088 636.55989912],0
n3,1,0.331129,0.944476,[32 16] ; [105  37],[34.61052632 13.38947368] ; [102.38947368  39.61052632],0
b4,1,0.444145,0.585549,[80 65] ; [380 268],[84.110971 60.889029] ; [375.889029 272.110971],0
s4,1,0.542267,0.371354,[ 23 122] ; [115 524],[ 25.52295918 119.47704082] ; [112.47704082 526.52295918],0
b5,1,0.565158,0.330851,[86 59] ; [401 247],[89.04791929 55.95208071] ; [397.95208071 250.04791929],0
n2,1,0.64029,0.218363,[35 15] ; [105  38],[36.26943005 13.73056995] ; [103.73056995  39.26943005],0
n1,1,0.755215,0.097201,[19 29] ; [53 90],[18.09424084 29.90575916] ; [53.90575916 89.09424084],0
a6,1,0.764443,0.089791,[100  44] ; [441 206],[98.48798989 45.51201011] ; [442.51201011 204.48798989],0
s3,1,0.79951,0.064507,[77 66] ; [351 287],[78.36619718 64.63380282] ; [349.63380282 288.36619718],0
