Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,36.35676,[82 13] ; [10 22],[68.81889764 26.18110236] ; [23.18110236  8.81889764],1
b5,1,0.324513,0.970671,[56 39] ; [22 10],[58.34645669 36.65354331] ; [19.65354331 12.34645669],0
d3,1,0.377289,0.779516,[57 38] ; [22 10],[59.09448819 35.90551181] ; [19.90551181 12.09448819],0
s3,1,0.379065,0.773733,[54 40] ; [15 16],[51.888 42.112] ; [17.112 13.888],0
d5,1,0.381627,0.765453,[70 25] ; [21 11],[68.07086614 26.92913386] ; [22.92913386  9.07086614],0
u3,1,0.514221,0.425469,[26 21] ; [14  8],[27.24637681 19.75362319] ; [12.75362319  9.24637681],0
a8,1,0.541497,0.372773,[12 74] ; [ 3 28],[11.02564103 74.97435897] ; [ 3.97435897 27.02564103],0
s1,1,0.607334,0.264076,[ 5 88] ; [ 1 31],[ 4.464 88.536] ; [ 1.536 30.464],0
s4,1,0.638587,0.220595,[18 75] ; [ 5 27],[17.112 75.888] ; [ 5.888 26.112],0
n3,1,0.65714,0.197017,[11  6] ; [8 3],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
a7,1,0.691856,0.157084,[58 36] ; [21 11],[58.93650794 35.06349206] ; [20.06349206 11.93650794],0
p1,1,0.730621,0.118542,[11 84] ; [ 3 29],[10.47244094 84.52755906] ; [ 3.52755906 28.47244094],0
a1,1,0.742522,0.107922,[ 2 93] ; [ 1 31],[ 2.24409449 92.75590551] ; [ 0.75590551 31.24409449],0
v4,1,0.777246,0.080038,[90  4] ; [31  1],[90.26984127  3.73015873] ; [30.73015873  1.26984127],0
d2,1,0.787918,0.072369,[23 72] ; [ 7 25],[22.44094488 72.55905512] ; [ 7.55905512 24.44094488],0
s5,1,0.815045,0.05472,[26 64] ; [ 8 22],[25.5 64.5] ; [ 8.5 21.5],0
d4,1,0.849474,0.03602,[67 28] ; [22 10],[66.57480315 28.42519685] ; [22.42519685  9.57480315],0
b1,1,0.866585,0.028223,[37 58] ; [13 19],[37.4015748 57.5984252] ; [12.5984252 19.4015748],0
b4,1,0.870699,0.026494,[55 40] ; [18 14],[54.60629921 40.39370079] ; [18.39370079 13.60629921],0
d1,1,0.946848,0.004444,[35 60] ; [12 20],[35.15748031 59.84251969] ; [11.84251969 20.15748031],0
a6,1,0.956252,0.003009,[51 44] ; [17 15],[50.86614173 44.13385827] ; [17.13385827 14.86614173],0
n2,1,0.974213,0.001045,[12  5] ; [7 3],[11.96296296  5.03703704] ; [7.03703704 2.96296296],0
