Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.6e-05,18.658441,[12 21] ; [75 22],[22.08461538 10.91538462] ; [64.91538462 32.08461538],1
a8,1,0.27121,1.210618,[ 2 30] ; [11 70],[ 3.68141593 28.31858407] ; [ 9.31858407 71.68141593],0
p10,1,0.28634,1.13675,[24  9] ; [79 18],[26.14615385  6.85384615] ; [76.85384615 20.14615385],0
d1,1,0.309748,1.031749,[15 18] ; [54 43],[17.51538462 15.48461538] ; [51.48461538 45.51538462],0
a4,1,0.314262,1.012681,[11 22] ; [42 55],[13.45384615 19.54615385] ; [39.54615385 57.45384615],0
v1,1,0.410536,0.677249,[16 16] ; [56 40],[18. 14.] ; [54. 42.],0
n1,1,0.421374,0.646479,[2 7] ; [5 8],[2.86363636 6.13636364] ; [4.13636364 8.86363636],0
u2,1,0.434089,0.611858,[4 7] ; [16 16],[5.11627907 5.88372093] ; [14.88372093 17.11627907],0
a1,1,0.443798,0.586442,[ 2 31] ; [ 3 94],[ 1.26923077 31.73076923] ; [ 3.73076923 93.26923077],0
n3,1,0.47433,0.511871,[8 1] ; [10  3],[7.36363636 1.63636364] ; [10.63636364  2.36363636],0
v3,1,0.478334,0.50266,[12 20] ; [42 52],[13.71428571 18.28571429] ; [40.28571429 53.71428571],0
d4,1,0.507793,0.438613,[24  9] ; [76 21],[25.38461538  7.61538462] ; [74.61538462 22.38461538],0
p8,1,0.516107,0.421666,[19 14] ; [62 35],[20.56153846 12.43846154] ; [60.43846154 36.56153846],0
p5,1,0.518118,0.417638,[ 4 29] ; [ 8 88],[ 3.06976744 29.93023256] ; [ 8.93023256 87.06976744],0
n4,1,0.57047,0.321897,[28  5] ; [78 19],[26.90769231  6.09230769] ; [79.09230769 17.90769231],0
s7,1,0.587385,0.294447,[ 9 23] ; [30 60],[10.2295082 21.7704918] ; [28.7704918 61.2295082],0
p11,1,0.637307,0.222282,[26  7] ; [80 17],[26.90769231  6.09230769] ; [79.09230769 17.90769231],0
n6,1,0.655456,0.19909,[26  7] ; [79 17],[26.86046512  6.13953488] ; [78.13953488 17.86046512],0
b4,1,0.678787,0.171495,[17 16] ; [54 43],[18.02307692 14.97692308] ; [52.97692308 44.02307692],0
n5,1,0.698016,0.150544,[23 10] ; [71 26],[23.86153846  9.13846154] ; [70.13846154 26.86153846],0
s8,1,0.698016,0.150544,[10 23] ; [26 71],[ 9.13846154 23.86153846] ; [26.86153846 70.13846154],0
s3,1,0.711101,0.13718,[10 22] ; [27 70],[ 9.17829457 22.82170543] ; [27.82170543 69.17829457],0
a5,1,0.772951,0.083242,[24  9] ; [73 24],[24.62307692  8.37692308] ; [72.37692308 24.62307692],0
p2,1,0.823338,0.049842,[27  6] ; [81 16],[27.41538462  5.58461538] ; [80.58461538 16.41538462],0
p1,1,0.850472,0.035538,[ 4 29] ; [13 84],[ 4.31538462 28.68461538] ; [12.68461538 84.31538462],0
p7,1,0.861445,0.030462,[25  8] ; [72 25],[24.62307692  8.37692308] ; [72.37692308 24.62307692],0
v2,1,0.890389,0.018992,[19 14] ; [56 39],[19.3359375 13.6640625] ; [55.6640625 39.3359375],0
b1,1,0.910612,0.012604,[15 18] ; [43 54],[14.72307692 18.27692308] ; [43.27692308 53.72307692],0
a3,1,0.912281,0.012136,[22 11] ; [65 31],[22.25581395 10.74418605] ; [64.74418605 31.25581395],0
s2,1,0.957897,0.002787,[ 7 26] ; [21 76],[ 7.10769231 25.89230769] ; [20.89230769 76.10769231],0
b2,1,1.0,0.0,[10 14] ; [25 35],[10. 14.] ; [25. 35.],0
b3,1,1.0,0.0,[10 14] ; [25 35],[10. 14.] ; [25. 35.],0
