Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,41.049903,[22  8] ; [14 87],[ 8.24427481 21.75572519] ; [27.75572519 73.24427481],1
a1,1,0.605392,0.26694,[ 2 29] ; [10 96],[ 2.71532847 28.28467153] ; [ 9.28467153 96.71532847],0
d2,1,0.623826,0.240527,[11 20] ; [42 62],[12.17037037 18.82962963] ; [40.82962963 63.17037037],0
n2,1,0.632765,0.22833,[8 3] ; [28 15],[7.33333333 3.66666667] ; [28.66666667 14.33333333],0
a6,1,0.642264,0.215794,[19 12] ; [60 46],[17.87591241 13.12408759] ; [61.12408759 44.87591241],0
n4,1,0.709953,0.138324,[19 12] ; [61 45],[18.10218978 12.89781022] ; [61.89781022 44.10218978],0
p5,1,0.717114,0.131275,[ 2 29] ; [ 5 99],[ 1.60740741 29.39259259] ; [ 5.39259259 98.60740741],0
n5,1,0.719771,0.128713,[20 11] ; [64 41],[19.14705882 11.85294118] ; [64.85294118 40.14705882],0
b3,1,0.719803,0.128682,[ 7 14] ; [23 38],[ 7.68292683 13.31707317] ; [22.31707317 38.68292683],0
b2,1,0.719803,0.128682,[ 7 14] ; [23 38],[ 7.68292683 13.31707317] ; [22.31707317 38.68292683],0
u1,1,0.721188,0.127357,[ 1 30] ; [  5 101],[ 1.35766423 29.64233577] ; [  4.64233577 101.35766423],0
a7,1,0.809637,0.05803,[17 14] ; [55 50],[16.41176471 14.58823529] ; [55.58823529 49.41176471],0
b4,1,0.812409,0.05632,[18 13] ; [59 47],[17.42335766 13.57664234] ; [59.57664234 46.42335766],0
a4,1,0.850341,0.035601,[10 21] ; [32 73],[ 9.57352941 21.42647059] ; [32.42647059 72.57352941],0
v2,1,0.904877,0.014281,[ 7 22] ; [24 80],[ 6.7593985 22.2406015] ; [24.2406015 79.7593985],0
a8,1,0.974725,0.001004,[ 3 27] ; [10 92],[ 2.95454545 27.04545455] ; [10.04545455 91.95454545],0
