Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-06,20.873581,[ 47 103] ; [126 102],[68.65079365 81.34920635] ; [104.34920635 123.65079365],1
r4,1,0.094788,2.791119,[145   7] ; [230   4],[147.66839378   4.33160622] ; [227.33160622   6.66839378],0
s7,1,0.104831,2.630472,[71 72] ; [130  93],[78.53278689 64.46721311] ; [122.46721311 100.53278689],0
p3,1,0.120087,2.416186,[90 61] ; [157  76],[97.12760417 53.87239583] ; [149.87239583  83.12760417],0
p1,1,0.127242,2.325828,[ 13 138] ; [ 32 201],[ 17.6953125 133.3046875] ; [ 27.3046875 205.6953125],0
d4,1,0.15299,2.042179,[125  27] ; [203  29],[129.83333333  22.16666667] ; [198.16666667  33.83333333],0
r3,1,0.157779,1.995386,[142   8] ; [228   6],[144.53125   5.46875] ; [225.46875   8.53125],0
r2,1,0.169368,1.888531,[143   7] ; [227   5],[145.28795812   4.71204188] ; [224.71204188   7.28795812],0
a1,1,0.171338,1.871196,[  4 148] ; [ 13 221],[  6.69430052 145.30569948] ; [ 10.30569948 223.69430052],0
s1,1,0.171373,1.870891,[  6 144] ; [  4 229],[  3.91644909 146.08355091] ; [  6.08355091 226.91644909],0
d2,1,0.228239,1.4518,[72 80] ; [125 108],[77.77662338 74.22337662] ; [119.22337662 113.77662338],0
b4,1,0.235975,1.404482,[81 71] ; [139  95],[86.63212435 65.36787565] ; [133.36787565 100.63212435],0
d5,1,0.283806,1.148774,[122  30] ; [196  36],[125.875  26.125] ; [192.125  39.875],0
v4,1,0.290876,1.11556,[145   6] ; [229   5],[146.68571429   4.31428571] ; [227.31428571   6.68571429],0
s2,1,0.307292,1.042278,[74 77] ; [125 105],[78.8687664 72.1312336] ; [120.1312336 109.8687664],0
u3,1,0.312231,1.021216,[24 21] ; [33 19],[26.44329897 18.55670103] ; [30.55670103 21.44329897],0
d3,1,0.328272,0.955702,[108  44] ; [176  57],[112.12467532  39.87532468] ; [171.87532468  61.12467532],0
s4,1,0.387701,0.74614,[ 27 122] ; [ 34 196],[ 23.98153034 125.01846966] ; [ 37.01846966 192.98153034],0
a8,1,0.402069,0.702129,[ 20 121] ; [ 36 169],[ 22.82080925 118.17919075] ; [ 33.17919075 171.82080925],0
p7,1,0.414206,0.666695,[121  29] ; [193  37],[123.94736842  26.05263158] ; [190.05263158  39.94736842],0
u2,1,0.501135,0.452531,[27 19] ; [27 25],[25.34693878 20.65306122] ; [28.65306122 23.34693878],0
n3,1,0.519977,0.413939,[18 11] ; [21  9],[19.16949153  9.83050847] ; [19.83050847 10.16949153],0
s3,1,0.556624,0.345584,[90 60] ; [131  99],[87.23684211 62.76315789] ; [133.76315789  96.23684211],0
a7,1,0.578113,0.309295,[113  39] ; [179  54],[115.28311688  36.71688312] ; [176.71688312  56.28311688],0
s6,1,0.594723,0.283028,[101  45] ; [165  65],[103.28723404  42.71276596] ; [162.71276596  67.28723404],0
a6,1,0.804115,0.061516,[103  49] ; [160  72],[104.10416667  47.89583333] ; [158.89583333  73.10416667],0
b1,1,0.939374,0.005785,[61 91] ; [ 93 141],[60.64248705 91.35751295] ; [ 93.35751295 140.64248705],0
