Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.5e-05,17.783792,[ 7 61] ; [25 33],[17.26984127 50.73015873] ; [14.73015873 43.26984127],1
s3,1,0.323388,0.975195,[37 32] ; [26 32],[34.22834646 34.77165354] ; [28.77165354 29.22834646],0
r1,1,0.330416,0.947269,[46 22] ; [46 15],[48.49612403 19.50387597] ; [43.50387597 17.49612403],0
p1,1,0.372253,0.79613,[ 6 61] ; [ 3 58],[ 4.7109375 62.2890625] ; [ 4.2890625 56.7109375],0
s7,1,0.396084,0.720184,[21 44] ; [23 35],[23.25203252 41.74796748] ; [20.74796748 37.25203252],0
v4,1,0.397123,0.717019,[63  6] ; [58  3],[64.22307692  4.77692308] ; [56.77692308  4.22307692],0
u1,1,0.429144,0.625139,[ 8 61] ; [10 51],[ 9.55384615 59.44615385] ; [ 8.44615385 52.55384615],0
p4,1,0.444791,0.58389,[31 38] ; [31 29],[33.1627907 35.8372093] ; [28.8372093 31.1627907],0
p12,1,0.496324,0.462788,[ 1 67] ; [ 2 59],[ 1.58139535 66.41860465] ; [ 1.41860465 59.58139535],0
b5,1,0.50051,0.453855,[46 23] ; [44 17],[47.76923077 21.23076923] ; [42.23076923 18.76923077],0
p3,1,0.579133,0.307638,[27 42] ; [21 40],[25.47692308 43.52307692] ; [22.52307692 38.47692308],0
n5,1,0.580882,0.304812,[39 30] ; [31 29],[37.44186047 31.55813953] ; [32.55813953 27.44186047],0
n4,1,0.585387,0.297606,[44 25] ; [41 19],[45.46511628 23.53488372] ; [39.53488372 20.46511628],0
b1,1,0.667418,0.184637,[32 37] ; [26 35],[30.78461538 38.21538462] ; [27.21538462 33.78461538],0
a8,1,0.800134,0.064097,[ 9 54] ; [ 8 42],[ 9.47787611 53.52212389] ; [ 7.52212389 42.47787611],0
r4,1,0.886052,0.020535,[55 14] ; [48 13],[54.66923077 14.33076923] ; [48.33076923 12.66923077],0
u2,1,0.90426,0.014468,[13 19] ; [ 7 11],[12.8 19.2] ; [ 7.2 10.8],0
p9,1,0.904754,0.014318,[29 37] ; [27 33],[29.33333333 36.66666667] ; [26.66666667 33.33333333],0
u4,1,0.929978,0.007722,[ 1 68] ; [ 1 60],[ 1.06153846 67.93846154] ; [ 0.93846154 60.06153846],0
b2,1,0.966982,0.001713,[12 31] ; [11 29],[11.91566265 31.08433735] ; [11.08433735 28.91566265],0
b3,1,0.966982,0.001713,[12 31] ; [11 29],[11.91566265 31.08433735] ; [11.08433735 28.91566265],0
p7,1,0.973737,0.001084,[37 32] ; [32 28],[36.90697674 32.09302326] ; [32.09302326 27.90697674],0
n1,1,0.98924,0.000182,[10 17] ; [ 7 12],[ 9.97826087 17.02173913] ; [ 7.02173913 11.97826087],0
