Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000114,14.886203,[28 81] ; [17  9],[36.33333333 72.66666667] ; [ 8.66666667 17.33333333],1
u3,1,0.841219,0.040134,[17 10] ; [6 3],[17.25  9.75] ; [5.75 3.25],0
u4,1,0.841383,0.04005,[  5 104] ; [ 1 26],[  4.80882353 104.19117647] ; [ 1.19117647 25.80882353],0
n1,1,0.861349,0.030505,[19 27] ; [4 5],[19.23636364 26.76363636] ; [3.76363636 5.23636364],0
r4,1,0.867419,0.027868,[79 30] ; [20  7],[79.34558824 29.65441176] ; [19.65441176  7.34558824],0
n6,1,0.887377,0.020057,[77 32] ; [18  8],[76.7037037 32.2962963] ; [18.2962963  7.7037037],0
r3,1,0.894445,0.017604,[90 19] ; [22  5],[89.76470588 19.23529412] ; [22.23529412  4.76470588],0
n5,1,0.902298,0.01507,[66 43] ; [16 11],[65.72058824 43.27941176] ; [16.27941176 10.72058824],0
r1,1,0.903189,0.014795,[74 35] ; [18  9],[73.73529412 35.26470588] ; [18.26470588  8.73529412],0
b2,1,0.909792,0.012837,[27 48] ; [ 6 10],[27.1978022 47.8021978] ; [ 5.8021978 10.1978022],0
b3,1,0.909792,0.012837,[27 48] ; [ 6 10],[27.1978022 47.8021978] ; [ 5.8021978 10.1978022],0
