Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000264,13.30665,[ 8 21] ; [62 32],[16.50406504 12.49593496] ; [53.49593496 40.50406504],1
s7,1,0.607796,0.263397,[13 11] ; [41 44],[11.88990826 12.11009174] ; [42.11009174 42.88990826],0
b2,1,0.641133,0.217264,[ 4 10] ; [19 35],[4.73529412 9.26470588] ; [18.26470588 35.73529412],0
b3,1,0.641133,0.217264,[ 4 10] ; [19 35],[4.73529412 9.26470588] ; [18.26470588 35.73529412],0
p3,1,0.650416,0.205377,[14 15] ; [40 52],[12.94214876 16.05785124] ; [41.05785124 50.94214876],0
r3,1,0.688045,0.16121,[23  5] ; [81 14],[23.67479675  4.32520325] ; [80.32520325 14.67479675],0
r2,1,0.725539,0.123247,[26  1] ; [88  5],[25.65  1.35] ; [88.35  4.65],0
p9,1,0.768562,0.086587,[19  9] ; [59 32],[18.35294118  9.64705882] ; [59.64705882 31.35294118],0
u2,1,0.768589,0.086566,[3 2] ; [10  9],[2.70833333 2.29166667] ; [10.29166667  8.70833333],0
a3,1,0.817844,0.053047,[24  5] ; [76 18],[23.57723577  5.42276423] ; [76.42276423 17.57723577],0
a4,1,0.86336,0.029618,[18 11] ; [60 34],[18.3902439 10.6097561] ; [59.6097561 34.3902439],0
p12,1,0.872703,0.025672,[ 1 27] ; [ 4 90],[ 1.14754098 26.85245902] ; [ 3.85245902 90.14754098],0
v4,1,0.902722,0.014939,[26  3] ; [85  9],[26.17073171  2.82926829] ; [84.82926829  9.17073171],0
s1,1,0.911277,0.012416,[ 2 27] ; [ 6 89],[ 1.87096774 27.12903226] ; [ 6.12903226 88.87096774],0
a5,1,0.913098,0.01191,[22  7] ; [73 22],[22.21774194  6.78225806] ; [72.78225806 22.21774194],0
p8,1,0.921514,0.009708,[10 19] ; [33 60],[10.22131148 18.77868852] ; [32.77868852 60.22131148],0
n6,1,0.924463,0.00899,[20  9] ; [65 28],[20.20491803  8.79508197] ; [64.79508197 28.20491803],0
b4,1,0.944715,0.004809,[17 12] ; [55 40],[16.83870968 12.16129032] ; [55.16129032 39.83870968],0
p1,1,0.964157,0.002019,[ 3 26] ; [10 84],[ 3.06504065 25.93495935] ; [ 9.93495935 84.06504065],0
r4,1,0.966475,0.001766,[23  6] ; [75 20],[22.91935484  6.08064516] ; [75.08064516 19.91935484],0
b1,1,0.989074,0.000188,[14 15] ; [46 49],[14.03225806 14.96774194] ; [45.96774194 49.03225806],0
